resource,method,position,source,target,ligand_complex,receptor_complex,score
cellphonedb,NATMI specificity,31,T proliferating,T proliferating,CD70,CD27,0.15645035
cellphonedb,NATMI specificity,32,T proliferating,T proliferating,CCL3,CCR5,0.15298757
cellphonedb,NATMI specificity,33,Dendritic cell,Dendritic cell,GAS6,AXL,0.15162802
cellphonedb,NATMI specificity,34,T proliferating,T proliferating,CCL4,CCR5,0.1476606
cellphonedb,NATMI specificity,35,Granulocyte precursor,B naive,TNFSF13B,TNFRSF13C,0.14501214
cellphonedb,NATMI specificity,36,HSPC,Monocyte non-classical,MDK,LRP1,0.142379
cellphonedb,NATMI specificity,37,Dendritic cell,Platelet,GHRL,TBXA2R,0.14191103
cellphonedb,NATMI specificity,38,Monocyte classical,Plasmacytoid DC,TNFSF13B,TNFRSF17,0.14160624
cellphonedb,NATMI specificity,39,CD4 T memory,B naive,CD40LG,CD40,0.14005534
cellphonedb,NATMI specificity,40,Erythroid early,T proliferating,CDH1,KLRG1,0.13765831
cellphonedb,NATMI specificity,41,T proliferating,Plasmacytoid DC,TNF,PTPRS,0.13707082
cellphonedb,NATMI specificity,42,Erythroid early,Erythroid early,CSF1,SLC7A1,0.13260634
cellphonedb,NATMI specificity,43,HSPC,Monocyte classical,MDK,LRP1,0.12905551
cellphonedb,NATMI specificity,44,T proliferating,CD4 T naive,CD70,CD27,0.12828836
cellphonedb,NATMI specificity,45,T proliferating,CD4 T memory,CD70,CD27,0.1274254
cellphonedb,NATMI specificity,46,Dendritic cell,B naive,TNFSF13B,TNFRSF13C,0.12549026
cellphonedb,NATMI specificity,47,CD8 T memory,T proliferating,CCL4,CCR5,0.12349365
cellphonedb,NATMI specificity,48,Granulocyte precursor,Plasmacytoid DC,TNFSF13B,TNFRSF17,0.1222062
cellphonedb,NATMI specificity,49,T proliferating,Dendritic cell,CTLA4,CD86,0.117180474
cellphonedb,NATMI specificity,50,CD8 T cytotoxic,Erythroid early,CCL5,ACKR1,0.11629764
cellphonedb,NATMI specificity,51,Erythroid early,NK,CDH1,KLRG1,0.11620572
cellphonedb,NATMI specificity,52,Dendritic cell,Monocyte classical,CD1D,LILRB2,0.1158022
cellphonedb,NATMI specificity,53,Monocyte classical,B naive,TNFSF13B,CD40,0.11479044
cellphonedb,NATMI specificity,54,T proliferating,Monocyte non-classical,CTLA4,CD86,0.113814086
cellphonedb,NATMI specificity,55,NK,T proliferating,CCL3,CCR5,0.11380574
cellphonedb,NATMI specificity,56,CD8 T memory,Erythroid early,CCL5,ACKR1,0.11348239
cellphonedb,NATMI specificity,57,CD8 T cytotoxic,T proliferating,CCL5,CCR5,0.1117043
cellphonedb,NATMI specificity,58,CD8 T memory,T proliferating,CCL5,CCR5,0.10900024
cellphonedb,NATMI specificity,59,Erythroid early,Dendritic cell,GAL,HLA-DPA1,0.10867414
cellphonedb,NATMI specificity,60,Platelet,T proliferating,SELP,SELPLG,0.10782467
cellphonedb,NATMI specificity,61,T proliferating,T proliferating,FASLG,FAS,0.107481904
cellphonedb,NATMI specificity,62,T proliferating,Monocyte non-classical,CCL3,CCR1,0.10588581
cellphonedb,NATMI specificity,63,Monocyte non-classical,B naive,TNFSF13B,TNFRSF13C,0.10580279
cellphonedb,NATMI specificity,64,Dendritic cell,Plasmacytoid DC,TNFSF13B,TNFRSF17,0.10575451
cellphonedb,NATMI specificity,65,Dendritic cell,Platelet,GHRL,PTGIR,0.10374878
cellphonedb,NATMI specificity,66,HSPC,Plasmacytoid DC,BST2,LILRA4,0.10242537
cellphonedb,NATMI specificity,67,T proliferating,Erythroid early,CCL5,ACKR1,0.10143687
cellphonedb,NATMI specificity,68,T proliferating,HSPC,TIGIT,NECTIN2,0.100398034
cellphonedb,NATMI specificity,69,Erythroid early,T proliferating,NECTIN1,CD96,0.09969319
cellphonedb,NATMI specificity,70,Granulocyte precursor,B naive,TNFSF13B,CD40,0.09906417
cellphonedb,NATMI specificity,71,NK,Erythroid early,CCL4,SLC7A1,0.099004045
cellphonedb,NATMI specificity,72,Plasmacytoid DC,Plasmacytoid DC,LILRB4,LAIR1,0.09853328
cellphonedb,NATMI specificity,73,Erythroid early,Dendritic cell,CSF1,SIRPA,0.09845954
cellphonedb,NATMI specificity,74,T proliferating,Dendritic cell,FASLG,TNFRSF10B,0.097764306
cellphonedb,NATMI specificity,75,T proliferating,T proliferating,CCL5,CCR5,0.097430475
cellphonedb,NATMI specificity,76,Platelet,Monocyte non-classical,SELP,SELPLG,0.0955647
cellphonedb,NATMI specificity,77,NK,Erythroid early,CCL5,ACKR1,0.09357532
cellphonedb,NATMI specificity,78,Platelet,NK,SELP,SELPLG,0.09252236
cellphonedb,NATMI specificity,79,CD8 T cytotoxic,T proliferating,CCL4,CCR5,0.0920997
cellphonedb,NATMI specificity,80,Dendritic cell,Plasmacytoid DC,BST2,LILRA4,0.09195182
cellphonedb,NATMI specificity,81,T proliferating,Monocyte classical,CCL3,CCR1,0.09105397
cellphonedb,NATMI specificity,82,T proliferating,HSPC,FASLG,TNFRSF1A,0.09020487
cellphonedb,NATMI specificity,83,NK,T proliferating,CCL5,CCR5,0.08987942
cellphonedb,NATMI specificity,84,T proliferating,Erythroid early,CCL4,SLC7A1,0.08928493
cellphonedb,NATMI specificity,85,Monocyte non-classical,Plasmacytoid DC,TNFSF13B,TNFRSF17,0.08916327
cellphonedb,NATMI specificity,86,T proliferating,Plasmacytoid DC,BST2,LILRA4,0.08739637
cellphonedb,NATMI specificity,87,Monocyte non-classical,Plasmacytoid DC,ITGAX_ITGB2,ICAM1,0.08650907
cellphonedb,NATMI specificity,88,Dendritic cell,B naive,TNFSF13B,CD40,0.08572791
cellphonedb,NATMI specificity,89,T proliferating,Dendritic cell,CD28,CD86,0.08538269
cellphonedb,NATMI specificity,90,Plasmacytoid DC,Plasmacytoid DC,BST2,LILRA4,0.083370626
cellphonedb,NATMI specificity,91,Monocyte classical,Plasmacytoid DC,ITGAM_ITGB2,ICAM1,0.08294183
cellphonedb,NATMI specificity,92,T proliferating,Monocyte non-classical,CD28,CD86,0.08292979
cellphonedb,NATMI specificity,93,B naive,Platelet,CD24,SELP,0.082285024
cellphonedb,NATMI specificity,94,Monocyte classical,Erythroid early,TNFSF13B,TFRC,0.08225612
cellphonedb,NATMI specificity,95,Erythroid early,B naive,GAL,HLA-DPA1,0.08218388
cellphonedb,NATMI specificity,96,T proliferating,NK,CLEC2B,KLRF1,0.08217834
cellphonedb,NATMI specificity,97,NK,T proliferating,KLRF1,CLEC2B,0.08217834
cellphonedb,NATMI specificity,98,T proliferating,CD8 T memory,CD70,CD27,0.081255294
cellphonedb,NATMI specificity,99,CD4 T memory,Dendritic cell,CD28,CD86,0.07895929
cellphonedb,NATMI specificity,100,NK,Monocyte non-classical,CCL3,CCR1,0.07876727
cellphonedb,Connectome specificity,1,Platelet,T proliferating,PF4,CXCR3,8.472266546746845
cellphonedb,Connectome specificity,2,Platelet,Plasmacytoid DC,PF4,CXCR3,8.109457865345297
cellphonedb,Connectome specificity,3,Platelet,Erythroid early,PF4,ACKR1,8.05136452136633
cellphonedb,Connectome specificity,4,HSPC,Plasmacytoid DC,BST2,LILRA4,4.427216192115572
cellphonedb,Connectome specificity,5,Dendritic cell,Plasmacytoid DC,BST2,LILRA4,4.362064387833775
cellphonedb,Connectome specificity,6,T proliferating,Plasmacytoid DC,BST2,LILRA4,4.333726844466319
cellphonedb,Connectome specificity,7,Plasmacytoid DC,Plasmacytoid DC,BST2,LILRA4,4.308684418932495
cellphonedb,Connectome specificity,8,Monocyte non-classical,Plasmacytoid DC,BST2,LILRA4,4.24461106154796
cellphonedb,Connectome specificity,9,NK,Plasmacytoid DC,BST2,LILRA4,4.23719694851187
cellphonedb,Connectome specificity,10,Granulocyte precursor,Plasmacytoid DC,BST2,LILRA4,4.222593030146427
cellphonedb,Connectome specificity,11,Pre-B large,Platelet,CD24,SELP,4.204023160142926
cellphonedb,Connectome specificity,12,Monocyte classical,Plasmacytoid DC,BST2,LILRA4,4.136068680171026
cellphonedb,Connectome specificity,13,Platelet,Dendritic cell,PROS1,AXL,4.10413975581463
cellphonedb,Connectome specificity,14,Monocyte classical,Platelet,THBS1,ITGA2B_ITGB3,4.092893741966255
cellphonedb,Connectome specificity,15,CD8 T cytotoxic,Plasmacytoid DC,BST2,LILRA4,4.014274865600949
cellphonedb,Connectome specificity,16,CD8 T memory,Plasmacytoid DC,BST2,LILRA4,3.991458309666777
cellphonedb,Connectome specificity,17,Pre-B large,Plasmacytoid DC,BST2,LILRA4,3.98842349604259
cellphonedb,Connectome specificity,18,CD4 T memory,Plasmacytoid DC,BST2,LILRA4,3.9794948585178425
cellphonedb,Connectome specificity,19,B naive,Plasmacytoid DC,BST2,LILRA4,3.96465858756702
cellphonedb,Connectome specificity,20,Pre-B small,Plasmacytoid DC,BST2,LILRA4,3.9614694072236016
cellphonedb,Connectome specificity,21,CD4 T naive,Plasmacytoid DC,BST2,LILRA4,3.959681647370597
cellphonedb,Connectome specificity,22,Pre-B small,Platelet,CD24,SELP,3.9569879575841744
cellphonedb,Connectome specificity,23,Erythroid early,Plasmacytoid DC,BST2,LILRA4,3.9535247020248514
cellphonedb,Connectome specificity,24,CD4 T memory,Platelet,CD40LG,ITGA2B_ITGB3,3.907202642990693
cellphonedb,Connectome specificity,25,Platelet,Platelet,THBS1,ITGA2B_ITGB3,3.874533049363189
cellphonedb,Connectome specificity,26,Platelet,Plasmacytoid DC,SELP,SELPLG,2.909929929189796
cellphonedb,Connectome specificity,27,Platelet,CD4 T memory,TNFSF4,TNFRSF4,2.7957475051815357
cellphonedb,Connectome specificity,28,Plasmacytoid DC,Dendritic cell,GAS6,AXL,2.788925650529751
cellphonedb,Connectome specificity,29,B naive,Platelet,CD24,SELP,2.697632353356356
cellphonedb,Connectome specificity,30,Platelet,T proliferating,SELP,SELPLG,2.6867741457928185
cellphonedb,Connectome specificity,31,Platelet,Monocyte non-classical,SELP,SELPLG,2.6434003919953617
cellphonedb,Connectome specificity,32,Platelet,NK,SELP,SELPLG,2.6326372006569074
cellphonedb,Connectome specificity,33,Platelet,Dendritic cell,SELP,SELPLG,2.5484374376212275
cellphonedb,Connectome specificity,34,Platelet,Monocyte classical,SELP,SELPLG,2.517285455795678
cellphonedb,Connectome specificity,35,Plasmacytoid DC,Dendritic cell,APP,CD74,2.5141872152047164
cellphonedb,Connectome specificity,36,Platelet,Granulocyte precursor,SELP,SELPLG,2.506830011373521
cellphonedb,Connectome specificity,37,Plasmacytoid DC,B naive,APP,CD74,2.505064090725905
cellphonedb,Connectome specificity,38,Plasmacytoid DC,Plasmacytoid DC,APP,CD74,2.4855857750180803
cellphonedb,Connectome specificity,39,Dendritic cell,Platelet,GHRL,TBXA2R,2.3941796474406547
cellphonedb,Connectome specificity,40,Platelet,HSPC,SELP,SELPLG,2.3906010432312392
cellphonedb,Connectome specificity,41,Plasmacytoid DC,Pre-B small,APP,CD74,2.387460287323939
cellphonedb,Connectome specificity,42,Platelet,Erythroid early,SELP,SELPLG,2.368888732433459
cellphonedb,Connectome specificity,43,Dendritic cell,Plasmacytoid DC,EFNB1,EPHB1,2.354239289456176
cellphonedb,Connectome specificity,44,Platelet,Monocyte classical,GP1BA,ITGAM_ITGB2,2.216606338697253
cellphonedb,Connectome specificity,45,Plasmacytoid DC,Pre-B large,APP,CD74,2.1307115959448333
cellphonedb,Connectome specificity,46,Erythroid early,Dendritic cell,GAL,HLA-DPA1,2.102243359652322
cellphonedb,Connectome specificity,47,Plasmacytoid DC,Monocyte non-classical,APP,CD74,2.0934502499617027
cellphonedb,Connectome specificity,48,Plasmacytoid DC,Plasmacytoid DC,LILRB4,LAIR1,2.0710965434279767
cellphonedb,Connectome specificity,49,Plasmacytoid DC,T proliferating,APP,CD74,2.004440789318057
cellphonedb,Connectome specificity,50,Plasmacytoid DC,HSPC,APP,CD74,1.927544089867008
cellphonedb,Connectome specificity,51,T proliferating,NK,CLEC2B,KLRF1,1.8922592956474469
cellphonedb,Connectome specificity,52,NK,T proliferating,KLRF1,CLEC2B,1.8922592956474469
cellphonedb,Connectome specificity,53,Plasmacytoid DC,Monocyte classical,APP,CD74,1.831907946089362
cellphonedb,Connectome specificity,54,Plasmacytoid DC,HSPC,LILRB4,LAIR1,1.8192435861328573
cellphonedb,Connectome specificity,55,Monocyte non-classical,NK,CLEC2B,KLRF1,1.7964261852171983
cellphonedb,Connectome specificity,56,NK,Monocyte non-classical,KLRF1,CLEC2B,1.7964261852171983
cellphonedb,Connectome specificity,57,Plasmacytoid DC,Granulocyte precursor,APP,CD74,1.7715574907389195
cellphonedb,Connectome specificity,58,Monocyte classical,Erythroid early,TNFSF13B,TFRC,1.7714298315286126
cellphonedb,Connectome specificity,59,Plasmacytoid DC,Granulocyte precursor,LILRB4,LAIR1,1.7698918421374286
cellphonedb,Connectome specificity,60,CD8 T memory,NK,CLEC2B,KLRF1,1.7595654141550816
cellphonedb,Connectome specificity,61,NK,CD8 T memory,KLRF1,CLEC2B,1.7595654141550816
cellphonedb,Connectome specificity,62,Erythroid early,B naive,GAL,HLA-DPA1,1.7560906735415474
cellphonedb,Connectome specificity,63,NK,NK,KLRF1,CLEC2B,1.755751846120715
cellphonedb,Connectome specificity,64,NK,NK,CLEC2B,KLRF1,1.755751846120715
cellphonedb,Connectome specificity,65,CD8 T cytotoxic,NK,CLEC2B,KLRF1,1.7406456867596634
cellphonedb,Connectome specificity,66,NK,CD8 T cytotoxic,KLRF1,CLEC2B,1.7406456867596634
cellphonedb,Connectome specificity,67,Plasmacytoid DC,Pre-B large,LILRB4,LAIR1,1.7398295754224802
cellphonedb,Connectome specificity,68,NK,T activated,KLRF1,CLEC2B,1.71498866211281
cellphonedb,Connectome specificity,69,T activated,NK,CLEC2B,KLRF1,1.71498866211281
cellphonedb,Connectome specificity,70,T proliferating,Plasmacytoid DC,CD70,TNFRSF17,1.7081847818832578
cellphonedb,Connectome specificity,71,Plasmacytoid DC,CD8 T memory,APP,CD74,1.6937167954400394
cellphonedb,Connectome specificity,72,Dendritic cell,Dendritic cell,GAS6,AXL,1.684858810644247
cellphonedb,Connectome specificity,73,Granulocyte precursor,Erythroid early,TNFSF13B,TFRC,1.6654490616523692
cellphonedb,Connectome specificity,74,Erythroid early,Monocyte non-classical,GAL,HLA-DPA1,1.6503482365120488
cellphonedb,Connectome specificity,75,Erythroid early,CD8 T cytotoxic,CDH1,KLRG1,1.630265364604584
cellphonedb,Connectome specificity,76,Dendritic cell,NK,CLEC2B,KLRF1,1.629357249926216
cellphonedb,Connectome specificity,77,NK,Dendritic cell,KLRF1,CLEC2B,1.629357249926216
cellphonedb,Connectome specificity,78,Monocyte classical,Dendritic cell,TNFSF13B,HLA-DPB1,1.619549247940372
cellphonedb,Connectome specificity,79,T proliferating,Plasmacytoid DC,TNF,PTPRS,1.614313893216473
cellphonedb,Connectome specificity,80,HSPC,NK,CLEC2B,KLRF1,1.5908925588616394
cellphonedb,Connectome specificity,81,NK,HSPC,KLRF1,CLEC2B,1.5908925588616394
cellphonedb,Connectome specificity,82,CD4 T memory,NK,CLEC2B,KLRF1,1.5880404237961714
cellphonedb,Connectome specificity,83,NK,CD4 T memory,KLRF1,CLEC2B,1.5880404237961714
cellphonedb,Connectome specificity,84,Erythroid early,CD8 T memory,CDH1,KLRG1,1.5869158262407186
cellphonedb,Connectome specificity,85,T proliferating,Monocyte non-classical,CD99,PILRA,1.5814244874528978
cellphonedb,Connectome specificity,86,Plasmacytoid DC,Dendritic cell,LILRB4,LAIR1,1.5783977594319931
cellphonedb,Connectome specificity,87,Dendritic cell,Erythroid early,TNFSF13B,TFRC,1.5755747616777127
cellphonedb,Connectome specificity,88,CD8 T cytotoxic,Erythroid early,CCL5,ACKR1,1.569792781896751
cellphonedb,Connectome specificity,89,Erythroid early,Monocyte non-classical,CSF1,CSF1R,1.5689997262587378
cellphonedb,Connectome specificity,90,CD8 T memory,Erythroid early,CCL5,ACKR1,1.5402120212893515
cellphonedb,Connectome specificity,91,NK,Plasmacytoid DC,KLRF1,CLEC2B,1.5289081402453943
cellphonedb,Connectome specificity,92,Plasmacytoid DC,NK,CLEC2B,KLRF1,1.5289081402453943
cellphonedb,Connectome specificity,93,Erythroid early,Plasmacytoid DC,GAL,HLA-DPA1,1.5283739773376444
cellphonedb,Connectome specificity,94,Plasmacytoid DC,NK,APP,CD74,1.519971977792311
cellphonedb,Connectome specificity,95,Granulocyte precursor,Dendritic cell,TNFSF13B,HLA-DPB1,1.5135684780641283
cellphonedb,Connectome specificity,96,Erythroid early,T proliferating,CDH1,KLRG1,1.5041203395146976
cellphonedb,Connectome specificity,97,CD8 T cytotoxic,T proliferating,CCL5,CCR5,1.5010042144474092
cellphonedb,Connectome specificity,98,Monocyte non-classical,Erythroid early,TNFSF13B,TFRC,1.484938268035264
cellphonedb,Connectome specificity,99,Monocyte classical,NK,CLEC2B,KLRF1,1.4841439992075776
cellphonedb,Connectome specificity,100,NK,Monocyte classical,KLRF1,CLEC2B,1.4841439992075776
cellphonedb,log2FC specificity,1,Platelet,T proliferating,PF4,CXCR3,4.128345905312782
cellphonedb,log2FC specificity,2,Platelet,Plasmacytoid DC,PF4,CXCR3,4.108871384732882
cellphonedb,log2FC specificity,3,Platelet,Erythroid early,PF4,ACKR1,3.678453204173777
cellphonedb,log2FC specificity,4,Plasmacytoid DC,B naive,APP,CD74,2.787858028418875
cellphonedb,log2FC specificity,5,Plasmacytoid DC,Dendritic cell,APP,CD74,2.345370091047009
cellphonedb,log2FC specificity,6,Monocyte classical,Dendritic cell,TNFSF13B,HLA-DPB1,2.3171245470426296
cellphonedb,log2FC specificity,7,Plasmacytoid DC,Plasmacytoid DC,APP,CD74,2.2741382236302856
cellphonedb,log2FC specificity,8,Platelet,B naive,APP,CD74,2.186199937917289
cellphonedb,log2FC specificity,9,Monocyte classical,B naive,TNFSF13B,HLA-DPB1,2.1049710621554434
cellphonedb,log2FC specificity,10,Pre-B small,Platelet,CD24,SELP,2.1002893252800514
cellphonedb,log2FC specificity,11,Plasmacytoid DC,Pre-B small,APP,CD74,2.069638853632409
cellphonedb,log2FC specificity,12,NK,NK,CLEC2B,KLRF1,2.052665541925731
cellphonedb,log2FC specificity,13,NK,NK,KLRF1,CLEC2B,2.052665541925731
cellphonedb,log2FC specificity,14,NK,CD8 T memory,KLRF1,CLEC2B,2.0509622180206337
cellphonedb,log2FC specificity,15,CD8 T memory,NK,CLEC2B,KLRF1,2.0509622180206337
cellphonedb,log2FC specificity,16,CD8 T cytotoxic,NK,CLEC2B,KLRF1,2.014668896363049
cellphonedb,log2FC specificity,17,NK,CD8 T cytotoxic,KLRF1,CLEC2B,2.014668896363049
cellphonedb,log2FC specificity,18,Granulocyte precursor,B naive,MIF,CD74,1.9857604550336083
cellphonedb,log2FC specificity,19,Monocyte non-classical,NK,CLEC2B,KLRF1,1.9738926895296065
cellphonedb,log2FC specificity,20,NK,Monocyte non-classical,KLRF1,CLEC2B,1.9738926895296065
cellphonedb,log2FC specificity,21,T proliferating,NK,CLEC2B,KLRF1,1.9621212524409608
cellphonedb,log2FC specificity,22,NK,T proliferating,KLRF1,CLEC2B,1.9621212524409608
cellphonedb,log2FC specificity,23,Pre-B large,Platelet,CD24,SELP,1.9341912906756356
cellphonedb,log2FC specificity,24,Granulocyte precursor,Dendritic cell,TNFSF13B,HLA-DPB1,1.9227063250097585
cellphonedb,log2FC specificity,25,NK,T activated,KLRF1,CLEC2B,1.894462374297732
cellphonedb,log2FC specificity,26,T activated,NK,CLEC2B,KLRF1,1.894462374297732
cellphonedb,log2FC specificity,27,Monocyte classical,B naive,TNFSF13B,TNFRSF13C,1.889795236367524
cellphonedb,log2FC specificity,28,HSPC,B naive,MIF,CD74,1.8610765876362088
cellphonedb,log2FC specificity,29,Pre-B large,B naive,MIF,CD74,1.813699511292193
cellphonedb,log2FC specificity,30,CD4 T naive,NK,CLEC2D,KLRB1,1.8013486056141228
cellphonedb,log2FC specificity,31,NK,Plasmacytoid DC,BST2,LILRA4,1.7897692753971586
cellphonedb,log2FC specificity,32,HSPC,Plasmacytoid DC,BST2,LILRA4,1.749961958589447
cellphonedb,log2FC specificity,33,Platelet,Dendritic cell,APP,CD74,1.743712000545423
cellphonedb,log2FC specificity,34,Monocyte non-classical,Dendritic cell,TNFSF13B,HLA-DPB1,1.7289445267984545
cellphonedb,log2FC specificity,35,Plasmacytoid DC,Plasmacytoid DC,BST2,LILRA4,1.7236875671125107
cellphonedb,log2FC specificity,36,CD8 T cytotoxic,NK,CLEC2D,KLRB1,1.7167791504085546
cellphonedb,log2FC specificity,37,CD8 T memory,NK,CLEC2D,KLRB1,1.7120768398204675
cellphonedb,log2FC specificity,38,Granulocyte precursor,B naive,TNFSF13B,HLA-DPB1,1.710552840122572
cellphonedb,log2FC specificity,39,T proliferating,B naive,MIF,CD74,1.702003954805173
cellphonedb,log2FC specificity,40,HSPC,B naive,APP,CD74,1.700516148446845
cellphonedb,log2FC specificity,41,Monocyte classical,Erythroid early,CXCL8,ACKR1,1.6956109613395525
cellphonedb,log2FC specificity,42,Dendritic cell,B naive,APP,CD74,1.6924729980532454
cellphonedb,log2FC specificity,43,Erythroid late,B naive,MIF,CD74,1.6892625055514916
cellphonedb,log2FC specificity,44,NK,CD4 T memory,KLRF1,CLEC2B,1.6822359301429683
cellphonedb,log2FC specificity,45,CD4 T memory,NK,CLEC2B,KLRF1,1.6822359301429683
cellphonedb,log2FC specificity,46,Dendritic cell,B naive,MIF,CD74,1.6783280823753013
cellphonedb,log2FC specificity,47,Monocyte classical,Erythroid early,TNFSF13B,TFRC,1.6734391105641675
cellphonedb,log2FC specificity,48,Platelet,Plasmacytoid DC,APP,CD74,1.6724801331286991
cellphonedb,log2FC specificity,49,Monocyte non-classical,Plasmacytoid DC,BST2,LILRA4,1.6677481174195354
cellphonedb,log2FC specificity,50,NK,B naive,MIF,CD74,1.660776390388285
cellphonedb,log2FC specificity,51,Dendritic cell,Dendritic cell,TNFSF13B,HLA-DPB1,1.658026707232985
cellphonedb,log2FC specificity,52,Erythroid early,B naive,MIF,CD74,1.6543047005993414
cellphonedb,log2FC specificity,53,Granulocyte precursor,B naive,APP,CD74,1.6539432306710682
cellphonedb,log2FC specificity,54,CD8 T memory,Monocyte classical,CCL5,CCR1,1.6498829747726107
cellphonedb,log2FC specificity,55,Monocyte classical,Plasmacytoid DC,BST2,LILRA4,1.6467839253408263
cellphonedb,log2FC specificity,56,Monocyte non-classical,B naive,APP,CD74,1.646272410800623
cellphonedb,log2FC specificity,57,CD4 T memory,B naive,MIF,CD74,1.6458810116781684
cellphonedb,log2FC specificity,58,CD8 T cytotoxic,Monocyte classical,CCL5,CCR1,1.6454268013009503
cellphonedb,log2FC specificity,59,T activated,B naive,COPA,CD74,1.6412342592439904
cellphonedb,log2FC specificity,60,Granulocyte precursor,Plasmacytoid DC,BST2,LILRA4,1.6393138791089448
cellphonedb,log2FC specificity,61,Plasmacytoid DC,B naive,COPA,CD74,1.63739144563322
cellphonedb,log2FC specificity,62,CD8 T memory,Monocyte non-classical,CCL5,CCR1,1.6305845567496724
cellphonedb,log2FC specificity,63,CD8 T cytotoxic,Monocyte non-classical,CCL5,CCR1,1.626128383278012
cellphonedb,log2FC specificity,64,Granulocyte precursor,B naive,COPA,CD74,1.6236136910526069
cellphonedb,log2FC specificity,65,B naive,NK,CLEC2D,KLRB1,1.6190359324411534
cellphonedb,log2FC specificity,66,Dendritic cell,Plasmacytoid DC,BST2,LILRA4,1.6182380050612557
cellphonedb,log2FC specificity,67,CD4 T memory,NK,CLEC2D,KLRB1,1.6159200324787388
cellphonedb,log2FC specificity,68,Dendritic cell,NK,CLEC2B,KLRF1,1.6073160458809497
cellphonedb,log2FC specificity,69,NK,Dendritic cell,KLRF1,CLEC2B,1.6073160458809497
cellphonedb,log2FC specificity,70,Monocyte classical,Monocyte non-classical,TNFSF13B,HLA-DPB1,1.6067537831676364
cellphonedb,log2FC specificity,71,Monocyte classical,Pre-B small,TNFSF13B,HLA-DPB1,1.5928750561761902
cellphonedb,log2FC specificity,72,Pre-B large,B naive,APP,CD74,1.583941002475945
cellphonedb,log2FC specificity,73,CD8 T memory,B naive,MIF,CD74,1.5779137341824847
cellphonedb,log2FC specificity,74,Monocyte classical,NK,CLEC2B,KLRF1,1.5778270786868287
cellphonedb,log2FC specificity,75,NK,Monocyte classical,KLRF1,CLEC2B,1.5778270786868287
cellphonedb,log2FC specificity,76,T proliferating,NK,CLEC2D,KLRB1,1.577024730630849
cellphonedb,log2FC specificity,77,T proliferating,Plasmacytoid DC,BST2,LILRA4,1.5763275892049893
cellphonedb,log2FC specificity,78,Erythroid early,Dendritic cell,GAL,HLA-DPA1,1.5752068508030477
cellphonedb,log2FC specificity,79,Monocyte classical,Plasmacytoid DC,TNFSF13B,HLA-DPB1,1.572542352872743
cellphonedb,log2FC specificity,80,Dendritic cell,B naive,COPA,CD74,1.571551279894331
cellphonedb,log2FC specificity,81,Pre-B small,NK,CLEC2D,KLRB1,1.5703830898744116
cellphonedb,log2FC specificity,82,Platelet,NK,HLA-E,KLRC1_KLRD1,1.5618098025510163
cellphonedb,log2FC specificity,83,Platelet,NK,HLA-E,KLRC1,1.5618098025510163
cellphonedb,log2FC specificity,84,Platelet,Monocyte classical,GP1BA,ITGAM_ITGB2,1.558923095164083
cellphonedb,log2FC specificity,85,Pre-B large,B naive,COPA,CD74,1.5532169570628738
cellphonedb,log2FC specificity,86,CD8 T cytotoxic,B naive,MIF,CD74,1.5520116158371045
cellphonedb,log2FC specificity,87,Granulocyte precursor,Dendritic cell,MIF,CD74,1.5432725176617428
cellphonedb,log2FC specificity,88,NK,Plasmacytoid DC,KLRF1,CLEC2B,1.5401583792550229
cellphonedb,log2FC specificity,89,Plasmacytoid DC,NK,CLEC2B,KLRF1,1.5401583792550229
cellphonedb,log2FC specificity,90,HSPC,B naive,COPA,CD74,1.5385799535547895
cellphonedb,log2FC specificity,91,Monocyte classical,Monocyte non-classical,GRN,TNFRSF1B,1.5370067292174383
cellphonedb,log2FC specificity,92,NK,HSPC,KLRF1,CLEC2B,1.5310458044682007
cellphonedb,log2FC specificity,93,HSPC,NK,CLEC2B,KLRF1,1.5310458044682007
cellphonedb,log2FC specificity,94,T proliferating,B naive,COPA,CD74,1.5243966947448473
cellphonedb,log2FC specificity,95,Erythroid early,B naive,COPA,CD74,1.5242421136182618
cellphonedb,log2FC specificity,96,Pre-B small,NK,CLEC2B,KLRF1,1.5236515689808543
cellphonedb,log2FC specificity,97,NK,Pre-B small,KLRF1,CLEC2B,1.5236515689808543
cellphonedb,log2FC specificity,98,B naive,NK,CLEC2B,KLRF1,1.520247460019151
cellphonedb,log2FC specificity,99,NK,B naive,KLRF1,CLEC2B,1.520247460019151
cellphonedb,log2FC specificity,100,Monocyte non-classical,B naive,TNFSF13B,HLA-DPB1,1.5167910419112682
cellphonedb,Merged specificity,1,Platelet,Erythroid early,PF4,ACKR1,-9.823172903524918e-09
cellphonedb,Merged specificity,2,Platelet,T proliferating,PF4,CXCR3,-3.632796261353096e-07
cellphonedb,Merged specificity,3,Platelet,Plasmacytoid DC,PF4,CXCR3,-2.486958806023948e-06
cellphonedb,Merged specificity,4,Pre-B small,Platelet,CD24,SELP,-3.858315384083297e-06
cellphonedb,Merged specificity,5,Pre-B large,Platelet,CD24,SELP,-4.4077854641177225e-06
cellphonedb,Merged specificity,6,HSPC,Plasmacytoid DC,BST2,LILRA4,-0.0001031957939447
cellphonedb,Merged specificity,7,Erythroid early,Dendritic cell,GAL,HLA-DPA1,-0.0001698983675531
cellphonedb,Merged specificity,8,Dendritic cell,Plasmacytoid DC,BST2,LILRA4,-0.0001832262149108
