library,pathway,set_size,source,target,ligand_complex,receptor_complex,magnitude_rank,specificity_rank,significant
Reactome_Pathways_2024,DAP12 Interactions,45,Monocyte classical,NK,B2M,KLRD1,1.760333536208794e-05,0.0286911433157594,True
Reactome_Pathways_2024,DAP12 Signaling,29,Monocyte classical,NK,B2M,KLRD1,1.760333536208794e-05,0.0286911433157594,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,Monocyte classical,NK,B2M,KLRD1,1.760333536208794e-05,0.0286911433157594,True
Reactome_Pathways_2024,DAP12 Interactions,45,T activated,NK,B2M,KLRD1,2.079620169890588e-05,0.0292990806220669,True
Reactome_Pathways_2024,DAP12 Signaling,29,T activated,NK,B2M,KLRD1,2.079620169890588e-05,0.0292990806220669,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,T activated,NK,B2M,KLRD1,2.079620169890588e-05,0.0292990806220669,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Monocyte classical,NK,S100A8,ITGB2,2.079620169890588e-05,0.0007718759948335,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Monocyte classical,NK,S100A8,ITGB2,2.079620169890588e-05,0.0007718759948335,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Monocyte classical,NK,S100A8,ITGB2,2.079620169890588e-05,0.0007718759948335,True
Reactome_Pathways_2024,Antigen processing-Cross Presentation,96,Monocyte classical,Erythroid early,S100A9,CD36,2.6083578089835124e-05,4.624821178900937e-05,True
Reactome_Pathways_2024,Class I MHC Mediated Antigen Processing & Presentation,373,Monocyte classical,Erythroid early,S100A9,CD36,2.6083578089835124e-05,4.624821178900937e-05,True
Reactome_Pathways_2024,Diseases Associated With the TLR Signaling Cascade,35,Monocyte classical,Erythroid early,S100A9,CD36,2.6083578089835124e-05,4.624821178900937e-05,True
Reactome_Pathways_2024,Diseases of Immune System,35,Monocyte classical,Erythroid early,S100A9,CD36,2.6083578089835124e-05,4.624821178900937e-05,True
Reactome_Pathways_2024,ER-Phagosome Pathway,80,Monocyte classical,Erythroid early,S100A9,CD36,2.6083578089835124e-05,4.624821178900937e-05,True
Reactome_Pathways_2024,IRAK4 Deficiency (TLR2 4),20,Monocyte classical,Erythroid early,S100A9,CD36,2.6083578089835124e-05,4.624821178900937e-05,True
Reactome_Pathways_2024,MyD88 Deficiency (TLR2 4),19,Monocyte classical,Erythroid early,S100A9,CD36,2.6083578089835124e-05,4.624821178900937e-05,True
Reactome_Pathways_2024,MyD88 MAL(TIRAP) Cascade Initiated on Plasma Membrane,115,Monocyte classical,Erythroid early,S100A9,CD36,2.6083578089835124e-05,4.624821178900937e-05,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Monocyte classical,Erythroid early,S100A9,CD36,2.6083578089835124e-05,4.624821178900937e-05,True
Reactome_Pathways_2024,Regulation of TLR by Endogenous Ligand,22,Monocyte classical,Erythroid early,S100A9,CD36,2.6083578089835124e-05,4.624821178900937e-05,True
Reactome_Pathways_2024,Toll Like Receptor 2 (TLR2) Cascade,118,Monocyte classical,Erythroid early,S100A9,CD36,2.6083578089835124e-05,4.624821178900937e-05,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Monocyte classical,Erythroid early,S100A9,CD36,2.6083578089835124e-05,4.624821178900937e-05,True
Reactome_Pathways_2024,Toll Like Receptor TLR1 TLR2 Cascade,118,Monocyte classical,Erythroid early,S100A9,CD36,2.6083578089835124e-05,4.624821178900937e-05,True
Reactome_Pathways_2024,Toll Like Receptor TLR6 TLR2 Cascade,115,Monocyte classical,Erythroid early,S100A9,CD36,2.6083578089835124e-05,4.624821178900937e-05,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Monocyte classical,Erythroid early,S100A9,CD36,2.6083578089835124e-05,4.624821178900937e-05,True
Reactome_Pathways_2024,DAP12 Interactions,45,Pre-B small,NK,B2M,KLRD1,2.994045013362976e-05,0.0309604200085388,True
Reactome_Pathways_2024,DAP12 Signaling,29,Pre-B small,NK,B2M,KLRD1,2.994045013362976e-05,0.0309604200085388,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,Pre-B small,NK,B2M,KLRD1,2.994045013362976e-05,0.0309604200085388,True
Reactome_Pathways_2024,Antigen processing-Cross Presentation,96,Monocyte classical,Erythroid early,S100A8,CD36,3.196845046574603e-05,4.803548010475457e-05,True
Reactome_Pathways_2024,Class I MHC Mediated Antigen Processing & Presentation,373,Monocyte classical,Erythroid early,S100A8,CD36,3.196845046574603e-05,4.803548010475457e-05,True
Reactome_Pathways_2024,Diseases Associated With the TLR Signaling Cascade,35,Monocyte classical,Erythroid early,S100A8,CD36,3.196845046574603e-05,4.803548010475457e-05,True
Reactome_Pathways_2024,Diseases of Immune System,35,Monocyte classical,Erythroid early,S100A8,CD36,3.196845046574603e-05,4.803548010475457e-05,True
Reactome_Pathways_2024,ER-Phagosome Pathway,80,Monocyte classical,Erythroid early,S100A8,CD36,3.196845046574603e-05,4.803548010475457e-05,True
Reactome_Pathways_2024,IRAK4 Deficiency (TLR2 4),20,Monocyte classical,Erythroid early,S100A8,CD36,3.196845046574603e-05,4.803548010475457e-05,True
Reactome_Pathways_2024,MyD88 Deficiency (TLR2 4),19,Monocyte classical,Erythroid early,S100A8,CD36,3.196845046574603e-05,4.803548010475457e-05,True
Reactome_Pathways_2024,MyD88 MAL(TIRAP) Cascade Initiated on Plasma Membrane,115,Monocyte classical,Erythroid early,S100A8,CD36,3.196845046574603e-05,4.803548010475457e-05,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Monocyte classical,Erythroid early,S100A8,CD36,3.196845046574603e-05,4.803548010475457e-05,True
Reactome_Pathways_2024,Regulation of TLR by Endogenous Ligand,22,Monocyte classical,Erythroid early,S100A8,CD36,3.196845046574603e-05,4.803548010475457e-05,True
Reactome_Pathways_2024,Toll Like Receptor 2 (TLR2) Cascade,118,Monocyte classical,Erythroid early,S100A8,CD36,3.196845046574603e-05,4.803548010475457e-05,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Monocyte classical,Erythroid early,S100A8,CD36,3.196845046574603e-05,4.803548010475457e-05,True
Reactome_Pathways_2024,Toll Like Receptor TLR1 TLR2 Cascade,118,Monocyte classical,Erythroid early,S100A8,CD36,3.196845046574603e-05,4.803548010475457e-05,True
Reactome_Pathways_2024,Toll Like Receptor TLR6 TLR2 Cascade,115,Monocyte classical,Erythroid early,S100A8,CD36,3.196845046574603e-05,4.803548010475457e-05,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Monocyte classical,Erythroid early,S100A8,CD36,3.196845046574603e-05,4.803548010475457e-05,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Monocyte classical,T proliferating,S100A9,ITGB2,3.4062815010160976e-05,0.0014503567590472,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Monocyte classical,T proliferating,S100A9,ITGB2,3.4062815010160976e-05,0.0014503567590472,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Monocyte classical,T proliferating,S100A9,ITGB2,3.4062815010160976e-05,0.0014503567590472,True
Reactome_Pathways_2024,DAP12 Interactions,45,Dendritic cell,NK,B2M,KLRD1,3.622353566181191e-05,0.031598615580553,True
Reactome_Pathways_2024,DAP12 Signaling,29,Dendritic cell,NK,B2M,KLRD1,3.622353566181191e-05,0.031598615580553,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,Dendritic cell,NK,B2M,KLRD1,3.622353566181191e-05,0.031598615580553,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Monocyte classical,Dendritic cell,S100A9,ITGB2,3.622353566181191e-05,0.0015564240353066,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Monocyte classical,Dendritic cell,S100A9,ITGB2,3.622353566181191e-05,0.0015564240353066,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Monocyte classical,Dendritic cell,S100A9,ITGB2,3.622353566181191e-05,0.0015564240353066,True
Reactome_Pathways_2024,DAP12 Interactions,45,B naive,NK,B2M,KLRD1,4.074400396214294e-05,0.0330762004491165,True
Reactome_Pathways_2024,DAP12 Signaling,29,B naive,NK,B2M,KLRD1,4.074400396214294e-05,0.0330762004491165,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,B naive,NK,B2M,KLRD1,4.074400396214294e-05,0.0330762004491165,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Monocyte classical,T proliferating,S100A8,ITGB2,4.310374405127164e-05,0.0010927356127618,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Monocyte classical,T proliferating,S100A8,ITGB2,4.310374405127164e-05,0.0010927356127618,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Monocyte classical,T proliferating,S100A8,ITGB2,4.310374405127164e-05,0.0010927356127618,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Monocyte classical,Dendritic cell,S100A8,ITGB2,5.320586022732163e-05,0.0011510507276547,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Monocyte classical,Dendritic cell,S100A8,ITGB2,5.320586022732163e-05,0.0011510507276547,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Monocyte classical,Dendritic cell,S100A8,ITGB2,5.320586022732163e-05,0.0011510507276547,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Monocyte classical,Monocyte non-classical,S100A9,CD68,0.0001867858721397,7.15906543478533e-05,True
Reactome_Pathways_2024,DAP12 Interactions,45,Pre-B large,NK,B2M,KLRD1,0.0001867858721397,0.0490672045847317,True
Reactome_Pathways_2024,DAP12 Signaling,29,Pre-B large,NK,B2M,KLRD1,0.0001867858721397,0.0490672045847317,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,Pre-B large,NK,B2M,KLRD1,0.0001867858721397,0.0490672045847317,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Monocyte classical,Monocyte non-classical,S100A9,ITGB2,0.0001917922552793,0.0034786420279199,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Monocyte classical,Monocyte non-classical,S100A9,ITGB2,0.0001917922552793,0.0034786420279199,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Monocyte classical,Monocyte non-classical,S100A9,ITGB2,0.0001917922552793,0.0034786420279199,True
Reactome_Pathways_2024,DAP12 Interactions,45,CD8 T cytotoxic,NK,HLA-B,KLRD1,0.000234218426131,0.0080486630435061,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,CD8 T cytotoxic,NK,HLA-B,KLRD1,0.000234218426131,0.0080486630435061,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Monocyte classical,Monocyte non-classical,S100A8,CD68,0.0002398185148706,7.559422080581354e-05,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Monocyte classical,Monocyte non-classical,S100A8,ITGB2,0.0002454844870312,0.0024363493424383,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Monocyte classical,Monocyte non-classical,S100A8,ITGB2,0.0002454844870312,0.0024363493424383,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Monocyte classical,Monocyte non-classical,S100A8,ITGB2,0.0002454844870312,0.0024363493424383,True
Reactome_Pathways_2024,DAP12 Interactions,45,CD8 T memory,NK,HLA-B,KLRD1,0.0002994437633562,0.008889744564774,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,CD8 T memory,NK,HLA-B,KLRD1,0.0002994437633562,0.008889744564774,True
Reactome_Pathways_2024,DAP12 Interactions,45,NK,NK,HLA-B,KLRD1,0.0003450997304575,0.0093699051825452,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,NK,NK,HLA-B,KLRD1,0.0003450997304575,0.0093699051825452,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Monocyte classical,CD8 T cytotoxic,S100A9,ITGB2,0.0004012251134694,0.0054202957944428,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Monocyte classical,CD8 T cytotoxic,S100A9,ITGB2,0.0004012251134694,0.0054202957944428,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Monocyte classical,CD8 T cytotoxic,S100A9,ITGB2,0.0004012251134694,0.0054202957944428,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Monocyte classical,CD8 T cytotoxic,S100A8,ITGB2,0.0004460798207716,0.0037728179054571,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Monocyte classical,CD8 T cytotoxic,S100A8,ITGB2,0.0004460798207716,0.0037728179054571,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Monocyte classical,CD8 T cytotoxic,S100A8,ITGB2,0.0004460798207716,0.0037728179054571,True
Reactome_Pathways_2024,DAP12 Interactions,45,T activated,NK,HLA-B,KLRD1,0.0005013983839205,0.0103592777320634,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,T activated,NK,HLA-B,KLRD1,0.0005013983839205,0.0103592777320634,True
Reactome_Pathways_2024,DAP12 Interactions,45,T proliferating,NK,HLA-B,KLRD1,0.0007154549208256,0.0113476299814006,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,T proliferating,NK,HLA-B,KLRD1,0.0007154549208256,0.0113476299814006,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Monocyte classical,Plasmacytoid DC,S100A9,CD68,0.0009785011053761,0.0001369536041867,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Monocyte classical,Plasmacytoid DC,S100A8,CD68,0.0011806641992693,0.0001393862273179,True
Reactome_Pathways_2024,DAP12 Interactions,45,Monocyte non-classical,NK,HLA-B,KLRD1,0.0012565086470515,0.0150165173483,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,Monocyte non-classical,NK,HLA-B,KLRD1,0.0012565086470515,0.0150165173483,True
Reactome_Pathways_2024,DAP12 Interactions,45,CD4 T memory,NK,HLA-B,KLRD1,0.0013881180496596,0.0159913172435959,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,CD4 T memory,NK,HLA-B,KLRD1,0.0013881180496596,0.0159913172435959,True
Reactome_Pathways_2024,DAP12 Interactions,45,Pre-B small,NK,HLA-B,KLRD1,0.001568919856797,0.0188188948386292,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,Pre-B small,NK,HLA-B,KLRD1,0.001568919856797,0.0188188948386292,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Granulocyte precursor,NK,S100A8,ITGB2,0.0015832816857781,0.0039814350053437,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Granulocyte precursor,NK,S100A8,ITGB2,0.0015832816857781,0.0039814350053437,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Granulocyte precursor,NK,S100A8,ITGB2,0.0015832816857781,0.0039814350053437,True
Reactome_Pathways_2024,Antigen processing-Cross Presentation,96,Granulocyte precursor,Erythroid early,S100A8,CD36,0.0018528773149721,0.0001406132096189,True
Reactome_Pathways_2024,Class I MHC Mediated Antigen Processing & Presentation,373,Granulocyte precursor,Erythroid early,S100A8,CD36,0.0018528773149721,0.0001406132096189,True
Reactome_Pathways_2024,Diseases Associated With the TLR Signaling Cascade,35,Granulocyte precursor,Erythroid early,S100A8,CD36,0.0018528773149721,0.0001406132096189,True
Reactome_Pathways_2024,Diseases of Immune System,35,Granulocyte precursor,Erythroid early,S100A8,CD36,0.0018528773149721,0.0001406132096189,True
Reactome_Pathways_2024,ER-Phagosome Pathway,80,Granulocyte precursor,Erythroid early,S100A8,CD36,0.0018528773149721,0.0001406132096189,True
Reactome_Pathways_2024,IRAK4 Deficiency (TLR2 4),20,Granulocyte precursor,Erythroid early,S100A8,CD36,0.0018528773149721,0.0001406132096189,True
Reactome_Pathways_2024,MyD88 Deficiency (TLR2 4),19,Granulocyte precursor,Erythroid early,S100A8,CD36,0.0018528773149721,0.0001406132096189,True
Reactome_Pathways_2024,MyD88 MAL(TIRAP) Cascade Initiated on Plasma Membrane,115,Granulocyte precursor,Erythroid early,S100A8,CD36,0.0018528773149721,0.0001406132096189,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Granulocyte precursor,Erythroid early,S100A8,CD36,0.0018528773149721,0.0001406132096189,True
Reactome_Pathways_2024,Regulation of TLR by Endogenous Ligand,22,Granulocyte precursor,Erythroid early,S100A8,CD36,0.0018528773149721,0.0001406132096189,True
Reactome_Pathways_2024,Toll Like Receptor 2 (TLR2) Cascade,118,Granulocyte precursor,Erythroid early,S100A8,CD36,0.0018528773149721,0.0001406132096189,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Granulocyte precursor,Erythroid early,S100A8,CD36,0.0018528773149721,0.0001406132096189,True
Reactome_Pathways_2024,Toll Like Receptor TLR1 TLR2 Cascade,118,Granulocyte precursor,Erythroid early,S100A8,CD36,0.0018528773149721,0.0001406132096189,True
Reactome_Pathways_2024,Toll Like Receptor TLR6 TLR2 Cascade,115,Granulocyte precursor,Erythroid early,S100A8,CD36,0.0018528773149721,0.0001406132096189,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Granulocyte precursor,Erythroid early,S100A8,CD36,0.0018528773149721,0.0001406132096189,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Granulocyte precursor,T proliferating,S100A8,ITGB2,0.0019474027826841,0.0059127657089013,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Granulocyte precursor,T proliferating,S100A8,ITGB2,0.0019474027826841,0.0059127657089013,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Granulocyte precursor,T proliferating,S100A8,ITGB2,0.0019474027826841,0.0059127657089013,True
Reactome_Pathways_2024,DAP12 Interactions,45,Dendritic cell,NK,HLA-B,KLRD1,0.0020442557483912,0.0234391051506623,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,Dendritic cell,NK,HLA-B,KLRD1,0.0020442557483912,0.0234391051506623,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Granulocyte precursor,Dendritic cell,S100A8,ITGB2,0.0021101163650728,0.0062969020640638,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Granulocyte precursor,Dendritic cell,S100A8,ITGB2,0.0021101163650728,0.0062969020640638,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Granulocyte precursor,Dendritic cell,S100A8,ITGB2,0.0021101163650728,0.0062969020640638,True
Reactome_Pathways_2024,DAP12 Interactions,45,Plasmacytoid DC,NK,HLA-B,KLRD1,0.0021434339671605,0.0239016373326772,True
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,223,Plasmacytoid DC,NK,HLA-B,KLRD1,0.0021434339671605,0.0239016373326772,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Monocyte classical,Monocyte classical,S100A9,ITGB2,0.0021601897230388,0.0257727445872225,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Monocyte classical,Monocyte classical,S100A9,ITGB2,0.0021601897230388,0.0257727445872225,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Monocyte classical,Monocyte classical,S100A9,ITGB2,0.0021601897230388,0.0257727445872225,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Monocyte classical,CD8 T memory,S100A9,ITGB2,0.0024015423463463,0.027774779969167,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Monocyte classical,CD8 T memory,S100A9,ITGB2,0.0024015423463463,0.027774779969167,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Monocyte classical,CD8 T memory,S100A9,ITGB2,0.0024015423463463,0.027774779969167,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Granulocyte precursor,NK,S100A9,ITGB2,0.0024192650914478,0.0081731556342187,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Granulocyte precursor,NK,S100A9,ITGB2,0.0024192650914478,0.0081731556342187,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Granulocyte precursor,NK,S100A9,ITGB2,0.0024192650914478,0.0081731556342187,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Monocyte classical,Monocyte classical,S100A8,ITGB2,0.0024370527996707,0.0175287324574977,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Monocyte classical,Monocyte classical,S100A8,ITGB2,0.0024370527996707,0.0175287324574977,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Monocyte classical,Monocyte classical,S100A8,ITGB2,0.0024370527996707,0.0175287324574977,True
Reactome_Pathways_2024,Antigen processing-Cross Presentation,96,Monocyte classical,Monocyte classical,S100A9,CD36,0.0024728203489944,0.0007756797710725,True
Reactome_Pathways_2024,Class I MHC Mediated Antigen Processing & Presentation,373,Monocyte classical,Monocyte classical,S100A9,CD36,0.0024728203489944,0.0007756797710725,True
Reactome_Pathways_2024,Diseases Associated With the TLR Signaling Cascade,35,Monocyte classical,Monocyte classical,S100A9,CD36,0.0024728203489944,0.0007756797710725,True
Reactome_Pathways_2024,Diseases of Immune System,35,Monocyte classical,Monocyte classical,S100A9,CD36,0.0024728203489944,0.0007756797710725,True
Reactome_Pathways_2024,ER-Phagosome Pathway,80,Monocyte classical,Monocyte classical,S100A9,CD36,0.0024728203489944,0.0007756797710725,True
Reactome_Pathways_2024,IRAK4 Deficiency (TLR2 4),20,Monocyte classical,Monocyte classical,S100A9,CD36,0.0024728203489944,0.0007756797710725,True
Reactome_Pathways_2024,MyD88 Deficiency (TLR2 4),19,Monocyte classical,Monocyte classical,S100A9,CD36,0.0024728203489944,0.0007756797710725,True
Reactome_Pathways_2024,MyD88 MAL(TIRAP) Cascade Initiated on Plasma Membrane,115,Monocyte classical,Monocyte classical,S100A9,CD36,0.0024728203489944,0.0007756797710725,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Monocyte classical,Monocyte classical,S100A9,CD36,0.0024728203489944,0.0007756797710725,True
Reactome_Pathways_2024,Regulation of TLR by Endogenous Ligand,22,Monocyte classical,Monocyte classical,S100A9,CD36,0.0024728203489944,0.0007756797710725,True
Reactome_Pathways_2024,Toll Like Receptor 2 (TLR2) Cascade,118,Monocyte classical,Monocyte classical,S100A9,CD36,0.0024728203489944,0.0007756797710725,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Monocyte classical,Monocyte classical,S100A9,CD36,0.0024728203489944,0.0007756797710725,True
Reactome_Pathways_2024,Toll Like Receptor TLR1 TLR2 Cascade,118,Monocyte classical,Monocyte classical,S100A9,CD36,0.0024728203489944,0.0007756797710725,True
Reactome_Pathways_2024,Toll Like Receptor TLR6 TLR2 Cascade,115,Monocyte classical,Monocyte classical,S100A9,CD36,0.0024728203489944,0.0007756797710725,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Monocyte classical,Monocyte classical,S100A9,CD36,0.0024728203489944,0.0007756797710725,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Monocyte classical,CD8 T memory,S100A8,ITGB2,0.0025633670803527,0.0195648768247235,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Monocyte classical,CD8 T memory,S100A8,ITGB2,0.0025633670803527,0.0195648768247235,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Monocyte classical,CD8 T memory,S100A8,ITGB2,0.0025633670803527,0.0195648768247235,True
Reactome_Pathways_2024,Antigen processing-Cross Presentation,96,Monocyte classical,Monocyte classical,S100A8,CD36,0.0026555226681237,0.0005262659073905,True
Reactome_Pathways_2024,Class I MHC Mediated Antigen Processing & Presentation,373,Monocyte classical,Monocyte classical,S100A8,CD36,0.0026555226681237,0.0005262659073905,True
Reactome_Pathways_2024,Diseases Associated With the TLR Signaling Cascade,35,Monocyte classical,Monocyte classical,S100A8,CD36,0.0026555226681237,0.0005262659073905,True
Reactome_Pathways_2024,Diseases of Immune System,35,Monocyte classical,Monocyte classical,S100A8,CD36,0.0026555226681237,0.0005262659073905,True
Reactome_Pathways_2024,ER-Phagosome Pathway,80,Monocyte classical,Monocyte classical,S100A8,CD36,0.0026555226681237,0.0005262659073905,True
Reactome_Pathways_2024,IRAK4 Deficiency (TLR2 4),20,Monocyte classical,Monocyte classical,S100A8,CD36,0.0026555226681237,0.0005262659073905,True
Reactome_Pathways_2024,MyD88 Deficiency (TLR2 4),19,Monocyte classical,Monocyte classical,S100A8,CD36,0.0026555226681237,0.0005262659073905,True
Reactome_Pathways_2024,MyD88 MAL(TIRAP) Cascade Initiated on Plasma Membrane,115,Monocyte classical,Monocyte classical,S100A8,CD36,0.0026555226681237,0.0005262659073905,True
Reactome_Pathways_2024,Neutrophil Degranulation,478,Monocyte classical,Monocyte classical,S100A8,CD36,0.0026555226681237,0.0005262659073905,True
Reactome_Pathways_2024,Regulation of TLR by Endogenous Ligand,22,Monocyte classical,Monocyte classical,S100A8,CD36,0.0026555226681237,0.0005262659073905,True
Reactome_Pathways_2024,Toll Like Receptor 2 (TLR2) Cascade,118,Monocyte classical,Monocyte classical,S100A8,CD36,0.0026555226681237,0.0005262659073905,True
Reactome_Pathways_2024,Toll Like Receptor 4 (TLR4) Cascade,148,Monocyte classical,Monocyte classical,S100A8,CD36,0.0026555226681237,0.0005262659073905,True
Reactome_Pathways_2024,Toll Like Receptor TLR1 TLR2 Cascade,118,Monocyte classical,Monocyte classical,S100A8,CD36,0.0026555226681237,0.0005262659073905,True
Reactome_Pathways_2024,Toll Like Receptor TLR6 TLR2 Cascade,115,Monocyte classical,Monocyte classical,S100A8,CD36,0.0026555226681237,0.0005262659073905,True
Reactome_Pathways_2024,Toll-like Receptor Cascades,174,Monocyte classical,Monocyte classical,S100A8,CD36,0.0026555226681237,0.0005262659073905,True
Reactome_Pathways_2024,Antigen processing-Cross Presentation,96,Granulocyte precursor,Erythroid early,S100A9,CD36,0.0029221084481157,0.0002525894584775,True
Reactome_Pathways_2024,Class I MHC Mediated Antigen Processing & Presentation,373,Granulocyte precursor,Erythroid early,S100A9,CD36,0.0029221084481157,0.0002525894584775,True
Reactome_Pathways_2024,Diseases Associated With the TLR Signaling Cascade,35,Granulocyte precursor,Erythroid early,S100A9,CD36,0.0029221084481157,0.0002525894584775,True
Reactome_Pathways_2024,Diseases of Immune System,35,Granulocyte precursor,Erythroid early,S100A9,CD36,0.0029221084481157,0.0002525894584775,True
Reactome_Pathways_2024,ER-Phagosome Pathway,80,Granulocyte precursor,Erythroid early,S100A9,CD36,0.0029221084481157,0.0002525894584775,True
Reactome_Pathways_2024,IRAK4 Deficiency (TLR2 4),20,Granulocyte precursor,Erythroid early,S100A9,CD36,0.0029221084481157,0.0002525894584775,True
Reactome_Pathways_2024,MyD88 Deficiency (TLR2 4),19,Granulocyte precursor,Erythroid early,S100A9,CD36,0.0029221084481157,0.0002525894584775,True
