cell_type,library,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes
B naive,KEGG,Antigen processing and presentation,13/69,1.3037325112600575e-13,1.6576027643163589e-12,25.57911504424779,758.8907746371231,HLA-DRB5;HLA-DOA;HLA-DMB;CIITA;HLA-DQA1;HLA-DMA;HLA-DOB;HLA-DRB1;HLA-DRA;HLA-DPB1;CD74;HLA-DPA1;HLA-DQB1
B naive,KEGG,Rheumatoid arthritis,13/82,1.3458737575455694e-12,1.5971035256207424e-11,20.781064748201437,568.0291599925724,HLA-DRB5;HLA-DOA;HLA-DMB;HLA-DQA1;HLA-DMA;LTB;HLA-DOB;HLA-DRB1;HLA-DRA;HLA-DPB1;HLA-DPA1;JUN;HLA-DQB1
B naive,KEGG,Toxoplasmosis,14/105,2.1093361662974874e-12,2.3466364850059548e-11,17.025959946673698,457.73693715223965,BIRC3;HLA-DRB5;HLA-DOA;CD40;CIITA;HLA-DMB;HLA-DMA;HLA-DQA1;HLA-DOB;HLA-DRB1;HLA-DRA;HLA-DPB1;HLA-DPA1;HLA-DQB1
B naive,KEGG,Th1 and Th2 cell differentiation,13/87,2.957430808544747e-12,3.0966040230645e-11,19.381530201342283,514.5156715672887,HLA-DRB5;HLA-DOA;HLA-DMB;HLA-DQA1;HLA-DMA;IL4R;HLA-DOB;HLA-DRB1;HLA-DRA;HLA-DPB1;HLA-DPA1;JUN;HLA-DQB1
B naive,KEGG,Phagosome,15/140,8.601227141000637e-12,8.505657950545075e-11,13.318338505815015,339.33949480724044,FCGR2B;HLA-DRB5;HLA-DOA;HLA-DMB;HLA-DQA1;HLA-DMA;HLA-DOB;HLA-DRB1;HLA-DRA;HLA-DPB1;CYBA;STX7;NCF1;HLA-DPA1;HLA-DQB1
B naive,KEGG,B cell receptor signaling pathway,12/78,1.4536190820518443e-11,1.3618115610801488e-10,20.00608284637323,499.2393868073429,FCGR2B;PRKCB;PTPN6;CD22;RASGRP3;LYN;CD19;BLNK;JUN;CD79A;CD79B;CD72
B naive,KEGG,Th17 cell differentiation,13/100,1.83807759837543e-11,1.6358890625541326e-10,16.49129142857143,407.66003697546455,HLA-DRB5;HLA-DOA;HLA-DMB;HLA-DQA1;HLA-DMA;IL4R;HLA-DOB;HLA-DRB1;HLA-DRA;HLA-DPB1;HLA-DPA1;JUN;HLA-DQB1
B naive,KEGG,Cell adhesion molecules,14/130,4.0550627871535476e-11,3.437148457682531e-10,13.355636355268153,319.57994187599405,HLA-DRB5;HLA-DOA;CD40;HLA-DMB;HLA-DQA1;HLA-DMA;HLA-DOB;HLA-DRB1;CD22;HLA-DRA;HLA-DPB1;SELL;HLA-DPA1;HLA-DQB1
B naive,KEGG,Influenza A,14/145,1.7769591694426706e-10,1.4377215098217972e-09,11.823311144863862,265.4445361138206,PRKCB;HLA-DRB5;HLA-DOA;CIITA;HLA-DMB;HLA-DMA;HLA-DQA1;HLA-DOB;HLA-DRB1;SLC25A6;HLA-DRA;HLA-DPB1;HLA-DPA1;HLA-DQB1
B naive,KEGG,Human T-cell leukemia virus 1 infection,16/209,2.813255841512998e-10,2.17721539038832e-09,9.213692989643075,202.6230072822749,NFKB2;HLA-DRB5;HLA-DOA;CD40;HLA-DMB;HLA-DMA;HLA-DQA1;HLA-DOB;HLA-DRB1;SLC25A6;HLA-DRA;HLA-DPB1;TNFRSF13C;HLA-DPA1;JUN;HLA-DQB1
B naive,KEGG,Tuberculosis,14/156,4.717329079826341e-10,3.498685734204536e-09,10.904632895912703,234.1727186057486,FCGR2B;HLA-DRB5;HLA-DOA;HLA-DMB;CIITA;HLA-DQA1;HLA-DMA;HLA-DOB;HLA-DRB1;HLA-DRA;HLA-DPB1;CD74;HLA-DPA1;HLA-DQB1
B naive,KEGG,Primary immunodeficiency,7/37,6.44105711673134e-08,4.586032667112714e-07,25.541364849409074,422.91361443601,CD40;CIITA;CD19;TNFRSF13C;BLNK;TNFRSF13B;CD79A
B naive,KEGG,NF-kappa B signaling pathway,9/99,5.818074771802404e-07,3.983143497618568e-06,10.984276502748006,157.7026443958221,BIRC3;PRKCB;NFKB2;CD40;LTB;TRAF5;TNFRSF13C;BLNK;LYN
B naive,KEGG,Herpes simplex virus 1 infection,16/463,1.4800896640292974e-05,9.757628155452404e-05,3.933260662215561,43.74109483193154,BIRC3;HLA-DRB5;HLA-DOA;HLA-DMB;SP100;HLA-DQA1;HLA-DMA;HLA-DOB;HLA-DRB1;HLA-DRA;HLA-DPB1;TRAF5;POU2F2;CD74;HLA-DPA1;HLA-DQB1
B naive,KEGG,Pathways in cancer,14/453,0.0001664334317716057,0.0010580411019766364,3.4830922294710964,30.30608990529996,BIRC3;PRKCB;NFKB2;STK4;IL4R;PMAIP1;GNG7;RASGRP3;TRAF5;CXCR4;JUN;RASGRP2;NCOA3;PIM2
B naive,KEGG,Leukocyte transendothelial migration,6/101,0.0004911137544462233,0.003014422354876819,7.010471204188482,53.41162181984426,PRKCB;CXCR4;EZR;CYBA;NCF1;RHOH
B naive,KEGG,Viral carcinogenesis,7/161,0.0010940168179013232,0.006491166452881184,5.0110383582950755,34.164754425451015,NFKB2;SP100;REL;PMAIP1;TRAF5;JUN;LYN
B naive,KEGG,Osteoclast differentiation,6/122,0.0013216386470195254,0.007588763844176629,5.740757085958273,38.05480655493942,FCGR2B;NFKB2;CYBA;BLNK;NCF1;JUN
B naive,KEGG,Chemokine signaling pathway,7/172,0.0016013430962377921,0.008907470972822719,4.675402234244362,30.09515539606156,CXCR5;PRKCB;GNG7;CXCR4;NCF1;LYN;RASGRP2
B naive,KEGG,Fc gamma R-mediated phagocytosis,5/91,0.0020569664280341324,0.011095152248184107,6.5185606788581225,40.3272254967954,FCGR2B;PRKCB;NCF1;LYN;ARPC3
B naive,KEGG,Ras signaling pathway,7/190,0.00280687789673389,0.014694831341724484,4.212977631328813,24.754118865915558,PRKCB;STK4;REL;GNG7;RASGRP3;RASGRP2;RRAS2
B naive,KEGG,MAPK signaling pathway,8/246,0.0030945917616934885,0.01573820953089831,3.68252334667429,21.277985512981594,PRKCB;NFKB2;STK4;RASGRP3;JUN;RASGRP2;RRAS2;MEF2C
B naive,KEGG,Transcriptional misregulation in cancer,6/155,0.004377392402702371,0.02164377354669506,4.466189784285235,24.257225837055145,BIRC3;CD40;REL;PAX5;HHEX;MEF2C
B naive,KEGG,Cytokine-cytokine receptor interaction,7/219,0.006078631260998142,0.02924314498534241,3.632740538075695,18.537786798802628,CXCR5;CD40;LTB;IL4R;CXCR4;TNFRSF13C;TNFRSF13B
B naive,KEGG,Fluid shear stress and atherosclerosis,5/125,0.007942594036065238,0.0372047825899898,4.671360804830682,22.588436887822915,KLF2;CYBA;NCF1;JUN;MEF2C
B naive,KEGG,Lipid and atherosclerosis,6/183,0.009618916269418605,0.04390172040914132,3.7563923386074802,17.44477495141782,CD40;POU2F2;CYBA;NCF1;JUN;LYN
B naive,Reactome,Adaptive Immune System,36/769,5.144845351971172e-15,2.783361335416404e-12,5.867158541613573,193.03409876276257,PRKCB;HLA-DRB5;HLA-DMA;HLA-DOB;HLA-DRB1;PTPN6;HLA-DPB1;BLNK;HLA-DOA;HLA-DMB;REL;BLK;IGHM;IGKC;CD79A;HLA-DQA1;CD22;RASGRP3;CD74;HLA-DPA1;CD79B;RASGRP2;IGLC2;ORAI2;HLA-DQB1;FCGR2B;CD40;IGHD;CTSH;HLA-DRA;SELL;CD19;IGLC3;NCF1;CYBA;LYN
B naive,Reactome,Antigen Activates B Cell Receptor (BCR) Leading to Generation of Second Messengers,14/78,2.967677636782011e-14,8.027568007495339e-12,24.185651640792237,753.3446320116733,BLK;PTPN6;CD22;LYN;IGHD;CD19;BLNK;IGHM;IGKC;CD79B;CD79A;IGLC3;IGLC2;ORAI2
B naive,Reactome,Signaling by the B Cell Receptor (BCR),17/143,5.89604592640117e-14,1.0632536153943443e-11,15.079805279426177,459.3596615527894,PRKCB;REL;BLK;PTPN6;CD22;RASGRP3;LYN;IGHD;CD19;BLNK;IGHM;IGKC;CD79B;CD79A;IGLC3;IGLC2;ORAI2
B naive,Reactome,CD22 Mediated BCR Regulation,10/53,9.15558429196645e-11,1.1153574610334267e-08,25.44999547470359,588.2530284299406,PTPN6;CD22;IGHD;LYN;IGLC3;IGKC;IGHM;CD79A;CD79B;IGLC2
B naive,Reactome,Interferon Gamma Signaling,12/94,1.3934389730617499e-10,1.1153574610334267e-08,16.113254561530425,365.6754261558391,HLA-DRB5;SP100;CIITA;TRIM38;HLA-DQA1;HLA-DRB1;PTPN6;HLA-DRA;HLA-DPB1;IRF8;HLA-DPA1;HLA-DQB1
B naive,Reactome,MHC Class II Antigen Presentation,13/116,1.239855896174508e-10,1.1153574610334267e-08,13.930782608695653,317.77307284794125,HLA-DRB5;HLA-DOA;HLA-DMB;HLA-DQA1;HLA-DMA;HLA-DOB;HLA-DRB1;HLA-DRA;CTSH;HLA-DPB1;CD74;HLA-DPA1;HLA-DQB1
B naive,Reactome,PD-1 Signaling,8/27,1.4431612249970402e-10,1.1153574610334267e-08,45.53599733599734,1031.8008433683733,HLA-DRB5;HLA-DQA1;PTPN6;HLA-DRB1;HLA-DRA;HLA-DPB1;HLA-DPA1;HLA-DQB1
B naive,Reactome,Translocation of ZAP-70 to Immunological Synapse,7/23,1.7234121568828076e-09,1.1654574710919986e-07,47.24571294338736,953.3693374415907,HLA-DRB5;HLA-DQA1;HLA-DRB1;HLA-DRA;HLA-DPB1;HLA-DPA1;HLA-DQB1
B naive,Reactome,Cytokine Signaling in Immune System,26/689,4.491883735518968e-09,2.4399459896602054e-07,4.455280778540474,85.63492370018395,HLA-DRB5;TRIM38;HLA-DRB1;PTPN6;ISG20;HLA-DPB1;BLNK;FCER2;LTB;TNFRSF13C;BIRC3;SP100;VAMP2;HLA-DQA1;IRF8;HLA-DPA1;HLA-DQB1;NFKB2;CD40;CIITA;IL4R;HLA-DRA;TNFRSF13B;JUN;LYN;MEF2C
B naive,Reactome,Phosphorylation of CD3 and TCR Zeta Chains,7/26,4.5100665243257035e-09,2.4399459896602054e-07,39.97117869210892,768.1242995793964,HLA-DRB5;HLA-DQA1;HLA-DRB1;HLA-DRA;HLA-DPB1;HLA-DPA1;HLA-DQB1
B naive,Reactome,Costimulation by the CD28 Family,9/73,4.066352580726585e-08,1.9999061328846204e-06,15.432044042342179,262.6215119067837,HLA-DRB5;HLA-DQA1;PTPN6;HLA-DRB1;HLA-DRA;HLA-DPB1;HLA-DPA1;LYN;HLA-DQB1
B naive,Reactome,Generation of Second Messenger Molecules,7/37,6.44105711673134e-08,2.903843250126379e-06,25.541364849409074,422.91361443601,HLA-DRB5;HLA-DQA1;HLA-DRB1;HLA-DRA;HLA-DPB1;HLA-DPA1;HLA-DQB1
B naive,Reactome,Eukaryotic Translation Elongation,4/6,1.3431642579679341e-07,5.589629719697326e-06,184.3648854961832,2917.218015694359,EEF1B2;EEF1D;EEF1A1;EEF2
B naive,Reactome,Interferon Signaling,13/243,9.043628479332303e-07,3.494716433799126e-05,6.215583514099783,86.49627882548606,HLA-DRB5;SP100;CIITA;TRIM38;HLA-DQA1;HLA-DRB1;PTPN6;ISG20;HLA-DRA;HLA-DPB1;IRF8;HLA-DPA1;HLA-DQB1
B naive,Reactome,Cell Surface Interactions at the Vascular Wall,11/176,1.41308512496457e-06,5.0965270173722164e-05,7.320273577310301,98.60214676533205,PTPN6;VPREB3;SELL;JCHAIN;IGLC3;IGHM;IGKC;CD74;LYN;IGLC2;IGHA1
B naive,Reactome,Innate Immune System,25/944,6.657378107719889e-06,0.00022339752443489638,3.0354800778944333,36.18226937952659,LAT2;PTPN6;PLPP5;LY86;EEF2;IGKC;TXNIP;ARPC3;HVCN1;BIRC3;RASGRP2;IGLC2;NFKB2;RNASE6;RNASET2;CTSH;CD19;SELL;CYBA;IGLC3;NCF1;JUN;EEF1A1;LYN;MEF2C
B naive,Reactome,Leishmania Infection,11/209,7.432819666965128e-06,0.00022339752443489638,6.093212284747746,71.95843193144361,NFKB2;GNG7;RHBDF2;CYBA;IGLC3;IGKC;TXNIP;JUN;LYN;ARPC3;IGLC2
B naive,Reactome,Parasitic Infection Pathways,11/209,7.432819666965128e-06,0.00022339752443489638,6.093212284747746,71.95843193144361,NFKB2;GNG7;RHBDF2;CYBA;IGLC3;IGKC;TXNIP;JUN;LYN;ARPC3;IGLC2
B naive,Reactome,TNF Receptor Superfamily (TNFSF) Members Mediating Non-Canonical NF-kB Pathway,4/17,1.95744517311576e-05,0.0005573567571871716,34.12298558100085,369.93702282807624,BIRC3;TNFRSF13C;CD40;LTB
B naive,Reactome,Downstream TCR Signaling,7/86,2.2380959569587084e-05,0.0006054049563573306,9.774998781141827,104.66384425176058,HLA-DRB5;HLA-DQA1;HLA-DRB1;HLA-DRA;HLA-DPB1;HLA-DPA1;HLA-DQB1
B naive,Reactome,Hemostasis,17/571,5.271137883019047e-05,0.001324555896702647,3.366596806411746,33.1632651648017,PRKCB;P2RX5;FAM3C;PTPN6;GNG7;VPREB3;SELL;JCHAIN;IGLC3;IGHM;IGKC;CD74;LYN;RASGRP2;IGLC2;ORAI2;IGHA1
B naive,Reactome,Infectious Disease,22/875,5.386364090103186e-05,0.001324555896702647,2.8467309595191326,27.98067481124698,PTPN6;RHBDF2;SLC25A6;BLNK;EEF2;IGHM;IGKC;CD79A;TXNIP;ARPC3;VAMP2;CD79B;IGLC2;NFKB2;GNG7;IGHD;CXCR4;CYBA;IGLC3;JUN;EEF1A1;LYN
B naive,Reactome,Potential Therapeutics for SARS,8/144,9.164437711668928e-05,0.0020658170008387043,6.467294610151753,60.13028562512045,IGHD;BLNK;IGHM;IGKC;CD79B;CD79A;IGLC3;IGLC2
B naive,Reactome,TCR Signaling,7/107,9.12964837500943e-05,0.0020658170008387043,7.7243626827104785,71.84737380386828,HLA-DRB5;HLA-DQA1;HLA-DRB1;HLA-DRA;HLA-DPB1;HLA-DPA1;HLA-DQB1
B naive,Reactome,Peptide Chain Elongation,2/2,9.631970257560044e-05,0.0020843583637359933,507.01511335012594,4688.793461601749,EEF1A1;EEF2
B naive,Reactome,TNFR2 Non-Canonical NF-kB Pathway,6/83,0.0001692739111697907,0.003522199459340645,8.646471515051,75.08589274132758,BIRC3;NFKB2;CD40;LTB;TNFRSF13C;TNFRSF13B
B naive,Reactome,Scavenging of Heme From Plasma,5/61,0.00033363874816969843,0.0066851319540669205,9.99468121223095,80.01193812755484,JCHAIN;IGLC3;IGKC;IGLC2;IGHA1
B naive,Reactome,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,8/181,0.00043702259346864865,0.00844390082380496,5.0786855795501324,39.28630263442999,FCGR2B;CD40;CD22;CD19;SELL;IGLC3;IGKC;IGLC2
B naive,Reactome,Role of LAT2 NTAL LAB on Calcium Mobilization,5/69,0.0005915249354607184,0.01103499965807754,8.751541465929142,65.04851621060418,LAT2;IGLC3;IGKC;LYN;IGLC2
B naive,Reactome,RHO GTPases Activate NADPH Oxidases,3/22,0.0012586151660197845,0.022697026827223448,18.27543005517689,122.03862945480172,PRKCB;NCF1;CYBA
B naive,Reactome,Anti-inflammatory Response Favouring Leishmania Parasite Infection,6/126,0.0015591905288018099,0.023431168780049423,5.549083190220696,35.86699020609693,GNG7;RHBDF2;IGLC3;IGKC;LYN;IGLC2
B naive,Reactome,Binding and Uptake of Ligands by Scavenger Receptors,5/85,0.0015212087998512343,0.023431168780049423,7.006513002176296,45.46000796617788,JCHAIN;IGLC3;IGKC;IGLC2;IGHA1
B naive,Reactome,FCERI Mediated MAPK Activation,5/85,0.0015212087998512343,0.023431168780049423,7.006513002176296,45.46000796617788,IGLC3;JUN;IGKC;LYN;IGLC2
B naive,Reactome,Fc Epsilon Receptor (FCERI) Signaling,7/169,0.0014477896612900703,0.023431168780049423,4.762432915921288,31.135439860247768,LAT2;IGLC3;IGKC;JUN;LYN;RASGRP2;IGLC2
B naive,Reactome,Leishmania Parasite Growth and Survival,6/126,0.0015591905288018099,0.023431168780049423,5.549083190220696,35.86699020609693,GNG7;RHBDF2;IGLC3;IGKC;LYN;IGLC2
B naive,Reactome,RUNX1 Regulates Transcription of Genes Involved in BCR Signaling,2/6,0.0014076718272087651,0.023431168780049423,56.32381752029107,369.8119419821926,BLK;PAX5
B naive,Reactome,Cross-presentation of Particulate Exogenous Antigens (Phagosomes),2/8,0.0025937555460996144,0.03792491217405112,38.98953691145127,232.16898497969922,CYBA;NCF1
B naive,Reactome,Fcgamma Receptor (FCGR) Dependent Phagocytosis,6/141,0.0027487832759088746,0.039133993480702664,4.931094015310333,29.076673735252427,PLPP5;IGLC3;IGKC;LYN;ARPC3;IGLC2
CD4 T memory,GO_BP,T Cell Activation (GO:0042110),14/91,2.7695395567060124e-13,4.0739926879145445e-10,20.115662025425927,581.6428613564149,TNFRSF4;CD3E;TRBC1;CD3G;TRBC2;CD2;GATA3;PIK3R1;RHOH;CD3D;PTPRC;CD44;LCK;CD7
CD4 T memory,GO_BP,Alpha-Beta T Cell Activation (GO:0046631),7/14,2.6006240670868092e-11,1.9127590013423483e-08,103.98708010335918,2534.4443038485824,CD3E;TRBC1;CD3G;HLA-A;TRBC2;HLA-E;CD3D
CD4 T memory,GO_BP,T Cell Receptor Signaling Pathway (GO:0050852),11/86,8.159230741370248e-10,4.000742806851878e-07,16.11876845655175,337.3126485797074,CD3E;TRBC1;CD3G;HLA-A;TRBC2;FYB1;SKAP1;GATA3;CD3D;PTPRC;LCK
CD4 T memory,GO_BP,T Cell Differentiation (GO:0030217),8/44,9.984523596923707e-09,3.6718085527686937e-06,24.306884895925993,447.78701400254783,ZFP36L2;ANXA1;GATA3;PIK3R1;TCF7;RHOH;PTPRC;LCK
CD4 T memory,GO_BP,Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I Via ER Pathway (GO:0002484),5/11,3.861390599937627e-08,6.311228413898054e-06,87.09325201652567,1486.6516224660877,HLA-A;HLA-B;HLA-F;HLA-E;HLA-C
CD4 T memory,GO_BP,"Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I Via ER Pathway, TAP-independent (GO:0002486)",5/11,3.861390599937627e-08,6.311228413898054e-06,87.09325201652567,1486.6516224660877,HLA-A;HLA-B;HLA-F;HLA-E;HLA-C
CD4 T memory,GO_BP,Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class Ib (GO:0002476),5/11,3.861390599937627e-08,6.311228413898054e-06,87.09325201652567,1486.6516224660877,HLA-A;HLA-B;HLA-F;HLA-E;HLA-C
CD4 T memory,GO_BP,Antigen Processing And Presentation Of Peptide Antigen Via MHC Class Ib (GO:0002428),5/11,3.861390599937627e-08,6.311228413898054e-06,87.09325201652567,1486.6516224660877,HLA-A;HLA-B;HLA-F;HLA-E;HLA-C
CD4 T memory,GO_BP,Antigen Receptor-Mediated Signaling Pathway (GO:0050851),11/123,3.746031613833111e-08,6.311228413898054e-06,10.797525652301378,184.63751266125684,CD3E;TRBC1;CD3G;HLA-A;TRBC2;FYB1;SKAP1;GATA3;CD3D;PTPRC;LCK
CD4 T memory,GO_BP,Positive Regulation Of T Cell Activation (GO:0050870),9/96,4.469764363270212e-07,6.575023378370482e-05,11.362581126445356,166.12957116299438,CD3E;HLA-A;ANXA1;GATA3;B2M;CD6;RHOH;PTPRC;LCK
CD4 T memory,GO_BP,Regulation Of T Cell Mediated Cytotoxicity (GO:0001914),6/32,6.161071620081926e-07,8.239033048309556e-05,25.351166513071735,362.5177497856111,HLA-A;HLA-B;HLA-F;HLA-E;PTPRC;HLA-C
CD4 T memory,GO_BP,Antigen Processing And Presentation Of Endogenous Peptide Antigen (GO:0002483),5/19,9.115179096904662e-07,0.00011173690376288966,39.02628097715848,542.7835490759819,HLA-A;HLA-B;HLA-F;HLA-E;HLA-C
CD4 T memory,GO_BP,Regulation Of T Cell Differentiation (GO:0045580),6/41,2.839974787697638e-06,0.0003213540702079404,18.91563778558239,241.58514209297934,CAMK4;CD2;GATA3;TCF7;SOD1;RHOH
CD4 T memory,GO_BP,Positive Regulation Of Lymphocyte Proliferation (GO:0050671),7/66,3.82883249935529e-06,0.0004023009004679736,13.073741124356719,163.06812761569478,TNFRSF4;CD3E;GPR183;ANXA1;HLA-E;CD6;PTPRC
CD4 T memory,GO_BP,Regulation Of Inflammatory Response (GO:0050727),11/198,4.436237580082951e-06,0.00043504703202013474,6.454240985048373,79.55306349157054,BIRC3;RORA;GPSM3;TRADD;ANXA1;GATA3;NFKBIA;TNFAIP3;CYLD;TMSB4X;ETS1
CD4 T memory,GO_BP,Lymphocyte Differentiation (GO:0030098),7/73,7.558623787874273e-06,0.0006540432701154738,11.693477880748382,137.89909646128896,ITGB1;GATA3;PIK3R1;RHOH;PTPRC;LCK;KLF6
CD4 T memory,GO_BP,Positive Regulation Of T Cell Mediated Cytotoxicity (GO:0001916),5/28,7.168948471385151e-06,0.0006540432701154738,24.069271371823476,285.118609161234,HLA-A;HLA-B;HLA-F;HLA-E;HLA-C
CD4 T memory,GO_BP,Cellular Response To Cytokine Stimulus (GO:0071345),12/254,8.573799317593536e-06,0.0007006699331211162,5.438075965982116,63.4449424828725,IL2RG;ZFP36L2;TRADD;GATA3;CALM1;NFKBIA;CXCR4;PLP2;TCF7;IL7R;MT2A;IFITM2
CD4 T memory,GO_BP,Negative Regulation Of Actin Nucleation (GO:0051126),3/5,9.246825691741755e-06,0.0007158989785553747,142.66886075949367,1653.7076122566834,GMFG;CORO1B;CORO1A
CD4 T memory,GO_BP,Negative Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0045953),4/15,1.1401191346790656e-05,0.0008385576235564528,40.061400597411215,455.97055702841345,HLA-F;HLA-B;HLA-A;HLA-E
CD4 T memory,GO_BP,Positive Regulation Of Cytokine Production (GO:0001819),12/276,1.9664514212214872e-05,0.001377452400293718,4.980243991716517,53.969384444432805,RGCC;TRAF3IP3;LTB;CD2;HLA-A;RORA;ANXA1;GATA3;HLA-E;SOD1;CD6;PTPRC
CD4 T memory,GO_BP,Regulation Of Apoptotic Process (GO:0042981),18/604,3.1168621166737835e-05,0.002084047351648698,3.377699143981595,35.04733970047869,BIRC3;CD3E;NOP53;TNFAIP8;TNFRSF25;TRADD;ITGB1;SOCS3;ARL6IP5;ANXA1;CD27;PIK3R1;TPT1;BIN1;PRDX2;JUN;SOD1;CD44
CD4 T memory,GO_BP,Positive Regulation Of T Cell Mediated Immunity (GO:0002711),5/38,3.3803781250454054e-05,0.002161972270409474,16.8760163377486,173.73754003478814,HLA-A;HLA-B;HLA-F;HLA-E;HLA-C
CD4 T memory,GO_BP,Negative Regulation Of Intracellular Signal Transduction (GO:1902532),10/204,3.574628273101422e-05,0.0021909492457217465,5.649110377912272,57.84160424913581,DUSP2;NOP53;TMSB4X;RORA;PIK3IP1;PEBP1;TNFAIP3;CYLD;DDIT4;RHOH
CD4 T memory,GO_BP,Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046425),5/43,6.229365645084458e-05,0.003665358745567695,14.680672268907562,142.16250610987052,SOCS3;CALM1;OCIAD2;IL7R;PTPRC
CD4 T memory,GO_BP,Positive Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001912),5/45,7.781516706448242e-05,0.00440254272122514,13.954311515266332,132.02417203627897,HLA-A;HLA-B;HLA-F;HLA-E;HLA-C
CD4 T memory,GO_BP,Gamma-Delta T Cell Activation (GO:0046629),3/12,0.00019332387827621138,0.010156408033725247,37.53137908061292,320.93621389175723,CD3E;CD3G;TCF7
CD4 T memory,GO_BP,Positive Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034116),3/12,0.00019332387827621138,0.010156408033725247,37.53137908061292,320.93621389175723,CD44;LCK;SKAP1
CD4 T memory,GO_BP,Apoptotic Process (GO:0006915),9/211,0.0002512010180315306,0.012741955087047637,4.881584630757825,40.46470991675489,TNFRSF25;TRADD;CD2;NFKBIA;CXCR4;MAL;DDIT4;EMP3;PPP1R15A
CD4 T memory,GO_BP,Hemopoiesis (GO:0030097),6/93,0.0003151803951128093,0.014491625079558016,7.654484024972457,61.713247159023844,ZFP36L2;FLT3LG;PBXIP1;IL7R;PTPRC;LCK
CD4 T memory,GO_BP,Negative Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001911),3/14,0.00031524949187345785,0.014491625079558016,31.001100715465054,249.9354061721834,PTPRC;HLA-F;HLA-E
CD4 T memory,GO_BP,Negative Regulation Of Viral Entry Into Host Cell (GO:0046597),3/14,0.00031524949187345785,0.014491625079558016,31.001100715465054,249.9354061721834,LY6E;IFITM2;IFITM1
CD4 T memory,GO_BP,Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122),9/223,0.0003771884104897437,0.01681345914637615,4.60571369448654,36.30576208591121,BIRC3;TNFRSF25;RORA;LTB;TRADD;S100A4;OPTN;TNFAIP3;RHOH
CD4 T memory,GO_BP,Cellular Response To Tumor Necrosis Factor (GO:0071356),6/98,0.0004179472304758278,0.0175918082357064,7.238921698047662,56.31993556760507,BIRC3;ZFP36L2;TRADD;GATA3;NFKBIA;TMSB4X
CD4 T memory,GO_BP,Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0033209),4/36,0.000418567837015448,0.0175918082357064,14.160775102759835,110.15201892126491,TRADD;NFKBIA;TMSB4X;BIRC3
CD4 T memory,GO_BP,Negative Regulation Of Viral Life Cycle (GO:1903901),3/16,0.0004780100800840135,0.018504021784304835,26.405719643694326,201.89493037615648,LY6E;IFITM2;IFITM1
CD4 T memory,GO_BP,Positive Regulation Of Cell-Cell Adhesion (GO:0022409),4/37,0.00046571653887006876,0.018504021784304835,13.73738179332346,105.39227813465034,CD3E;CD44;LCK;SKAP1
CD4 T memory,GO_BP,Response To Interferon-Alpha (GO:0035455),3/16,0.0004780100800840135,0.018504021784304835,26.405719643694326,201.89493037615648,IFITM2;GATA3;IFITM1
CD4 T memory,GO_BP,Cellular Response To Hypoxia (GO:0071456),5/67,0.000516440712229943,0.018532081521435744,9.03249104859335,68.3628606997928,NOP53;RORA;RGCC;AQP3;LMNA
CD4 T memory,GO_BP,Positive Regulation Of miRNA Transcription (GO:1902895),4/38,0.0005165298044723762,0.018532081521435744,13.338533023564553,100.9510541039574,FOS;ETS1;GATA3;JUN
CD4 T memory,GO_BP,Regulation Of Stress Fiber Assembly (GO:0051492),5/67,0.000516440712229943,0.018532081521435744,9.03249104859335,68.3628606997928,PFN1;RGCC;EVL;S100A10;PIK3R1
CD4 T memory,GO_BP,Cellular Response To Decreased Oxygen Levels (GO:0036294),5/68,0.0005530265867348223,0.018836850820906876,8.889804055822946,66.67445922823974,NOP53;RORA;RGCC;AQP3;LMNA
CD4 T memory,GO_BP,Positive Regulation Of Cell-Cell Adhesion Mediated By Integrin (GO:0033634),2/4,0.0005704393281517401,0.018836850820906876,101.39294710327457,757.3144407095259,CD3E;SKAP1
CD4 T memory,GO_BP,Positive Regulation Of Phosphoprotein Phosphatase Activity (GO:0032516),3/17,0.0005762462861596257,0.018836850820906876,24.583413356612834,183.36707568437075,PTPRC;PPP1R15A;CALM1
CD4 T memory,GO_BP,Protection From Natural Killer Cell Mediated Cytotoxicity (GO:0042270),2/4,0.0005704393281517401,0.018836850820906876,101.39294710327457,757.3144407095259,HLA-B;HLA-E
CD4 T memory,GO_BP,Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039),4/41,0.0006925399971679979,0.02214622469204619,12.269618320610688,89.26324702665453,LCK;CD44;ETS1;SKAP1
CD4 T memory,GO_BP,B Cell Activation (GO:0042113),5/73,0.000765919421691093,0.023971648283140377,8.238859745738981,59.10915208147426,GPR183;ITGB1;PIK3R1;PTPRC;KLF6
