source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
Dendritic cell,B naive,APP,CD74,2.4104404,0.0,1.3240159,1.0398981058210146,1.6924729980532454,0.009265071,0.937482,0.07919142692402781,0.09759671948027804
HSPC,B naive,APP,CD74,2.4104211,0.0,1.3238416,1.0398502457360976,1.700516148446845,0.009263852,0.9374781,0.0793456583354955,0.0977023232103332
Granulocyte precursor,Platelet,S100A8,CD36,1.9517916,0.0,1.3237529,0.8694983315573204,1.3876432698957077,0.020705108,0.93747616,0.058044172230808176,0.0978079791438658
CD4 T naive,Erythroid early,HLA-A,APLP2,1.6024847,0.0,1.6984949,0.24952207763647424,-0.1268377775667046,0.005626593,0.9443954,1.0,0.0978079791438658
Monocyte classical,B naive,S100A8,ITGB2,2.66622,0.0,0.9197221,0.920677934732917,2.261101661275452,0.0063119065,0.92591476,0.10122713158559785,0.09801245533663794
Granulocyte precursor,Erythroid early,ADAM10,NOTCH2,0.10915816,0.0,0.010901652,0.09032193662173121,0.0021888919914733462,0.0044171875,0.576394,1.0,0.09801245533663794
CD4 T naive,Monocyte non-classical,HLA-A,APLP2,1.6004115,0.0,1.687984,0.2465309649863713,0.11513984658716775,0.005591774,0.9442322,0.3791699486837937,0.09801944758894418
CD4 T naive,T proliferating,HLA-C,CD8B,1.6002302,0.0,1.9728694,0.46863281389698896,0.17584048106963723,0.015472759,0.94819885,0.24064403768495113,0.09812526008428035
Dendritic cell,Dendritic cell,HLA-A,APLP2,1.5999264,0.0,1.7205167,0.2510527153404991,-0.1212194405371777,0.0056995447,0.94473267,1.0,0.09844301056421963
Plasmacytoid DC,HSPC,ADAM10,NOTCH2,0.11098087,0.005,0.010913177,0.09272081379319028,-0.0029935841265649465,0.004421857,0.576523,1.0,0.09854794563765737
NK,T proliferating,HLA-E,CD8B,1.599587,0.0,1.9717969,0.8053225188928441,0.8462706536094411,0.023167912,0.9481855,0.04946503256501777,0.09865511795914791
Monocyte classical,CD8 T cytotoxic,AGTRAP,RACK1,1.5992496,0.0,1.5558636,0.2550502197588935,0.46427750472416085,0.008509851,0.94204706,0.35483586821493224,0.09886742089457329
Plasmacytoid DC,T proliferating,B2M,KLRC1,2.5010898,0.0,1.3179013,0.47424024129860476,0.2661757169893686,0.015207285,0.9373462,0.1234641794798131,0.09886742089457329
CD8 T cytotoxic,CD8 T cytotoxic,HMGB1,CXCR4,1.5989256,0.0,2.553919,0.06241084462146987,-0.0786983630079705,0.0024336597,0.954184,1.0,0.09897365053782406
Monocyte classical,Platelet,S100A8,CD69,2.662022,0.0,0.87645084,0.9288724981104393,2.2042625455094345,0.0069926595,0.9242449,0.1098134203948804,0.09908337006026371
Erythroid early,Monocyte non-classical,SELPLG,SELL,0.12856881,1.0,0.010918441,-0.27500428849286845,-0.6188717767150613,0.00048694471,0.5765819,1.0,0.09908337006026371
Platelet,Monocyte classical,HLA-A,APLP2,1.5973592,0.001,2.1356556,0.32290513823934097,0.8160039209373541,0.0070747733,0.9501118,0.9719221025566362,0.0992926520724716
CD4 T naive,HSPC,HLA-A,APLP2,1.5950974,0.0,1.661042,0.23886451023231137,-0.05520445969492793,0.0055025234,0.94380707,0.9266013346903792,0.099505580185268
Dendritic cell,T proliferating,HLA-DRA,LAG3,2.3478622,0.0,1.3131036,1.4357349115407128,1.5976953272770298,0.049346562,0.937239,0.001387944433480615,0.09961212234426128
T proliferating,Dendritic cell,APP,TNFRSF21,0.1124991,0.055,0.010923468,0.3266046745828345,0.03196400338513984,0.0025716883,0.57663804,1.0,0.09961872860850954
Plasmacytoid DC,Granulocyte precursor,HLA-A,APLP2,1.5935247,0.0,2.0438895,0.30215802620786697,0.1952714389630429,0.00677078,0.94906056,0.2354835877659117,0.09993207420531672
Pre-B small,CD8 T cytotoxic,HLA-A,CD8B,1.593466,0.0,1.4762474,0.2846922008997177,0.459137123737272,0.010543493,0.9405964,0.2793128541627355,0.10003882455241485
CD4 T memory,Erythroid early,GNAI2,F2R,0.118278235,1.0,0.010929681,-0.05228322374235306,-0.2164634303983967,0.0011037979,0.5767075,1.0,0.1001540130921493
Dendritic cell,Erythroid early,HLA-A,APLP2,1.5930331,0.0,1.6858288,0.2411079228721529,-0.21514527325727378,0.005584634,0.94419855,1.0,0.10025248131401701
Granulocyte precursor,NK,LGALS1,ITGB1,1.803673,0.0,1.311398,0.8765296147909125,1.51154636985454,0.008763189,0.9372008,0.0956465870953528,0.10035938771231145
Monocyte classical,CD8 T memory,HLA-B,KLRD1,1.5917588,0.0,1.5135058,0.12535399577852224,0.17156053836602703,0.006626531,0.94128895,0.933772255224291,0.10046634611146178
Monocyte non-classical,Pre-B large,LGALS1,PTPRC,1.6176865,0.0,1.3108487,0.4103971640309715,0.019393326407830536,0.004419668,0.93718845,0.652575050573312,0.10046634611146178
Granulocyte precursor,Dendritic cell,S100A8,CD68,1.9497938,0.0,1.3096546,0.9119614361308047,1.0417438588897205,0.024127932,0.9371616,0.033519030509836865,0.10057335650336313
B naive,Granulocyte precursor,HLA-A,APLP2,1.5915304,0.0,2.0403411,0.30038043006446,0.21368987293787878,0.0067590247,0.94901854,0.23899296976294368,0.10057335650336313
Dendritic cell,Monocyte non-classical,HLA-A,APLP2,1.5909598,0.0,1.6753964,0.23811681022204997,0.026832350896598578,0.005550075,0.9440348,0.6257634575118816,0.1006804188799108
T proliferating,Erythroid early,FASLG,TNFRSF1A,0.11540094,0.0,0.010967902,0.5822866313139402,0.10273063003258512,0.021702636,0.5771335,0.40403662896855663,0.10068923990484008
Platelet,CD8 T memory,HLA-A,CD8A,1.5905112,0.0,2.104946,0.47645021684964095,0.8967613987014378,0.01346032,0.9497674,0.058529996949489675,0.10078753323299997
Monocyte classical,Monocyte classical,VCAN,CD44,1.5901599,0.0,2.3773708,1.2219054397900186,2.129356309905878,0.045555677,0.95259243,0.003113548972902324,0.10100191783638374
Dendritic cell,Plasmacytoid DC,APP,CD74,2.376203,0.0,1.3039956,1.0204197901131902,1.1787531932646558,0.009124976,0.937034,0.08348879066783259,0.10100191783638374
HSPC,Plasmacytoid DC,APP,CD74,2.3761837,0.0,1.303824,1.020371930028273,1.1867963436582554,0.009123774,0.93703014,0.08354225343129631,0.10110920121146211
Pre-B small,T proliferating,HLA-C,CD8A,1.5895607,0.0,2.2412415,0.6193631801221396,0.4600431984062421,0.015737917,0.9512431,0.058529996949489675,0.10110920121146211
CD4 T naive,CD8 T cytotoxic,HLA-A,CD8A,1.5893829,0.0,1.63207,0.36257957903417387,0.4293811059482817,0.010436461,0.94333863,0.13441914754501058,0.10121652339603077
Erythroid early,CD8 T memory,VEGFA,ITGB1,0.14869659,0.898,0.010976004,0.013304533939138382,-0.04540739161538852,0.002821509,0.5772236,1.0,0.10122440085532802
CD8 T cytotoxic,Monocyte classical,HLA-B,LILRB2,2.0600162,0.0,1.3007119,0.8246521881095561,1.0250669496530938,0.018572083,0.93695956,0.058529996949489675,0.10143132356511317
NK,CD4 T naive,HMGB1,CXCR4,1.5874346,0.0,2.487998,0.05646927055549146,-0.20306043974463162,0.002370843,0.95360893,1.0,0.10164633141342366
Monocyte classical,Monocyte non-classical,AGTRAP,RACK1,1.5864878,0.0,1.5405906,0.2410164590570956,0.42688174349277663,0.008426315,0.94177717,0.39641759411104005,0.10175391319702756
Dendritic cell,HSPC,ADAM10,NOTCH2,0.1115388,0.001,0.010995211,0.09407926704423178,-0.053317601139969195,0.004455096,0.57743686,1.0,0.10175948775639235
CD4 T naive,NK,B2M,KLRC2,2.427216,0.0,1.2969524,0.48666571616272764,0.39559229039316524,0.025499562,0.93687403,0.058529996949489675,0.1019692324426085
Dendritic cell,HSPC,HLA-A,APLP2,1.5856457,0.0,1.6486553,0.23045035546799003,-0.1435119553854971,0.00546149,0.9436082,1.0,0.1019692324426085
Plasmacytoid DC,HSPC,FAM3C,CLEC2D,0.10552746,1.0,0.010995893,-0.16251420554182328,-0.5225518707512262,0.0009765895,0.5774445,1.0,0.1022945169956404
Dendritic cell,T proliferating,HLA-C,CD8B,1.5845158,0.0,1.946673,0.45539178301958405,0.03614640510891998,0.015267308,0.9478696,0.49755538268047517,0.10261644825275515
CD4 T naive,CD8 T memory,HLA-C,CD8B,1.5841999,0.0,1.8969829,0.4443478272284244,0.4974749942703067,0.014877598,0.94722706,0.0620405370716959,0.10272449681036834
Plasmacytoid DC,HSPC,PTDSS1,JMJD6,0.114194274,0.111,0.011016913,0.04439207819246646,-0.05027627645494939,0.0019718301,0.5776775,1.0,0.10282948038484327
Dendritic cell,NK,VIM,CD44,1.852246,0.0,1.2937784,0.5953881587193385,0.7178464953802549,0.0035796678,0.93680155,0.49755538268047517,0.10294074938513584
Platelet,T proliferating,HLA-B,CD8B,1.583637,0.295,1.9452081,0.21226398700587712,0.2245647527895147,0.012293353,0.947851,1.0,0.10294074938513584
NK,CD8 T memory,HLA-E,CD8B,1.5835565,0.0,1.8959516,0.7810375322242795,1.1679051668101106,0.022276755,0.9472135,0.058044172230808176,0.10304895338608061
Granulocyte precursor,T proliferating,MIF,CD74_CXCR4,1.5823385,0.0,2.2769594,0.5599255381165924,0.5068546357923073,0.0069703073,0.9516085,0.20299618251794688,0.10315720918525967
Monocyte classical,CD8 T cytotoxic,HLA-B,CD8B,1.5821528,0.0,1.46352,0.13140395859964155,0.20929867976119343,0.009249174,0.94035405,0.8916800045078298,0.10326551677456819
T proliferating,HSPC,ADAM10,NOTCH2,0.111842334,0.14,0.011039841,0.09481833355135805,-0.05687766972448233,0.0044731796,0.577931,1.0,0.10336437792805354
Monocyte classical,CD4 T memory,HMGB1,CXCR4,1.5819114,0.0,2.3931775,0.03874557435369211,-0.1938172765827264,0.0022804872,0.95274186,1.0,0.10337387614590145
HSPC,Monocyte classical,HMGB1,CXCR4,1.6074295,0.0,1.2906917,0.09755693335096893,-0.35639346548571305,0.0012299155,0.9367308,1.0,0.10348228729115465
Plasmacytoid DC,Dendritic cell,HMGB1,CXCR4,1.5816174,0.078,2.432768,0.05395628797403896,-0.42779791922658883,0.0023182137,0.95310986,1.0,0.10359076348927684
Monocyte non-classical,Dendritic cell,HLA-A,APLP2,1.5808802,0.0,1.6944683,0.23408714765237,-0.05199036590897699,0.0056132544,0.9443331,0.9159224941923916,0.103699278164394
Dendritic cell,CD8 T cytotoxic,HLA-A,CD8A,1.5799311,0.0,1.6198993,0.35416542426985254,0.34107361025771255,0.010358634,0.94313824,0.14527597774204493,0.10380784458911581
Monocyte non-classical,Pre-B large,LGALS1,CD69,1.6139145,0.0,1.2900234,0.5810070735217003,0.2630938072545925,0.0066635357,0.9367154,0.23201299731722166,0.10380784458911581
Erythroid early,Erythroid early,TGM2,SDC4,0.110391825,0.0,0.011055896,1.3060598722353267,0.17149905273828642,0.1084106,0.5781083,0.05425730223644888,0.10389920144208256
Monocyte classical,Pre-B large,S100A8,ITGB2,2.6519184,0.0,0.772304,0.9050491370426579,2.1738297384323864,0.0053001996,0.9196957,0.1145774483452,0.10389920144208256
Monocyte non-classical,B naive,CXCL8,CD79A,1.579856,0.0,1.7273625,1.3960702545425407,2.4670637068049674,0.10702084,0.94483626,0.0010135081142065945,0.10391646275533739
Dendritic cell,Monocyte non-classical,LGALS1,ITGB1,1.7508916,0.0,1.2870086,0.8430080452855748,0.8975571070866705,0.008600212,0.93664604,0.10102404617309571,0.10435145267312625
CD4 T naive,Monocyte non-classical,HLA-A,LILRB2,1.5782583,0.0,1.5756696,0.7946500315430701,0.4523629105818089,0.025425276,0.9423914,0.058529996949489675,0.10435145267312625
Monocyte classical,Monocyte non-classical,S100A8,TLR4,2.6501613,0.0,0.7541901,1.414227144305991,2.975545091158809,0.1424647,0.91881484,0.0009209927593751527,0.1044339673064732
HSPC,Dendritic cell,S100A8,CD69,0.106921986,1.0,0.011076642,-0.43689744316300516,-3.3000069247930166,8.837368e-05,0.57833683,1.0,0.1044339673064732
Pre-B small,CD4 T naive,HLA-B,CD8B,1.7708551,0.0,1.2844551,0.26191096449823775,0.4488830959414579,0.0081175165,0.9365871,0.3336519493706731,0.10467823800008147
CD4 T memory,Monocyte classical,VIM,CD44,1.5758023,0.0,2.3428762,0.4797495293032916,0.6118848369188045,0.0064823455,0.9522613,0.25048703260868754,0.10467823800008147
Granulocyte precursor,T activated,HLA-B,CD3D,1.5750135,1.0,2.1264434,-0.2545693633659919,-0.5375451571122754,0.00394943,0.9500092,1.0,0.10489636664458477
Pre-B large,T proliferating,ICOSLG,CTLA4,0.11143507,0.0,0.011160613,0.4713224645515982,0.14855202067602605,0.06564296,0.5792575,0.29538242949470517,0.10496866733702892
T proliferating,CD4 T naive,HLA-C,CD8B,1.7686312,0.0,1.2826308,0.4682388246770701,0.5976263121283069,0.010059377,0.9365449,0.060640823969381835,0.10500550178636794
Monocyte non-classical,Erythroid early,HLA-A,APLP2,1.5739868,0.0,1.6603056,0.2241423551840238,-0.14591619862907307,0.005500084,0.9437953,1.0,0.10500550178636794
HSPC,T proliferating,HLA-B,CD8A,1.5736609,0.167,2.2076843,0.3532190150312711,-0.07888878844227087,0.0124919545,0.9508921,1.0,0.10511468858049729
Monocyte non-classical,Plasmacytoid DC,LGALS1,PTPRC,1.6122469,0.0,1.2808163,0.4052364877884233,0.07309898853483932,0.004318411,0.9365028,0.6530749165408886,0.10522392701886808
Pre-B large,Monocyte non-classical,HLA-DRA,CD4,1.786415,0.0,1.2806945,0.9292429189332732,0.7881429856110959,0.020537307,0.93649995,0.058529996949489675,0.1053332170933755
Granulocyte precursor,CD8 T cytotoxic,HLA-B,KLRD1,1.5725474,0.068,2.1157396,0.19877258599057146,0.24672180941804234,0.009263271,0.94988924,1.0,0.10544255879591476
Erythroid early,HSPC,TGFB1,ENG,0.10599494,1.0,0.011191506,-0.00029504196631667534,-0.2994474626282011,0.0013652069,0.57959425,1.0,0.10550329335358452
Plasmacytoid DC,CD8 T memory,APP,CD74,1.5721952,0.0,2.4609966,1.6937167954400394,0.5984006058192346,0.017221326,0.953367,0.058529996949489675,0.10566139705266969
Platelet,Monocyte classical,HMGB1,CXCR4,1.594594,0.087,1.2786195,0.0868798130874382,-0.17723433310968684,0.0012184116,0.93645173,1.0,0.10566139705266969
Platelet,NK,B2M,KLRC2,2.3940396,0.003,1.2781245,0.44705421328351347,0.6755536512108757,0.025129383,0.9364402,0.5086494098976673,0.10577089359067579
Monocyte non-classical,Monocyte non-classical,HLA-A,APLP2,1.5719136,0.0,1.6500311,0.22115124253392088,0.0960614255247993,0.0054660477,0.94363046,0.4655110191399424,0.10577089359067579
Erythroid early,T proliferating,FADD,TRADD,0.10792947,0.166,0.01126291,0.19952451266219154,-0.04368943374559291,0.008537048,0.5803689,1.0,0.10603786172963577
CD4 T naive,T proliferating,B2M,KLRC1,2.4248538,0.0,1.275357,0.38320157603911026,0.13197946440886876,0.014716365,0.9363757,0.3344079722918491,0.10609970617854043
Dendritic cell,Monocyte non-classical,HLA-A,LILRB2,1.5688065,0.0,1.5639195,0.7862358767787488,0.3640554148912397,0.025235673,0.94218785,0.058529996949489675,0.10620940905668433
Monocyte non-classical,T proliferating,VIM,CD44,1.5685194,0.0,2.1504376,0.4507613551413907,0.35917866339406046,0.0059499,0.950275,0.31400803524477333,0.10631916349802084
Dendritic cell,CD8 T memory,HLA-C,CD8B,1.5684854,0.0,1.8717942,0.4311067963510195,0.35778091830958947,0.014680049,0.94689196,0.07062383643374422,0.10642896949444512
Monocyte non-classical,HSPC,AGTRAP,RACK1,1.9465569,0.0,1.2740535,0.5476198207809123,0.5321734917092054,0.00696848,0.9363452,0.20330858440827546,0.10653882703785242
Plasmacytoid DC,HSPC,PTDSS1,SCARB1,0.11501831,0.0,0.011279245,0.3635016814863145,0.12934542981623312,0.011068088,0.5805454,0.3405025046618316,0.10657236428400975
Platelet,CD8 T memory,HLA-B,CD8B,1.5676066,0.351,1.8703855,0.18797900033731257,0.5461992659901842,0.011820487,0.946873,1.0,0.106648736120138
T proliferating,CD4 T naive,VIM,CD44,1.5674198,0.0,1.7920316,0.41791513085537285,0.3169534235023076,0.004958251,0.9457863,0.4866123842759032,0.10686870886892468
Granulocyte precursor,Plasmacytoid DC,TNFSF13B,HLA-DPB1,1.5673821,0.0,1.7732707,1.0992276845910225,1.1781241308398713,0.021440752,0.9455159,0.050094313206644016,0.10708888767596687
Erythroid early,Erythroid early,FADD,TRADD,0.10804075,0.0,0.01128256,0.19977471635293187,-0.06861018343445827,0.008551941,0.5805812,0.9834404914515454,0.10710679283956417
Dendritic cell,CD8 T cytotoxic,S100A9,ITGB2,1.5672296,0.0,2.2639675,0.5892031047836682,0.06042832697160938,0.013987607,0.9514765,0.49755538268047517,0.1071990678267736
CD8 T memory,Monocyte classical,HLA-B,LILRB2,2.0130394,0.0,1.2683438,0.7810416326996632,0.9665582227104573,0.018109918,0.9362112,0.058529996949489675,0.10741955561223782
Monocyte non-classical,HSPC,HLA-A,APLP2,1.5665995,0.0,1.6236949,0.21348478777986096,-0.07428288075729639,0.0053788037,0.94320095,1.0,0.10741955561223782
Monocyte classical,NK,B2M,KLRC2,2.3737195,0.0,1.2665926,0.4227949361705742,0.38216252421562924,0.024902653,0.93617,0.07725722654803661,0.10764024929385793
Platelet,Granulocyte precursor,HLA-A,APLP2,1.5659593,0.008,1.9948422,0.2776053346962739,0.513917306348371,0.006608301,0.94847023,1.0,0.10764024929385793
HSPC,T proliferating,POMC,ADRB2,0.10644823,0.006,0.011305062,0.22728197359520386,0.059013713908206034,0.011852523,0.5808237,1.0,0.10764116376374885
Plasmacytoid DC,T proliferating,HLA-A,CD8B,1.5654492,0.004,1.9148891,0.3443225208234827,0.0600429523128696,0.013676311,0.94746137,1.0,0.10775067332546451
B naive,T proliferating,HLA-C,CD8A,1.5654407,0.0,2.1903353,0.5990385603591486,0.3439158991017408,0.015380455,0.95070755,0.066115701910319,0.10786114880679573
Dendritic cell,NK,LGALS1,ITGB1,1.7473562,0.0,1.2651985,0.8377112106054839,1.022901465579996,0.00845447,0.936137,0.10649676223629044,0.10786114880679573
T proliferating,Granulocyte precursor,GRN,TNFRSF1A,0.10732545,0.863,0.011308368,-0.028629314377088086,-0.2788942988636262,0.0010966315,0.5808593,1.0,0.10817546887841392
Erythroid early,Pre-B small,MIF,CD74_CXCR4,1.5642933,0.0,1.9742906,0.5000743913660498,0.5951560334830459,0.0060437657,0.94821656,0.30093653637186707,0.10819288386808922
CD4 T naive,CD4 T memory,HMGB1,CXCR4,1.5639935,0.0,2.3246422,0.023840189072633133,-0.36375253102275407,0.0022151791,0.9520834,1.0,0.10830356506727108
Monocyte classical,Monocyte classical,HLA-A,APLP2,1.5637939,0.0,2.0717168,0.2930086661902403,0.46813287660661584,0.0068629635,0.9493865,0.2568834330874914,0.10841429767565366
Monocyte classical,Plasmacytoid DC,VCAN,SELL,1.5635824,0.0,2.2721744,1.31253700297305,2.028800992348542,0.066798665,0.95155996,0.001731362135706073,0.10852509525643775
B naive,T proliferating,HLA-A,CD8B,1.5634551,0.002,1.9115647,0.34254492468007575,0.07846138628770549,0.013652567,0.94741815,1.0,0.1086359306652012
Monocyte classical,Dendritic cell,S100A8,CD69,2.6398861,0.0,0.64827496,0.906040022390813,2.086268390965941,0.005172185,0.9129889,0.12314167052238363,0.10870970818761197
T proliferating,Erythroid early,ADAM17,MUC1,0.11751923,0.039,0.011315611,0.5352448013579393,0.03548441763648035,0.03443023,0.58093727,1.0,0.10870970818761197
T proliferating,HSPC,VIM,CD44,1.5633723,0.0,1.7727436,0.4137634519856669,0.1329946998839192,0.004904884,0.9455082,0.5001855615547343,0.10874681745885001
Monocyte classical,CD8 T memory,TGFB1,CXCR4,1.5632786,0.0,1.35929,0.6507101855893818,1.0770026241540043,0.009185952,0.9382481,0.08158115978649158,0.1088577556292794
Erythroid early,B naive,MIF,CD74_CXCR4,1.5632681,0.0,1.9724929,0.4992746952089867,0.6106156068158712,0.006038263,0.9481942,0.301356228148044,0.10896874516838456
Monocyte non-classical,CD8 T memory,TGFB1,CXCR4,1.5625963,0.0,1.3557361,0.6496543066181725,0.9156473620179154,0.009161935,0.9381722,0.08237198841972927,0.10907978606806079
Granulocyte precursor,CD4 T naive,S100A9,ITGB2,1.8482723,0.0,1.2597522,0.5225456127126062,0.3958221539672703,0.007783203,0.936008,0.14150720262605634,0.10919087832020319
Granulocyte precursor,HSPC,PTDSS1,JMJD6,0.11671333,0.028,0.011365608,0.051195877671298004,-0.04737489753715027,0.0020342406,0.5814738,1.0,0.1092438735182304
Monocyte non-classical,CD8 T cytotoxic,HLA-C,CD8A,1.5621806,0.0,1.5970426,0.4289587738153954,0.5530519208436357,0.0112143755,0.942756,0.07195318984058621,0.1093020219167071
Monocyte classical,Monocyte non-classical,VCAN,CD44,1.5617185,0.0,2.264797,1.1927350855287697,1.9122542928049544,0.043398518,0.951485,0.0036659567133898903,0.10941321684946761
T activated,NK,B2M,KLRC2,2.3576844,0.0,1.2574925,0.40364262928390715,0.35288408832040075,0.024723737,0.9359542,0.09254803335169903,0.10941321684946761
T proliferating,CD8 T cytotoxic,VIM,CD44,1.5616946,0.0,1.7647488,0.4120430407540353,0.37253872189689485,0.0048827636,0.94539165,0.5047037354502358,0.10952446311038
Platelet,T proliferating,B2M,KLRC1,2.3916774,0.02,1.2568426,0.3435900731598961,0.41194082522657927,0.0145027265,0.9359387,0.9535718222412339,0.10974712322472503
Pre-B large,Erythroid early,CD55,ADGRE5,0.13128765,1.0,0.011372831,-0.19585215989125743,-0.5348118578064602,0.00065315916,0.5815511,1.0,0.10977798122965941
CD4 T memory,CD4 T naive,HLA-A,CD8B,1.7370108,0.0,1.2566915,0.365002966640011,0.5068652038208864,0.008975403,0.9359351,0.13071464530410135,0.1098585234277473
Monocyte non-classical,CD8 T cytotoxic,HLA-A,CD8A,1.560885,0.0,1.5953742,0.3371998565817234,0.41030268488591326,0.010201806,0.9427278,0.17040460384751208,0.10996997492650129
NK,Monocyte classical,HLA-B,LILRB2,1.9943302,0.0,1.2554528,0.7636749665155974,0.9394350567651296,0.017925855,0.9359055,0.058529996949489675,0.10996997492650129
T proliferating,Platelet,IL32,ITGB3,1.7350037,0.0,1.2550566,4.411469330929115,1.743158569901095,0.19876789,0.93589604,7.08072220319271e-05,0.11019303177878544
Plasmacytoid DC,CD8 T memory,VIM,CD44,1.5593064,0.0,2.0206459,0.43206477975048263,0.520894887785994,0.0055907876,0.9487834,0.3652321298464071,0.11019303177878544
T proliferating,T proliferating,MIF,CD74_CXCR4,1.5590264,0.0,2.1809785,0.5324402943803322,0.22309813556387192,0.0066764867,0.9506071,0.23075011017827737,0.11030463711610597
Plasmacytoid DC,Erythroid early,ICAM1,IL2RG,0.112628296,1.0,0.011378746,0.09540705259767884,-0.33696457601119745,0.0026512444,0.5816144,1.0,0.11031202314777908
Plasmacytoid DC,Pre-B large,MIF,CD74_CXCR4,1.5585977,0.0,1.50452,0.43978120597485854,0.3527689893109227,0.0046056886,0.9411242,0.5329821375455327,0.11052800157258014
Monocyte non-classical,Granulocyte precursor,LGALS1,PTPRC,1.6067902,0.0,1.2506899,0.400059821809684,0.1090390370449491,0.0042168363,0.93579143,0.6846317183227634,0.11052800157258014
T proliferating,T proliferating,HLA-E,CD8A,1.5582817,0.0,2.1752257,0.9245026063669771,0.7046144973698265,0.022883277,0.9505451,0.058529996949489675,0.11063976067552421
NK,CD8 T memory,TGFB1,CXCR4,1.5578158,0.0,1.3308321,0.6422528359914081,1.046458741401944,0.008993637,0.93763226,0.08801432061015624,0.11075157101746655
Dendritic cell,Erythroid early,LTB,TNFRSF1A,0.1185212,1.0,0.011385578,-0.38121460247401,-1.3169709498651812,0.00055388303,0.5816874,1.0,0.11084599110249832
CD8 T memory,CD8 T cytotoxic,HMGB1,CXCR4,1.5578144,0.013,2.4266794,0.02821058657030099,-0.143373133812154,0.0023124116,0.95305383,1.0,0.11086343259030237
Monocyte classical,T proliferating,B2M,KLRC1,2.3713572,0.005,1.2455027,0.3193307960469568,0.11854969823133277,0.014371876,0.93566644,1.0,0.11086343259030237
Granulocyte precursor,Platelet,S100A9,CD36,1.845948,0.0,1.2443342,0.7922618618865249,1.177840482060199,0.017521728,0.9356382,0.058529996949489675,0.11108732311204893
NK,Pre-B large,MIF,CD74_CXCR4,1.5572596,0.0,1.4977758,0.4382038651255319,0.5200061970689968,0.0045850426,0.9409996,0.5382604812518124,0.11108732311204893
Pre-B small,NK,B2M,KLRC2,2.3325071,0.0,1.2432041,0.3735770433532318,0.3035121936985834,0.02444281,0.93561083,0.12034045968000995,0.11119933833520743
Monocyte classical,CD8 T memory,HLA-A,CD8A,1.5569459,0.0,2.0419264,0.44655374480054033,0.5488903543706996,0.013057336,0.9490373,0.06085136391195871,0.11119933833520743
HSPC,T proliferating,IL16,CCR5,0.10838092,0.622,0.011440958,0.45867982019712106,-0.12897216320722155,0.017883759,0.58227766,1.0,0.11137990144716411
T proliferating,Granulocyte precursor,VIM,CD44,1.5566946,0.0,1.7409213,0.4069146723724363,0.2779296532201222,0.004816837,0.9450397,0.5218143626088286,0.11142352236883984
CD8 T cytotoxic,CD8 T memory,HLA-E,CD8A,1.5563321,0.0,2.0407739,0.8775938272825305,1.207955618747777,0.02146885,0.94902366,0.04952203153771941,0.11153569116310408
Platelet,T proliferating,HLA-C,CD8A,1.5549073,0.0,2.1681042,0.5901625680982096,0.6814532632692649,0.015224349,0.95046794,0.058529996949489675,0.11187250455843183
HSPC,Erythroid early,CD55,ADGRE5,0.13197337,1.0,0.011447867,-0.19486005068733936,-0.5573345444583018,0.0006574687,0.5823511,1.0,0.11191374601067819
T activated,T proliferating,B2M,KLRC1,2.3553221,0.026,1.2365541,0.3001784891602898,0.08927126233610427,0.014268619,0.93544906,1.0,0.11198487800070342
Dendritic cell,NK,B2M,KLRC2,2.3158054,0.034,1.2337258,0.35363215978158785,0.2450628471030165,0.024256455,0.9353799,0.8971839765455539,0.11209730258471488
Granulocyte precursor,CD8 T memory,HLA-B,CD8A,1.5544702,0.084,2.0372782,0.2930103573340471,0.3566275999544579,0.011527728,0.9489822,1.0,0.11209730258471488
T activated,CD8 T cytotoxic,HLA-C,CD8A,1.5540689,0.0,1.5865974,0.42212449364953725,0.5091971625123215,0.01114103,0.9425787,0.0774591401328123,0.11220977830236145
Monocyte non-classical,NK,TIMP1,CD63,1.5519469,0.0,2.2793365,1.360846291361065,1.8051035071924677,0.018900404,0.95163244,0.0427006658617917,0.11232231893027884
B naive,Erythroid early,IL16,CD4,0.15109968,0.903,0.011453463,-0.03719203230964137,-0.07642746813890311,0.0014723095,0.5824105,1.0,0.11244752479709322
Monocyte non-classical,Monocyte non-classical,HLA-C,LILRB2,1.551056,0.0,1.5418527,0.8610292263242917,0.5760337254771629,0.02732043,0.9417996,0.058529996949489675,0.11254752597332351
Granulocyte precursor,Dendritic cell,S100A9,CD68,1.8439503,0.0,1.2310818,0.8347249664600093,0.8319410710542119,0.020418297,0.935315,0.058529996949489675,0.11266020615072064
CD8 T memory,T proliferating,HLA-E,CD8A,1.5509577,0.0,2.159768,0.9180537136473326,0.9090911400902704,0.022720663,0.95037717,0.04158367168350691,0.11266020615072064
HSPC,T proliferating,HLA-A,CD8A,1.5508821,0.0,2.1596084,0.4857404031389114,0.05824452200732333,0.013809867,0.95037544,0.49755538268047517,0.11288571977674072
Plasmacytoid DC,Erythroid early,ADAM10,NOTCH2,0.11288117,0.005,0.011477359,0.09938690319954693,-0.00908647850923236,0.004650455,0.5826639,1.0,0.11298122964034596
Pre-B large,T proliferating,HLA-A,CD8A,1.549783,0.002,2.1572886,0.4847616957988154,0.1292401536023755,0.013795033,0.9503501,1.0,0.11311143771036325
