source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
Dendritic cell,Granulocyte precursor,MIF,CD74,1.4558425,0.0,1.8755035,0.3011031752379099,-0.3981379918523389,0.003696078,0.94694173,1.0,0.11470405300629388
Plasmacytoid DC,Dendritic cell,TNFSF13B,HLA-DPB1,1.8432565,0.0,0.8404507,1.0660232698057939,1.3897869869591994,0.010161954,0.9227634,0.05789331968041655,0.11523388692221279
T proliferating,NK,CLEC2B,KLRF1,1.4555714,0.0,1.8599706,1.8922592956474467,1.9621212524409608,0.08217834,0.9467324,0.0003204406144993294,0.11549921117463728
NK,T proliferating,KLRF1,CLEC2B,1.4555714,0.0,1.8599706,1.8922592956474467,1.9621212524409608,0.08217834,0.9467324,0.0003204406144993294,0.11549921117463728
Granulocyte precursor,Dendritic cell,COPA,CD74,2.3724113,0.0,0.84023017,0.883112231733857,1.1811257536807411,0.008098834,0.92275405,0.10814635662064478,0.11576482543344119
Erythroid early,CD4 T memory,TNFSF13B,HLA-DPB1,0.13431317,1.0,0.01229051,-0.37886605242953075,-1.3241464860567074,0.00014860551,0.5909622,1.0,0.11579116412462143
Pre-B large,CD4 T memory,FAM3C,HLA-C,1.5947593,0.0,0.83763355,0.5076959823952869,0.354240928998266,0.010315788,0.92264366,0.0592223408627599,0.1168299989328363
Platelet,HSPC,MIF,CD74,1.4465221,0.0,0.9864641,0.12281869693119205,-0.29326925275150995,0.0019440369,0.928282,1.0,0.11736424628622558
CD4 T memory,Monocyte classical,MIF,CD74,1.4448557,0.0,1.5733871,0.22342435077496725,-0.20238452949233654,0.0031006932,0.942352,1.0,0.11789959495841254
Erythroid early,HSPC,TNFSF13B,TFRC,0.13725269,0.691,0.012634363,0.017531073280777534,-0.2621222845701976,0.0011198571,0.5942928,1.0,0.11827469344597855
HSPC,CD8 T memory,MIF,CD74,1.4423091,0.0,2.0255866,0.3686293332075345,-0.3283808349634312,0.0039918483,0.9488427,1.0,0.11843604413026385
Granulocyte precursor,B naive,COPA,CD74,2.3563724,0.0,0.83432025,0.8739891072550455,1.6236136910526069,0.00804187,0.9225021,0.11027800531412817,0.11843604413026385
Dendritic cell,Monocyte non-classical,TNFSF13B,HLA-DPB1,1.42632,0.0,1.4176275,0.9372548630731175,0.9476559433579919,0.017140644,0.93945426,0.05789331968041655,0.11897359298264623
HSPC,Dendritic cell,COPA,CD74,2.3716393,0.0,0.8331885,0.8813089330281442,1.096092016182924,0.008030961,0.9224536,0.11058507928170308,0.11897359298264623
Dendritic cell,Pre-B small,TNFSF13B,HLA-DPB1,1.4217771,0.0,1.4118037,0.9336640564483616,0.9337772163665454,0.017070228,0.9393371,0.05789331968041655,0.11951222651934698
CD8 T memory,Monocyte non-classical,CCL5,CCR1,1.8740028,0.0,0.8309543,1.3266094312090755,1.6305845567496724,0.075441286,0.9223575,0.0009286981496930066,0.11951222651934698
Plasmacytoid DC,Pre-B small,COPA,CD74,2.1583972,0.0,0.8301387,0.7768172942227561,0.9191722708467547,0.008001565,0.92232233,0.11151014984760156,0.12005197224653133
Pre-B large,Plasmacytoid DC,COPA,CD74,2.322996,0.0,0.8293851,0.8565220000847611,1.0394971522742842,0.007994301,0.9222898,0.1121300796952198,0.12059281519686829
T proliferating,Plasmacytoid DC,GRN,TNFRSF1B,0.11528173,0.988,0.012785386,-0.15885534370484425,-0.4565496936284105,0.0005660008,0.5957246,1.0,0.1207568048381254
HSPC,B naive,COPA,CD74,2.3556004,0.0,0.8273281,0.8721858085493327,1.5385799535547897,0.007974474,0.92220074,0.11306481653544428,0.12113475455122438
Erythroid early,Granulocyte precursor,MIF,CD74,1.4132621,0.0,1.709459,0.25090015193899484,-0.42216137362829875,0.0033688515,0.9445641,1.0,0.12113475455122438
CD8 T cytotoxic,NK,HLA-E,KLRC1_KLRD1,1.4054506,0.0,1.3847697,1.175603992960916,1.290588710224328,0.046737928,0.9387839,0.0031090827015327516,0.12194971039505084
CD8 T cytotoxic,NK,HLA-E,KLRC1,1.4054506,0.0,1.3847697,1.175603992960916,1.290588710224328,0.046737928,0.9387839,0.0031090827015327516,0.12194971039505084
Platelet,HSPC,APP,CD74,1.4140179,0.0,0.82406205,0.5090941130844329,0.41687367753969373,0.0057665426,0.9220587,0.2848393804741512,0.12222190487429771
Monocyte non-classical,Dendritic cell,LILRB4,LAIR1,0.11962809,0.0,0.012825701,0.2826051764262214,0.13766500968023465,0.003994356,0.5961036,0.6446745929924848,0.12323748239505669
Granulocyte precursor,Plasmacytoid DC,COPA,CD74,2.322135,0.0,0.8217046,0.854510791547221,1.1098938862640173,0.00792027,0.9219557,0.11526859085152383,0.12331344524752788
HSPC,Plasmacytoid DC,COPA,CD74,2.321363,0.0,0.8148182,0.8527074928415082,1.0248601487662001,0.007853893,0.9216524,0.12042667536133839,0.12440935485425425
Granulocyte precursor,CD8 T memory,MIF,CD74,1.3910949,0.0,1.8539034,0.3082465999205331,-0.20369696756603195,0.0036535102,0.94664997,1.0,0.12495893160763649
Pre-B large,HSPC,SELL,SELPLG,0.12508129,1.0,0.012825916,-0.2671532950650163,-0.6920402706927451,0.00057201495,0.59610564,1.0,0.12571673468645683
Dendritic cell,T proliferating,APP,CD74,1.5304416,0.0,0.80943906,0.5392748044131666,0.031191006654304826,0.0056642145,0.92141294,0.6400739006196162,0.12606138272033934
HSPC,T proliferating,APP,CD74,1.5304223,0.0,0.8093325,0.5392269443282495,0.03923415704790442,0.005663469,0.9214082,0.6107667558610332,0.12661424100535074
NK,Monocyte non-classical,KLRF1,CLEC2B,1.3814337,0.0,1.5687261,1.7964261852171983,1.9738926895296065,0.0693104,0.94227135,0.0006361100613330402,0.12689107068921554
Monocyte non-classical,NK,CLEC2B,KLRF1,1.3814337,0.0,1.5687261,1.7964261852171983,1.9738926895296065,0.0693104,0.94227135,0.0006361100613330402,0.12689107068921554
Plasmacytoid DC,Monocyte classical,MIF,CD74,1.3794643,0.0,1.2906415,0.14632655120585739,-0.3547263585402938,0.0025434832,0.9367296,1.0,0.12772320432931117
T proliferating,Erythroid early,LTB,LTBR,0.19014713,1.0,0.012855587,-0.28672842430776024,-1.119436444622069,0.0015535479,0.59638375,1.0,0.12819457026327286
NK,Monocyte classical,MIF,CD74,1.3781261,0.0,1.2848561,0.1447492103565307,-0.18748915078221973,0.0025320814,0.9365964,1.0,0.12883652522525046
Monocyte non-classical,Monocyte non-classical,TNFSF13B,HLA-DPB1,1.3760402,0.0,1.1952238,0.8466183694306688,1.0185737629234612,0.014451543,0.93441504,0.05789331968041655,0.12995418258952468
HSPC,Plasmacytoid DC,TNFSF13B,HLA-DPB1,1.3744478,0.0,0.84947395,0.7514360086286159,0.6636876480826278,0.010271055,0.9231431,0.05789331968041655,0.1305146206492697
Monocyte non-classical,Erythroid early,ITGAL_ITGB2,F11R,0.14516376,0.0,0.012872615,0.2671841899976918,0.16814945707835716,0.010454676,0.5965431,0.3432312538841842,0.1306709732476055
Monocyte non-classical,Pre-B small,TNFSF13B,HLA-DPB1,1.3714974,0.0,1.1903137,0.843027562805913,1.004695035932015,0.014392175,0.9342888,0.05789331968041655,0.13107616986906712
Pre-B large,Pre-B small,APP,CD74,2.153821,0.0,0.79247546,0.7979501252293901,0.8657218276894798,0.0055455086,0.9206427,0.31672090922626545,0.13163877037220928
T proliferating,CD8 T memory,MIF,CD74,1.3677828,0.0,1.7757555,0.28076135618427295,-0.4874534677944673,0.0034995032,0.94555193,1.0,0.13220245083999677
B naive,Monocyte non-classical,CD52,SIGLEC10,1.6598828,0.0,0.78953546,1.0552442740814294,0.9314065568053276,0.057430614,0.9205068,0.014447747560643525,0.13276724018090313
Erythroid early,Erythroid late,TNFSF13B,TFRC,0.14079554,0.584,0.013048789,0.02599084560119208,-0.0909896815208549,0.0011565901,0.5981778,1.0,0.13314595219508404
CD8 T memory,Monocyte classical,MIF,CD74,1.356408,0.0,1.1909487,0.11914274202302359,-0.2703518069880202,0.002347017,0.9343052,1.0,0.13333307817745998
Erythroid late,Monocyte classical,MIF,CD74,1.3545223,0.0,1.1827954,0.1169194699687818,-0.1590030356190134,0.0023309493,0.9340941,1.0,0.13390002352228458
T proliferating,Granulocyte precursor,GRN,TNFRSF1B,0.11704142,0.987,0.013112058,-0.1555967104880636,-0.4315527759337238,0.0005804623,0.5987589,1.0,0.13561951564261676
CD8 T memory,NK,CLEC2B,KLRF1,1.3529178,0.0,1.456703,1.7595654141550816,2.0509622180206337,0.06436093,0.940223,0.000879615471264722,0.13589273156824788
NK,CD8 T memory,KLRF1,CLEC2B,1.3529178,0.0,1.456703,1.7595654141550816,2.0509622180206337,0.06436093,0.940223,0.000879615471264722,0.13589273156824788
B naive,NK,FAM3C,HLA-C,1.8746411,0.0,0.781634,0.6813512194004933,0.9650993479829653,0.0096261315,0.920138,0.06216207846195652,0.13617847452382997
T activated,Monocyte classical,MIF,CD74,1.3519362,0.0,1.1716133,0.1138703525181456,-0.34869074543870593,0.0023089126,0.93380105,1.0,0.13675079551502517
T activated,Pre-B small,COPA,CD74,2.152002,0.0,0.77750635,0.7618794715996049,0.9230150844575252,0.0074942503,0.9199433,0.13658269601503076,0.13732415903206147
Erythroid early,Monocyte non-classical,TNFSF13B,TFRC,0.14204249,0.54,0.01319465,0.028968348886927398,-0.14476403549303965,0.0011695186,0.599513,1.0,0.1380916477403861
NK,NK,KLRF1,CLEC2B,1.3499677,0.0,1.4451138,1.755751846120715,2.052665541925731,0.06384889,0.93999815,0.0009387265368823881,0.1387622853638479
NK,NK,CLEC2B,KLRF1,1.3499677,0.0,1.4451138,1.755751846120715,2.052665541925731,0.06384889,0.93999815,0.0009387265368823881,0.1387622853638479
T proliferating,Dendritic cell,COPA,CD74,2.364746,0.0,0.7703165,0.865208180698647,1.0819087573729815,0.007424949,0.9196005,0.14021985255827857,0.1390507072983276
Monocyte non-classical,Monocyte classical,MIF,CD74,1.3496275,0.0,1.1616306,0.11114824161382034,-0.3424791804918811,0.0022892396,0.93353605,1.0,0.14020709776485069
Pre-B small,HSPC,MIF,CD74,1.4024806,0.0,0.76641816,0.07089281179383919,-0.41370907691842085,0.0015103897,0.91941273,1.0,0.14020709776485069
Granulocyte precursor,Erythroid early,CXCL8,ACKR1,0.14424637,0.0,0.013269341,0.6426510986556563,-0.11444190894595146,0.056129906,0.6001904,0.4939661604682039,0.1405623651479756
Pre-B large,Pre-B small,COPA,CD74,2.150511,0.0,0.7652347,0.7583965123906194,0.8349977822764085,0.0073759663,0.91935545,0.1431814898698328,0.14078687975082063
T proliferating,NK,HLA-E,KLRC1,1.3491427,0.0,1.3130338,1.126035525963783,1.015711297039005,0.044316743,0.93723744,0.008891445836326277,0.14107717086723018
T proliferating,NK,HLA-E,KLRC1_KLRD1,1.3491427,0.0,1.3130338,1.126035525963783,1.015711297039005,0.044316743,0.93723744,0.008891445836326277,0.14107717086723018
T proliferating,B naive,COPA,CD74,2.3487072,0.0,0.76489836,0.8560850562198355,1.5243966947448473,0.0073727244,0.9193391,0.1435549660064123,0.1413677591693862
T proliferating,Erythroid early,GRN,TNFRSF1B,0.117954455,0.989,0.013281556,-0.15390603965089172,-0.5446338522273293,0.0005879659,0.60030085,1.0,0.14303165203427542
Granulocyte precursor,Pre-B small,COPA,CD74,2.14965,0.0,0.7581483,0.7563853038530793,0.9053945162661415,0.007307661,0.9190099,0.1473300432076454,0.14370183778301737
CD8 T cytotoxic,Monocyte classical,MIF,CD74,1.3428993,0.0,1.1325386,0.10321567896586986,-0.29625392533340045,0.0022319076,0.9327449,1.0,0.14370183778301737
Pre-B large,Erythroid early,GRN,TNFRSF1A,0.13276668,0.951,0.0132924635,-0.038862724179974065,-0.29338629519255033,0.0012890396,0.60039926,1.0,0.14549951693151694
CD8 T memory,NK,HLA-E,KLRC1_KLRD1,1.3418187,0.0,1.3037031,1.1195866332441387,1.2201879397594488,0.044001818,0.9370274,0.00392267600654979,0.14575814237075113
CD8 T memory,NK,HLA-E,KLRC1,1.3418187,0.0,1.3037031,1.1195866332441387,1.2201879397594488,0.044001818,0.9370274,0.00392267600654979,0.14575814237075113
T proliferating,Plasmacytoid DC,COPA,CD74,2.3144698,0.0,0.75333244,0.836606740512011,1.0106768899562577,0.0072612427,0.9187724,0.1488607321134936,0.1466433660294216
HSPC,Pre-B small,COPA,CD74,2.148878,0.0,0.7517945,0.7545820051473665,0.8203607787683245,0.0072464184,0.91869617,0.15079082987151723,0.1478274002900652
CD4 T memory,Granulocyte precursor,MIF,CD74,1.3387716,0.0,1.4189789,0.16307389542452455,-0.4305850625494718,0.0027963992,0.9394814,1.0,0.1478274002900652
Erythroid early,Pre-B large,NECTIN1,CD96,0.12588376,0.002,0.013326037,0.6811606121777053,-0.06186636138948365,0.011160385,0.60070187,1.0,0.14796596024925865
NK,CD8 T cytotoxic,KLRF1,CLEC2B,1.3382814,0.0,1.3992051,1.7406456867596634,2.014668896363049,0.061820522,0.9390812,0.0010867072428251956,0.14871820901191155
CD8 T cytotoxic,NK,CLEC2B,KLRF1,1.3382814,0.0,1.3992051,1.7406456867596634,2.014668896363049,0.061820522,0.9390812,0.0010867072428251956,0.14871820901191155
B naive,CD8 T cytotoxic,FAM3C,HLA-C,1.7928311,0.0,0.74538076,0.6124147586690775,0.8580027941425039,0.009179658,0.91837555,0.07141874249467049,0.14961136209998135
Erythroid early,T activated,TNFSF13B,HLA-DPB1,0.14351498,1.0,0.013366895,-0.3715919685153115,-1.2586685820656802,0.00016162015,0.601069,1.0,0.1504309823970591
CD4 T memory,Monocyte non-classical,CD52,SIGLEC10,1.5709748,0.0,0.74368435,0.9892768982276391,0.6670219253270342,0.054095414,0.91829014,0.05789331968041655,0.1508059548765524
T proliferating,Monocyte non-classical,CCL5,CCR1,1.6876472,0.0,0.74275315,1.2000380690439503,1.306924345014431,0.06743361,0.9182431,0.0020419387107863418,0.15140481539962491
CD4 T naive,Monocyte classical,MIF,CD74,1.3299185,0.0,1.076411,0.08791094375278938,-0.3875123320840629,0.0021212962,0.931133,1.0,0.15140481539962491
Monocyte non-classical,Dendritic cell,APP,CD74,2.3615277,0.0,0.74095917,0.8871612465304131,1.2037844734287573,0.005185013,0.91815233,0.2637204631332748,0.15200475961388002
Pre-B large,CD8 T memory,MIF,CD74,1.3294823,0.0,1.647363,0.23560413837091224,-0.3757579113074474,0.0032464783,0.94358736,1.0,0.15200475961388002
CD8 T cytotoxic,Erythroid early,ITGAL_ITGB2,F11R,0.15042022,0.0,0.01344673,0.2797265022492948,0.25771175505726235,0.010920951,0.6017827,0.299488495855891,0.15289459997375557
Platelet,NK,HLA-E,KLRC1,1.3254203,0.0,1.2828116,1.1051515859385257,1.5618098025510163,0.043296702,0.93654907,0.004185974597999779,0.15350917069378694
Platelet,NK,HLA-E,KLRC1_KLRD1,1.3254203,0.0,1.2828116,1.1051515859385257,1.5618098025510163,0.043296702,0.93654907,0.004185974597999779,0.15350917069378694
Monocyte non-classical,B naive,APP,CD74,2.3454888,0.0,0.7357475,0.8780381220516016,1.646272410800623,0.0051485435,0.9178867,0.24791653113733583,0.15562634815335902
T proliferating,Erythroid early,KLRF1,CLEC2B,0.13598655,1.0,0.013631785,-0.1658363952901184,-0.5087817041934304,0.0006022878,0.60341924,1.0,0.15658733092343446
Erythroid early,T proliferating,CLEC2B,KLRF1,0.13598655,1.0,0.013631785,-0.1658363952901184,-0.5087817041934304,0.0006022878,0.60341924,1.0,0.15658733092343446
Dendritic cell,CD8 T memory,MIF,CD74,1.3190147,0.0,1.6122727,0.22326247993902987,-0.5111293402243391,0.0031773255,0.9430116,1.0,0.15745128013521797
CD8 T cytotoxic,Monocyte classical,CCL5,CCR1,1.9009832,0.0,0.7322859,1.2912963158686965,1.6454268013009503,0.06648331,0.9177088,0.0011661352049106323,0.15806170122838903
NK,T activated,KLRF1,CLEC2B,1.3184327,0.0,1.321231,1.71498866211281,1.894462374297732,0.058375422,0.93742025,0.0013490177470129308,0.15836728695520047
T activated,NK,CLEC2B,KLRF1,1.3184327,0.0,1.321231,1.71498866211281,1.894462374297732,0.058375422,0.93742025,0.0013490177470129308,0.15836728695520047
Dendritic cell,HSPC,APP,CD74,1.3952715,0.0,0.7303987,0.4623781049621174,-0.07685326232434966,0.005111114,0.9176113,1.0,0.1586731333560727
HSPC,HSPC,APP,CD74,1.3952522,0.0,0.7303026,0.4623302448772003,-0.06881011193075007,0.0051104417,0.91760635,1.0,0.15928564000623027
HSPC,HSPC,FAM3C,CLEC2D,0.12013601,1.0,0.013733212,-0.12316459336217037,-0.5351871959012244,0.0012197018,0.60430586,1.0,0.16027688364130263
Monocyte non-classical,Plasmacytoid DC,APP,CD74,2.3112514,0.0,0.72462237,0.858559806343777,1.1325526060120334,0.0050706933,0.91731066,0.3178741031269578,0.16236368300285864
Platelet,Monocyte non-classical,RPS19,C5AR1,1.3000413,1.0,1.1240227,-1.2460143705758038,-0.1269852785735569,0.014926845,0.93250775,1.0,0.16236368300285864
Monocyte non-classical,Erythroid early,LTB,LTBR,0.20299433,1.0,0.0138191935,-0.2772781341875806,-1.0259952933344871,0.0016699961,0.6050518,1.0,0.16273480607344906
Monocyte classical,T proliferating,TNFSF13B,HLA-DPB1,1.2988547,0.0,1.492914,0.9464599960033211,1.0536864022391397,0.018050937,0.94090927,0.05789331968041655,0.16360214175154447
Monocyte classical,Monocyte classical,MIF,CD74,1.2977684,0.0,0.93739706,0.05000479693661894,-0.38766558451450717,0.0018473399,0.926565,1.0,0.1642229578090053
B naive,CD8 T memory,FAM3C,HLA-C,1.7342504,0.0,0.7194214,0.5630521688719486,0.7605835243559718,0.0088599585,0.91703707,0.08069747049719499,0.1642229578090053
Erythroid early,Erythroid early,GAL,HLA-DPA1,0.12096439,1.0,0.014345856,0.7263244994202858,-0.9626380590996436,0.0033779538,0.6095119,1.0,0.1651913097930086
Pre-B large,Monocyte non-classical,FAM3C,HLA-C,1.384647,0.0,0.7162878,0.3306416664661063,0.11136982120917446,0.008821367,0.91687083,0.41844930207093073,0.16546766139472555
B naive,Monocyte classical,MIF,CD74,1.2963164,0.0,0.9311191,0.04829304836508548,-0.41580868947848193,0.0018349678,0.9263361,1.0,0.16609154717595478
CD8 T memory,Monocyte classical,CCL5,CCR1,1.8574287,0.0,0.71455926,1.261715555261297,1.6498829747726107,0.06487393,0.91677874,0.001361839275588651,0.16609154717595478
Pre-B large,T activated,FAM3C,HLA-C,1.3765353,0.0,0.71160305,0.3238073863002482,0.06751506287786022,0.008763673,0.91662043,0.5298537393522226,0.16734244823647348
Dendritic cell,Pre-B large,ALOX5,ALOX5AP,0.120300904,1.0,0.014462729,-0.011296120643118135,-0.3897546169793812,0.002628789,0.6104771,1.0,0.16764641134284852
T proliferating,Monocyte non-classical,CD99,PILRA,1.2843426,0.0,1.2950404,1.5814244874528978,1.3038212115142311,0.059037294,0.9368304,0.0014673118357431977,0.1698565811281878
Monocyte non-classical,HSPC,SELL,SELPLG,0.13773096,1.0,0.0146470405,-0.25329197769508804,-0.584922792994192,0.00065323414,0.6119817,1.0,0.1701000788565911
HSPC,Monocyte non-classical,TNFSF13B,HLA-DPB1,1.2832426,0.0,0.78475034,0.6793374870853671,0.6978990783775215,0.009488476,0.9202841,0.06479720576890947,0.1704877102353123
HSPC,Pre-B small,TNFSF13B,HLA-DPB1,1.2786998,0.0,0.7815265,0.6757466804606113,0.6840203513860751,0.009449497,0.92013294,0.06625035055293793,0.17175301480396665
T proliferating,Pre-B small,COPA,CD74,2.141985,0.0,0.6950645,0.7384812528178694,0.806177519958382,0.0066996077,0.9157174,0.18656438897110694,0.17175301480396665
Pre-B large,CD4 T naive,LCK,CD8A_CD8B,0.14130864,1.0,0.0148538435,-0.19551966639193064,-0.5558773794946226,0.0008131835,0.61364496,1.0,0.17255232888642524
Platelet,Monocyte classical,MIF,CD74,1.2784111,0.001,0.85369855,0.027182553153546576,-0.37220853354441985,0.0016823942,0.9233189,1.0,0.17302238650149804
B naive,T proliferating,FAM3C,HLA-C,1.6743326,0.0,0.6928694,0.5125605299320096,0.5397534693448895,0.008532961,0.9155953,0.0924542954692489,0.17365864141546958
Erythroid early,CD8 T memory,MIF,CD74,1.2764343,0.0,1.4695327,0.17305945664011477,-0.535152722000299,0.002896026,0.9404689,1.0,0.17365864141546958
Plasmacytoid DC,Granulocyte precursor,MIF,CD74,1.2733802,0.0,1.1639812,0.08597609585541469,-0.582926891597429,0.0022938722,0.93359876,1.0,0.17429588552780712
NK,Granulocyte precursor,MIF,CD74,1.2720422,0.0,1.1587635,0.08439875500608801,-0.415689683839355,0.0022835894,0.9334594,1.0,0.1749341514497043
B naive,HSPC,LGALS9,SLC1A5,0.13052627,0.0,0.01486576,0.14536445567859568,0.06793462448549047,0.002315075,0.61374,1.0,0.1750031618419094
CD4 T memory,NK,HLA-E,KLRC1,1.2701999,0.0,1.2124612,1.056539117978078,1.0092248114592923,0.040922277,0.9348525,0.009613276304164154,0.17589349810578228
CD4 T memory,NK,HLA-E,KLRC1_KLRD1,1.2701999,0.0,1.2124612,1.056539117978078,1.0092248114592923,0.040922277,0.9348525,0.009613276304164154,0.17589349810578228
CD8 T cytotoxic,Monocyte non-classical,CD52,SIGLEC10,1.4623772,0.0,0.68767893,0.9087006949017187,0.7089104585843491,0.050021593,0.91530424,0.052106541437967384,0.17621377914473127
Plasmacytoid DC,NK,APP,CD74,1.2667829,0.0,1.5641432,1.519971977792311,0.1641372401184673,0.010945411,0.9421917,0.28797721241812285,0.1768551393868933
HSPC,Dendritic cell,SEMA4D,PLXNB2,0.12706119,0.0,0.01511245,0.21986422647833292,-0.017753976589098844,0.0070950077,0.61568904,0.8177947360129092,0.1774525781326023
NK,Monocyte non-classical,CCL5,CCR1,1.5660217,0.0,0.68518835,1.1174319048476,1.4820005977611668,0.06220738,0.9151635,0.0037449784343693633,0.17814084725408175
NK,Dendritic cell,KLRF1,CLEC2B,1.2521874,0.0,1.0609908,1.629357249926216,1.6073160458809497,0.04687734,0.9306689,0.002935332247992591,0.1791078318019716
Dendritic cell,NK,CLEC2B,KLRF1,1.2521874,0.0,1.0609908,1.629357249926216,1.6073160458809497,0.04687734,0.9306689,0.002935332247992591,0.1791078318019716
Pre-B large,CD4 T naive,FAM3C,HLA-C,1.3278598,0.0,0.6834915,0.2827889147914986,-0.0013870543439331862,0.0084174685,0.91506726,0.7484347086771332,0.17943065666783536
Dendritic cell,HSPC,LTB,LTBR,0.12967458,1.0,0.015180244,-0.21108137744591915,-1.2089152124928209,0.0018344739,0.61621845,1.0,0.17990059425480381
CD8 T memory,Granulocyte precursor,MIF,CD74,1.2503239,0.0,1.074072,0.05879228667258089,-0.4985523400451555,0.0021166867,0.9310632,1.0,0.1800771017595314
T proliferating,Monocyte non-classical,CD52,SIGLEC10,1.448168,0.0,0.6803511,0.8981588276107685,0.53736209806809,0.049488567,0.9148881,0.05789331968041655,0.18137296650451423
Pre-B large,Dendritic cell,FAM3C,HLA-C,1.3121452,0.0,0.67441595,0.2695478839140937,-0.14108113030465044,0.0083057,0.9145463,1.0,0.1820224526655271
Erythroid late,Granulocyte precursor,MIF,CD74,1.2484384,0.0,1.0667188,0.05656901461833911,-0.3872035686761487,0.002102196,0.9308424,1.0,0.1820224526655271
B naive,Dendritic cell,LGALS9,SLC1A5,0.13151766,0.0,0.015216953,0.1505739853903178,0.0749573329522188,0.0023697668,0.616504,1.0,0.18234717843528456
Dendritic cell,Pre-B large,COPA,CD74,1.7109882,0.0,0.6731559,0.5291965561905244,0.1352676451792957,0.0064884345,0.91447324,0.36081055761903336,0.1826729166807583
Monocyte classical,Pre-B large,TNFSF13B,HLA-DPB1,1.2463968,0.0,1.4028672,0.904991621649545,0.9365963243802263,0.016962176,0.93915594,0.05789331968041655,0.1826729166807583
Platelet,Monocyte classical,APP,CD74,1.245907,0.0,0.7131537,0.41345796930678735,0.3379343967467838,0.004990439,0.9167036,0.4004012294080835,0.18332442614333172
Erythroid early,Pre-B large,COPA,CD74,1.7109388,0.0,0.6728385,0.5290812171027598,0.08795847890322653,0.0064853746,0.91445476,0.48087868878952905,0.18332442614333172
T activated,Granulocyte precursor,MIF,CD74,1.2458522,0.0,1.0566341,0.053519897167702904,-0.5768912784958412,0.0020823218,0.93053603,1.0,0.18397691171550548
Plasmacytoid DC,HSPC,LGALS9,SLC1A5,0.13293272,0.014,0.015269698,0.15014314067791745,0.026512475950626543,0.0023779809,0.61691296,1.0,0.18479234717965243
Pre-B small,NK,HLA-E,KLRC1_KLRD1,1.2456857,0.0,1.1812303,1.0349587785549017,1.1461216353269554,0.03986819,0.9340533,0.007090666725913357,0.18495756709252648
NK,NK,HLA-E,KLRC2_KLRD1,1.3247119,0.0,0.6712703,0.8099704968357837,1.039185783432252,0.038603727,0.9143635,0.03962511098156465,0.18495756709252648
NK,NK,HLA-E,KLRC2,1.3247119,0.0,0.6712703,0.8099704968357837,1.039185783432252,0.038603727,0.9143635,0.03962511098156465,0.18495756709252648
Pre-B small,NK,HLA-E,KLRC1,1.2456857,0.0,1.1812303,1.0349587785549017,1.1461216353269554,0.03986819,0.9340533,0.007090666725913357,0.18495756709252648
Plasmacytoid DC,B naive,TNFSF13B,HLA-DPB1,1.4928952,0.0,0.6693698,0.7890578854714017,1.1776335020720132,0.008093402,0.9142524,0.1084489695358165,0.18594045679344795
Monocyte non-classical,Granulocyte precursor,MIF,CD74,1.2435434,0.0,1.0476311,0.050797786263377644,-0.5706797135490164,0.0020645794,0.9302589,1.0,0.18659701014824226
T proliferating,CD4 T memory,GRN,TNFRSF1B,0.12891924,0.975,0.015317078,-0.13360119953128796,-0.41220340634989777,0.0006780771,0.617279,1.0,0.1872361008974661
Monocyte non-classical,Pre-B small,APP,CD74,2.1387665,0.0,0.6685751,0.7604343186496354,0.9280532360141577,0.0046784906,0.91420585,0.4626311160681177,0.18725453525186872
Granulocyte precursor,T proliferating,TNFSF13B,HLA-DPB1,1.240063,0.0,1.288385,0.8404792261270777,0.6592681802062683,0.015577962,0.93667775,0.05789331968041655,0.1892331746158522
Erythroid early,Monocyte non-classical,CD52,SIGLEC10,0.1590647,1.0,0.015541596,-0.058319498861988395,-1.5587176461591086,0.0011304918,0.6189964,1.0,0.18967843999828415
CD8 T cytotoxic,Granulocyte precursor,MIF,CD74,1.2368152,0.001,1.021394,0.04286522361542716,-0.5244544583905357,0.0020128738,0.9294317,1.0,0.1898947513842109
Pre-B small,Monocyte classical,MIF,CD74,1.2343698,0.0,0.66326797,-0.02474333198380628,-0.49264835771133075,0.0013071103,0.91389275,1.0,0.19055729554171047
HSPC,Erythroid early,GRN,TNFRSF1A,0.14978203,0.864,0.015570124,-0.013533297855843287,-0.29049571901757965,0.0015099163,0.6192126,1.0,0.19211936489166512
NK,T proliferating,HLA-E,KLRC1,1.3223495,0.0,0.66009307,0.7065063567121663,0.7755729574479555,0.02227907,0.9137038,0.05789331968041655,0.19288411526233395
NK,T proliferating,HLA-E,KLRC1_KLRD1,1.3223495,0.0,0.66009307,0.7065063567121663,0.7755729574479555,0.02227907,0.9137038,0.05789331968041655,0.19288411526233395
HSPC,Plasmacytoid DC,BST2,LILRA4,1.2305233,0.0,1.4065984,4.427216192115572,1.749961958589447,0.10242537,0.93923175,0.0001031957939447065,0.19321754746118555
Dendritic cell,Monocyte classical,ANXA1,FPR1,1.230073,0.0,0.8125313,1.1076643394560193,1.215899271924196,0.0679039,0.92155087,0.004000491132460959,0.19388509019497852
Granulocyte precursor,Pre-B large,APP,CD74,1.7086,0.0,0.6578121,0.5563924795654484,0.2176595959560331,0.0046031745,0.91356725,0.4818050139511325,0.19455363016575233
