source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
Dendritic cell,Plasmacytoid DC,HLA-DRA,CD4,2.4606962,0.0,2.305387,1.438557732962256,1.8337022262227438,0.03696935,0.9518933,0.005365785078221603,0.022278395502245054
CD8 T memory,Monocyte non-classical,HLA-B,LILRB2,2.1515744,0.0,2.2883954,1.1824281644035268,1.0873564099177901,0.03267462,0.9517237,0.008927554077696,0.022754386131430982
Plasmacytoid DC,HSPC,APP,CD74,1.983218,0.0,3.6679788,1.9275440898670078,1.01853176804128,0.02566743,0.96147746,0.026916029786881773,0.023127950816036656
CD4 T memory,T proliferating,HLA-C,CD8A,1.9780147,0.0,3.0610929,0.9466975151201081,0.8210773352224492,0.021494882,0.9579845,0.04940807521691168,0.023504446167648848
NK,Monocyte non-classical,HLA-B,LILRB2,2.1328652,0.0,2.265137,1.165061498219461,1.0602332439724624,0.032342523,0.95148844,0.009389454299371955,0.023775160746934382
CD8 T cytotoxic,T proliferating,CCL5,CXCR3,2.1132162,0.0,2.2597127,1.9906948072772657,1.7990946611678948,0.072194666,0.95143306,0.00023835030375471194,0.02404736311358669
Granulocyte precursor,Erythroid late,S100A9,CD36,1.9971715,0.0,2.2474682,1.056729541183166,1.3418589377149752,0.031647068,0.9513074,0.010505918331912178,0.02432105892202207
T activated,Monocyte non-classical,HLA-B,LILRB2,2.0942223,0.0,2.2170975,1.1291858345113068,0.9761855237598586,0.031656597,0.95099133,0.011773063829786557,0.02537467568487918
Dendritic cell,Dendritic cell,TNFSF13B,HLA-DPB1,2.041671,0.0,2.2064812,1.4236941780894723,1.658026707232985,0.026678734,0.95087934,0.02305226025200425,0.025824720944129353
CD8 T memory,T proliferating,CCL5,CXCR3,2.0696616,0.0,2.2050114,1.961114046669866,1.8035508346395552,0.07044703,0.9508638,0.00027884313090592306,0.02588124330525498
T proliferating,Monocyte non-classical,HLA-A,LILRB2,2.0841148,0.0,2.2045321,1.245218594606385,1.0508072942705677,0.03557271,0.9508587,0.007563052586232058,0.02593782500214545
NK,Monocyte non-classical,HLA-C,LILRB2,2.0746472,0.0,2.1927626,1.3022363471741234,1.3167302319516625,0.038854048,0.9507335,0.004267245757444518,0.02633556458525007
CD8 T memory,Monocyte non-classical,HLA-A,LILRB2,2.0704615,0.0,2.187559,1.2330581056024392,1.1763965237985916,0.035298828,0.9506778,0.006618782559129548,0.026736205027813487
NK,Monocyte non-classical,HLA-A,LILRB2,2.068198,0.0,2.184745,1.231042486878966,1.1703434224557885,0.03525342,0.95064765,0.006681284318947489,0.02690879495296948
T proliferating,Monocyte non-classical,HLA-B,LILRB2,2.0537555,0.0,2.1667907,1.0916176750736155,0.8375132189759723,0.030938296,0.9504537,0.02649312477444735,0.027838276835785748
CD8 T cytotoxic,Monocyte non-classical,HLA-A,LILRB2,2.0090525,0.0,2.1112175,1.1783598570116518,1.0818187101853685,0.03406697,0.94983834,0.00770839157948117,0.030167164634848486
CD8 T cytotoxic,Monocyte non-classical,HLA-C,LILRB2,1.9928373,0.0,2.0910592,1.2332998864427076,1.2096336781112011,0.037051942,0.9496093,0.005257841058808707,0.030778727943041987
B naive,Plasmacytoid DC,HLA-DRA,CD4,2.202631,0.0,2.0347807,1.2862973293319513,1.763860144450652,0.032629892,0.9489525,0.009022535226466632,0.03328356071607322
Monocyte non-classical,Monocyte non-classical,HLA-B,LILRB2,1.9455012,0.0,2.0322127,0.9911194142889388,0.7590618904393341,0.029016742,0.9489219,0.042767897299192566,0.03341125558178899
CD8 T memory,Monocyte non-classical,HLA-C,LILRB2,1.9342567,0.0,2.018234,1.1839372966455788,1.112214408324669,0.03576153,0.9487544,0.006206851931935947,0.0342469676497933
Monocyte classical,Platelet,S100A9,CD36,2.8312557,0.0,1.9836488,1.307189475149799,3.3079773795344694,0.02793217,0.94833255,0.01833192059945528,0.03641253116726449
Pre-B small,Plasmacytoid DC,HLA-DRA,CD4,2.1526568,0.0,1.9823781,1.256811701846229,1.4324859338086422,0.031789556,0.9483168,0.010172702655554575,0.03647914020099925
T proliferating,T proliferating,CCL5,CXCR3,1.8833061,0.0,1.9709616,1.8345426845047408,1.479890622904314,0.06296947,0.94817513,0.0007418882293530134,0.03741775512758641
Monocyte classical,Dendritic cell,S100A9,CD68,2.829258,0.0,1.9625225,1.3496525797232835,2.962077968528482,0.03254972,0.9480696,0.009098991645219604,0.037823494465241025
Pre-B small,Monocyte non-classical,HLA-B,LILRB2,1.8765627,0.0,1.9465109,0.9271177975268073,0.7426411371267377,0.027793057,0.9478676,0.0471637777657363,0.03912203230049657
T proliferating,Monocyte non-classical,HLA-C,LILRB2,1.8743389,0.0,1.9437463,1.1334456577056398,0.8913843533135867,0.034441672,0.9478324,0.019158481956826123,0.03932897481031389
Monocyte classical,Platelet,S100A8,CD36,2.7645802,0.0,1.9336196,1.300424413670783,3.235625545567767,0.030244166,0.9477031,0.0125127283229837,0.039952886623545555
Granulocyte precursor,Platelet,S100A8,CD68,2.0364935,0.0,1.9214795,1.0758038509407952,1.6396959353776648,0.03539966,0.94754684,0.008280856034122649,0.040721781633189576
Platelet,Plasmacytoid DC,PF4,CXCR3,2.4839828,0.0,1.9200184,8.109457865345297,4.108871384732882,0.22504991,0.94752795,3.5522442879119844e-07,0.04093269324617682
Monocyte classical,Dendritic cell,S100A8,CD68,2.7625825,0.0,1.9130262,1.3428875182442674,2.88972613456178,0.03524392,0.94743717,0.0066969696801705975,0.041426809421285404
CD4 T memory,Monocyte non-classical,HLA-A,LILRB2,1.8427185,0.0,1.904437,1.0302097996685806,0.8006232450061662,0.030730324,0.947325,0.03312031409443476,0.04213757316751286
Monocyte non-classical,Dendritic cell,TNFSF13B,HLA-DPB1,1.9913914,0.0,1.8603187,1.3330576844470237,1.7289445267984545,0.022493256,0.9467371,0.04302814269872513,0.04401233967646887
Dendritic cell,Plasmacytoid DC,HLA-DRB1,CD4,2.0333772,0.0,1.857302,1.5302076416456223,1.8638581576709337,0.04356475,0.9466962,0.002576559318591333,0.04430419910417195
Erythroid early,Monocyte classical,ERFE,LRP1,0.130788,0.0,0.008613682,0.8156127042300116,0.39799525487945164,0.27630085,0.54740876,0.03782594003512408,0.04684010590790406
Plasmacytoid DC,Monocyte classical,APP,CD74,1.8151071,0.0,3.1743152,1.8319079460893621,0.9395924872483701,0.022212919,0.9587094,0.044610777276679954,0.04704703655714285
Granulocyte precursor,Platelet,S100A9,CD68,1.9306499,0.0,1.8062003,0.9985673812699997,1.4298931475421561,0.029957013,0.9459878,0.014081015384377338,0.047272836163348986
Monocyte classical,Monocyte classical,S100A12,CD36,1.8141794,0.0,2.2082582,1.6108240105533682,3.228492004632406,0.0971218,0.9508981,0.00038006509699046504,0.047272836163348986
Dendritic cell,Plasmacytoid DC,HLA-DPB1,CD4,1.9833307,0.0,1.8048236,1.5181591892196407,1.8647921658815383,0.040652268,0.9459684,0.003509414848403344,0.04749915540707922
NK,NK,B2M,KLRC2,2.867444,0.0,1.5467862,1.0123518718122697,1.0908438635804463,0.030411579,0.9418871,0.013111080604656152,0.04846520043519935
Dendritic cell,Monocyte non-classical,HLA-DRA,CD4,2.4006355,0.0,1.777201,1.29163691116158,1.7290027967961805,0.028499324,0.94557285,0.016409249120889893,0.048562020192211716
Monocyte classical,B naive,CXCL8,CD79A,1.8018467,0.0,2.8180227,1.7031826918234858,3.3902313875488646,0.17459401,0.95628756,0.0002489782900218764,0.04994484783393438
