cell_type,AHR,AR,ARID2,ARID3A,ARNT,ASCL1,ATF1,ATF2,ATF3,ATF4,ATF6,ATF7,BACH1,BACH2,BATF,BCL11A,BCL6,BHLHE22,BHLHE40,BMAL1,CDX2,CEBPA,CEBPB,CEBPD,CEBPE,CEBPG,CLOCK,CREB1,CREB3,CREB3L1,CREM,CTCF,CTCFL,CUX1,DEAF1,DUX4,E2F1,E2F2,E2F3,E2F4,E2F5,E2F6,E2F7,EBF1,EGR1,EHF,ELF1,ELF3,ELF5,ELK1,ELK4,EOMES,EPAS1,ERG,ESR1,ESR2,ESRRA,ETS1,ETS2,ETV1,ETV4,ETV6,FLI1,FOS,FOSL1,FOSL2,FOXA1,FOXA2,FOXJ2,FOXK1,FOXK2,FOXL2,FOXM1,FOXO1,FOXO3,FOXO4,FOXP1,FOXP2,GABPA,GATA1,GATA2,GATA3,GATA4,GATA6,GFI1B,GLI1,GLI2,GRHL2,HBP1,HES1,HHEX,HIC1,HIF1A,HINFP,HMBOX1,HNF1A,HNF1B,HNF4A,HNF4G,HOXA9,HOXB13,HSF1,IKZF1,IRF1,IRF2,IRF3,IRF4,IRF8,IRF9,JUN,JUNB,JUND,KDM5B,KLF1,KLF13,KLF3,KLF4,KLF5,KLF6,KLF9,KMT2A,KMT2B,LEF1,LHX2,LYL1,MAF,MAFB,MAFF,MAFG,MAFK,MAX,MAZ,MBD1,MBD2,MEF2A,MEF2B,MEF2C,MEIS1,MEIS2,MITF,MNT,MXI1,MYB,MYBL2,MYC,MYCN,MYOD1,NANOG,NCOA1,NCOA2,NCOA3,NEUROD1,NFATC1,NFATC2,NFE2,NFE2L1,NFE2L2,NFIC,NFKB1,NFKB2,NFYA,NFYB,NR1H2,NR1H3,NR1H4,NR2C2,NR2F1,NR2F2,NR2F6,NR3C1,NR4A1,NR5A1,NR5A2,NRF1,ONECUT1,OTX2,PAX5,PAX6,PAX8,PBX2,PBX3,PDX1,PGR,PKNOX1,POU2F1,POU2F2,POU4F2,POU5F1,PPARA,PPARG,PRDM1,PRDM14,PROX1,RARA,RARG,RBPJ,REL,RELA,RELB,REST,RFX1,RFX2,RFX5,RUNX1,RUNX2,RUNX3,RXRA,RXRB,RXRG,SATB1,SIX2,SIX5,SMAD1,SMAD3,SMAD4,SMAD5,SNAI1,SNAI2,SNAPC4,SOX10,SOX11,SOX13,SOX2,SOX6,SOX9,SP1,SP2,SP3,SP4,SPI1,SPIB,SREBF1,SREBF2,SRF,STAT1,STAT2,STAT3,STAT4,STAT5A,STAT5B,STAT6,TAL1,TBP,TBX21,TCF12,TCF3,TCF4,TCF7,TCF7L1,TCF7L2,TEAD1,TEAD2,TEAD4,TFAP2A,TFAP2C,TFAP4,TFDP1,TGIF2,THAP1,THAP11,TP53,TP63,TP73,TWIST1,USF1,USF2,VDR,WT1,XBP1,YY1,ZBED1,ZBTB11,ZBTB33,ZBTB7A,ZC3H8,ZEB1,ZEB2,ZFX,ZHX1,ZHX2,ZKSCAN1,ZNF143,ZNF197,ZNF217,ZNF24,ZNF263,ZNF274,ZNF384,ZNF584,ZNF592,ZNF639,ZNF644,ZNF740
HSPC,0.7005051535613549,3.4713052475509287,1.4264246487896592,-0.43436979552050997,1.3136000244125603,-0.8353327962262801,1.6343722695957505,3.732786267296174,1.3708767214760835,1.430142834538681,3.153701162497066,0.5868263543913113,1.0995971887653033,1.6700850985015214,0.36718430043739986,0.47447413338948935,0.1459818386127637,-0.21815664820063627,1.4378148859409887,-0.2643731845111742,-0.6205094708796042,0.3431089564240068,0.281056864478365,2.275459610634045,-0.5636220214417383,0.10543677923594168,-1.1009188436005766,1.1372474744716135,2.9598723300742535,2.146760809420829,-0.11624909190081348,-1.220104595452694,0.20642623704283722,1.4584636387738776,-0.03144391502115519,-0.32708588443845754,2.377758861546941,0.7050323196543051,0.006020882117794261,9.235430611585205,2.2779562204091777,0.5947840548796578,3.229037332292538,-0.7286578742266475,3.71534188219901,-0.4660845450211761,0.9981624376344242,-0.9692318617947324,1.8035623038758946,3.9597029107518678,4.335747377528182,-0.6724982173816108,0.2063228019557872,0.24459290612401924,-1.6963710332136572,2.51763236382785,-0.7630461240222515,5.910642331448073,0.33922566993988185,0.23042649406451185,0.6837494606614236,0.5809763238004945,0.429799218733638,-0.12744178433849768,0.3166673899705346,-0.2849113977950749,-1.7254183991816103,-0.1348478036211691,0.2731936029950272,1.5373977346160046,1.939556287904392,0.07062270965030046,0.6246780387931443,0.25239411033638015,0.753954227955627,0.056294039521223735,1.1493797424306509,0.3108481852249009,1.2571332904062102,0.12774489101287867,-0.0021792672712059383,-1.0139973091661139,-0.08250093758633988,0.07132714626560738,0.02027107718993707,0.07188328243026822,0.14131578976455242,-0.5528185949903254,0.44601012872026125,0.29471109811529045,-0.41707893633859483,0.344046936000489,3.3989748258604573,0.7583388132832534,0.856537933505595,-0.6568114766620697,-0.7815065718103995,-1.3626910767786033,-0.3784077761299352,0.4257671326882266,-1.2283513872531147,2.645280680553313,-0.0018341195309932597,0.8168652896129862,1.973745033935156,1.2257825336545345,0.2734190643925506,-0.14224064755966492,0.7059534566836099,0.7971005391571125,1.6911860564586283,1.3325504018258105,0.2639105566550805,1.6691806006457068,0.8690555990843908,-0.357128398633857,0.8866298063599928,-0.13773544960510112,1.0699758368267063,-0.4578957129225998,0.7388184354203835,0.45921547142636343,-0.4472487710674438,-0.4351262021458351,1.7195366229810454,0.6377801198752798,-0.8172626234641619,-0.9052106979379881,-0.6206230900950014,-0.9721781015045643,2.2941587355551145,0.27658237831768484,0.41019767452272293,-1.2233717622686537,1.1559715866923197,0.18011944779674816,2.004258708705912,-0.6652157731472199,-0.5024873789403722,0.019012158912126074,-0.32134214846652587,2.222638058876712,0.17296381148184992,0.8088243369342993,18.985394280874036,0.4799183988025222,-1.1917879665648237,-1.3284644089856597,-0.03937067569629345,0.47011185390469656,0.46086051037980724,0.2106278279554972,0.733346373243622,-1.1086217158296428,0.021850910533432816,-0.2114788021443371,1.9512937040377265,1.125247735367272,1.7523478044995346,0.8178283047840155,5.525647211511975,5.333081178204605,0.49184123992744855,-0.41229897789623837,-0.4481767213836024,4.996696922427872,-1.0518105330908576,0.5578036342511072,-0.30188097156441257,-1.2638923724338051,-0.03741198496841868,-0.7594251896581353,-0.8018011031200492,1.2464473072780309,0.0717828249945986,-0.25955149101876995,-0.0005392257314006857,-0.3263641104817017,-0.6441549420334783,0.11871695328702982,-0.6841153754568448,-0.5251489614521475,-0.7897959190845042,0.22288102276128285,-1.0695996160190138,1.2441687393234446,-0.35952966837104366,-1.0078104048800338,-0.741359021365885,-0.056045376373659105,-1.0776178515096273,-1.1143875202085407,-0.3677104583672131,-0.4284533398196669,-0.4726339587041486,-0.17946121010538013,-0.07378157883270166,1.2629907662014472,-0.06515429452479464,0.3171017316184676,-0.9933215210836208,-0.5998277890228841,5.594507278302635,0.6185659137686236,-0.8855980752025759,-0.2627798226725584,0.5099282342011562,-0.6106780016143738,-0.6112858154558799,-0.3058378051904619,-0.8483405867848467,-0.13733276151573906,-0.02928556071653317,0.003588457121494001,-0.12660993573788326,2.4367694565934004,0.11848550537843308,-0.04542736401092898,-0.25942335707324415,-0.7177560137076686,-0.714533813406973,-0.4174926938501966,-2.27116006298579,-0.21802087955201255,0.27089584585940596,3.1468162349099686,0.09092711526357186,-0.53025315006913,1.3136390128628306,2.371780132304225,-1.0867823330032576,-0.1898579863831094,-0.08038720449837196,3.5834866403950087,0.2969076245501733,0.6143262149810832,0.5522645551258839,1.2612664460350722,0.08828786729365153,-0.7015747321204875,1.5334560575733547,0.12897855995441282,1.1175938613883565,-0.49988364050137374,-0.03701258778078747,-0.8109962556365572,1.4101181131388976,0.36307934814235865,-0.48260246265887996,0.840260077774709,-1.144119944150168,0.3735965535670227,-0.645112975143587,-0.009530369801918924,-2.7040533608711104,-0.7774976414625367,5.639712940588798,2.440828579441999,0.7330648701186402,1.1309500659304823,0.6318986539977056,-1.2859578146272683,0.12596305040555758,0.099452857979278,2.5079302974511433,2.603546185339984,5.228301262820152,-0.1357683676683149,-0.10144649656215333,0.44894154740284714,5.2354626095703125,0.9310757720976606,5.31095787714887,0.10825385854465921,0.1612095145174804,0.008998136869178178,1.8976672993804946,3.170192056165946,0.5310767298112107,0.4959804322572882,1.103878342698679,0.5323569048727101,0.785807488289951,-0.1772903080294098,-0.5043668302428654,-1.923044951258446,-0.44993169995353677,0.8321786054217136,0.03454587496887693,-0.2856387807911645,2.6888605522491695,0.3689337676227047,1.5284747737360493
Granulocyte precursor,1.1777691179672074,2.2175830568374764,0.7084867536159725,-0.2666002953755357,0.7975896589359599,-0.6463859424847278,1.2383119088629673,3.2980244278234956,1.312975824992418,1.7456884867368494,3.5608126023054254,0.13089852642877614,0.7571557034493218,2.1679274627610674,0.4299335431448325,0.5081617033277688,0.15308951517778338,-0.14751046495705877,1.9910101325714484,-0.3128089602162123,-0.3050617525735187,1.7586291920163084,1.8062150078818182,2.61099930246835,0.5346301102743585,0.08978932838433669,-0.51201166070934,1.3805139035759344,3.9229094309480548,1.8611848543451672,-0.7944062155194096,-0.9772374706748984,0.8460727900482741,0.440599174205456,0.0009304479531989831,-0.25463489425643543,1.8781957364918447,0.4314264043404565,0.029891221060137464,7.611374259094653,2.5262656619596724,0.877701436085864,3.70103009669493,-0.6283142938074034,3.259969315073817,-0.5054214204523235,1.231807964413173,-0.6105831033370107,1.3871018746669677,4.270092969147407,5.4129765629701865,-0.5253086679216493,0.5820693245754918,0.8574832350305546,-1.3160120857929885,3.1767656437954424,-0.7583699127405215,4.965027894779216,0.7193995345986209,-0.16673026284671913,1.375719280114126,0.6599284967670928,1.0105370985060467,0.15108353000359334,0.8901824860101157,0.41171124833334194,-1.9172014534264903,-0.1944496650571225,-0.1873359277075381,0.9773130487335105,1.38512305982929,0.6474291075261057,1.1095946611247376,0.23651049159616958,0.6183743993302909,0.039596414649792334,-0.03519636864988622,0.3345758173085166,1.3755743868676065,-0.028583297179914938,-0.8719300928888584,-1.098857959483602,-0.31747079830823693,0.7989763665130218,0.18415868776610855,-0.09462463981483742,0.16333728481488713,-0.5144100329317657,-0.14071404930245646,0.1439238416298026,-0.3223569299715527,0.21582385288855577,3.101312307019782,0.3832810128869172,0.5112723951893947,-0.49390740518626297,-0.6312501815993379,-0.7201790118765911,-0.3263493190624492,0.9646049627919512,-0.7015100997455733,1.6992136171380179,0.43497851191186354,0.5091867922386176,1.3867585265963736,1.0973777348976397,-0.11448657121847537,0.03320258793952101,0.1286865773585251,1.9373961345585329,1.7406822498813455,1.9998363919075763,0.1616911561278527,2.0668396143725194,0.9376833819184711,-0.2080223984045731,0.9610276799421903,0.2807337610862092,1.0534983372772695,0.0023690699008584283,-0.04029155445415353,0.35651472421788266,0.5800576348441872,-0.48105558669815895,1.384977313961295,1.2011841236668408,-0.7331250092021613,-0.5652370579878329,-0.6074759577862783,-0.8163556503018176,2.6829133930187887,0.024128917673620846,0.003902758119796642,-0.8760842014746781,1.1789103466503763,0.44271479592196017,1.5870687534811134,-0.7443643699174783,-0.6588406148061737,0.49968506953818376,0.13920750469185852,1.817149577082079,1.157776746581526,0.5590506209752168,14.97602948368796,0.6079595754443602,-0.8745189335671717,-0.7321209851003825,-0.08284078121782378,-0.022636202799098094,0.334734079017971,0.23575043059153725,0.8616880804772514,-0.6471940081390927,0.06944119666746035,-0.4097867298942523,1.774553980721091,0.6677357770382188,2.1339007410370168,0.5844602075195975,4.386361170248139,4.850211201881868,0.5504850926097304,-0.24937771684219381,-0.2905062813075859,4.127032203870866,-0.8372656154047092,0.7034339466495149,-0.015532170300509811,-0.5637341817841047,-0.2542505194203662,-0.5577342847137081,-0.7311209537711564,0.9531237105159434,-0.550587017884492,-0.39785624463418073,-0.25487781805584125,-0.4443679131168581,-0.4107449416773632,-0.13466928916589138,-0.46738198415451837,-0.6680302163965613,-0.6542454857004276,0.05608403836408768,-0.9345978085037362,1.7397337694979798,-0.5285232658596701,-1.179498141331384,-0.6585872913712656,-0.025492743198001554,-0.8058106866051962,-0.6015083785631242,-0.4149138984794263,-0.27831885964595054,-0.3183958364696514,0.07375597153666706,-0.15521357370532954,1.612121221242524,0.005377261664043444,0.1710597216224629,-0.9949911509786,-0.4834094662261132,3.93545852847992,0.5916675764528198,-0.6741392620460898,-0.19882868363072573,0.31706483850453293,-0.4424960712921432,-0.44249607129214336,-0.29724029049182954,-0.737303333879383,-0.44683343286834276,0.4644466153358559,0.3149218928507412,0.294265226245639,1.959592295777231,0.14617469238037145,0.23322660447524257,-0.31159683811666916,-0.5065543529149948,-0.6542655229061675,-0.4093549743040096,-1.8547795466839696,-0.2365915088352883,0.27960063969026355,3.750665908779887,-0.018861570829881397,-0.2626554643904472,0.7854507899808086,4.50585072306575,-0.834033409653665,-0.4955264039207629,-0.1324061141614987,4.594138417290468,0.7618507951340868,-0.17434157542625084,1.5909779793263685,2.0006818489156473,0.04546837551427704,-0.11399339348501945,1.9426169882558584,-0.603959790037833,1.7110525499611395,-0.029778900259238034,-0.1878681322047409,-0.026089048212481737,1.681696217197643,0.21746246951135093,-0.38943930699817314,1.2703396721262556,-0.8613285794069679,0.12315838243476063,-0.2156140906801475,0.10428869941903314,-1.5798699932660296,-0.6779328856342394,5.225422538972342,1.7617899428391994,0.8673020301696892,0.674948093205896,1.1053148193713263,-1.35821465784579,0.21037661409992467,0.5366731959534226,2.820820837732927,2.8147524093235408,4.464323665944887,0.1185877490319636,-0.10969166412607505,0.5190698189148488,3.973228658274226,0.5197430322524186,3.8314773209783572,0.6209195398754198,-0.12275789431585861,0.3728969132538434,2.6218877491588675,2.4938905825005535,0.4513755603044783,0.17673372878409102,0.9458788278391911,0.07513639203031179,0.36288089231931714,0.4861727234800046,-0.5623498319217901,-1.3603322587171116,-0.5123806797917391,0.3027098062650019,-0.08885865113783555,-0.3139538038794484,2.3521756134025464,0.22503276169809555,0.508649045904285
Monocyte classical,2.443884587790517,2.4014738468568138,0.6219870619891255,-0.004485929391228372,0.6741708361912562,-0.48291638507083107,1.324439246155135,4.440811759215974,1.8548563157311582,2.576981249314557,1.6230870553840082,0.3473677479080445,1.30370947368503,2.8039439198322937,1.034882837394885,0.7834037738928863,0.24562542692827719,0.32650666568219794,2.9561678423093096,-0.11477769528708258,0.06783357844442461,2.11331348292564,3.8010125427315065,2.8522792408594317,-0.9891415993744048,0.37065451711745295,-0.12592118178036193,1.9274878543395284,3.170686957976077,1.4955979144698908,-2.3786678545874893,-0.7699493804215767,1.1499862262993377,0.22764458427913056,-0.1557412279467115,-0.08263598676137199,1.1644584129950917,-0.46381053423603136,-0.38148426177053973,4.29950791083844,1.9209219761842113,1.1242423167580438,4.078040859805838,-0.20740549886868515,3.6746538806303284,-0.4562575999049039,1.272611288726027,-0.43355281781842797,0.8559551360637908,5.111002555333117,7.110477656064025,-0.45450855368881765,0.7022978758806486,1.2187875196360254,-0.5701705249400013,3.6695882853161312,-0.6241540342986791,5.567916418727504,1.4180169634859396,0.14355713490881356,1.3080425549624684,0.5584772515042591,2.119767187477064,1.0899788670135924,1.4356111518067307,1.5151526991167783,-1.5589927080389527,-0.17948833529675529,-0.00021408251913048463,0.5580837598713898,1.7959668692032997,2.0635266758233035,0.877201985680859,0.9783937625090442,1.460469387839831,0.48185462821080727,0.18773954405586807,0.9417800026082517,1.3377297904386878,0.33246879249095174,-0.9338478328898963,-0.7497352826877085,-0.3298222335287201,1.2547004396094905,0.05805385580150326,-0.22886541108790542,-0.4168926977759938,-0.5070262565894048,-0.2366913149826584,0.150901984492627,-0.2770233824029889,0.25992131689292,3.0437961660592268,0.3144620239623309,0.7589467308858463,-0.4389748857339127,-0.4218828706987366,-0.27055519769363917,0.8582271477859749,1.1486056585009847,-0.578314188819596,0.8176143200100657,0.9804290209427203,1.2365405726099257,1.552827332975024,0.8562235313324368,-0.11490442005628933,0.407966009341044,0.3506269772513535,2.976753387580972,2.521045686976426,2.6723909127619208,0.31463546831574757,2.544932383985184,1.1054496486514978,0.022235397485918275,1.1307460209512559,0.31142171706605537,1.292005342808038,0.29541981955204927,-0.11189695119549116,-0.09201820934886448,-0.3056050315455686,-0.40280132567630644,2.1384335477268523,1.4483361812117952,-0.3998879271261254,-0.17665450038082003,-0.5693020887225264,-0.5983198423627005,2.682084653419669,-0.12257853962421356,-0.16255193344684865,-0.6887027497228051,1.5713619792437599,0.9165280339297903,1.7854663189278972,-0.5380567254064063,-0.5043202062578431,1.0413569400307885,0.7261936320137179,1.800899451104965,-0.08500852171267957,-0.044112644554980915,10.5347974635171,0.45430015590177275,-0.6992292828772587,-0.468198264607014,-0.16472768986462477,-0.00652992338322274,-0.0052101930812866945,0.6529240542787278,1.2688464579210934,-0.42333993554817806,0.7345247858117749,-0.25568820910508394,1.7196224021747015,0.32329265978302896,3.6840865848362996,1.2323874091588305,4.643815254114331,4.4506805308165,0.8903654950716247,-0.14435379119130667,-0.2417788120781874,2.867695762372676,-0.5585505641206641,0.7838183088249263,0.07967703778596386,-0.178789415507055,-0.16023796804655055,-0.49770446145788544,-0.6482994481519239,0.6968617878166675,-0.3755968747140605,-0.21707782674627535,0.0565579177904923,-0.2994389086309547,-0.38932975900810624,0.10900969683040573,-0.2530706545345972,-0.716414456770313,-0.5691732479842412,0.12956458139804633,-0.910791555721643,2.846859593800338,-0.3853663661207823,-1.1585612365517481,0.6437341967764567,0.7674685238560439,-0.1554633820328294,-0.4528986298378054,-0.3045106601803208,0.2718605223499766,-0.18858758538476053,0.19374172612666254,0.9336005711862745,3.330561390734698,0.7733192110289396,0.33220074903456237,-0.32548848825722343,-0.47631611225249476,5.092893500755875,1.6364239679610166,-0.06614056992543363,0.3109468107750697,0.6557269264630834,-0.33411889312831256,-0.39316918203533757,-0.289026293640108,-0.6453951855315768,-0.4262935693347214,1.086928737742311,1.4784149135950455,1.1953595605162342,0.8991931218989166,-0.07900419287899606,0.395764143581119,-0.42169610075159825,-0.4343911708426757,-0.6093499378331271,0.295757862160589,-1.3754525054329072,-0.08138526117597686,0.5480153877961318,3.743068462624137,0.11030230909159908,0.542245950153468,0.56201480107756,5.893657656041793,-0.3745747324412923,-0.609101719860962,-0.22482888114548832,5.224819391701846,3.0077944465287483,0.25465913522105715,3.4141367368261433,2.7687831719471925,0.04310277921683941,0.16247757558397896,2.951156542985742,-0.14404634607367672,2.3358315397242353,0.0871546625768276,-0.027230678666982144,0.28576831218310106,1.8966919747864277,0.3334540611208993,-0.3213181907135913,2.0228275979495356,-0.4880487083713227,0.33621265797679895,0.37793200443376623,0.34938764655020954,-0.8811046823947637,-0.5191305274576106,2.3673050540177027,1.4365178085001575,0.8145071412650329,-0.04079414202161101,2.17492274374815,-1.121432727475812,0.25444705969504017,0.9201831562000251,3.3912205872220245,3.605731152563117,4.464864487928568,0.41690676612756283,-0.19060829758150502,0.1975000194370133,3.201683695192493,0.6818244746894603,3.254890890473174,1.0381374024180476,-0.06401312041360976,0.7024227280463142,2.9423387777624597,1.750446384752145,0.597832249433546,0.201609026295768,1.1760095815763116,0.3393091476610881,0.14661832726714955,0.6267902987369661,-0.22205811110382273,-0.9204174948782827,-0.4112688734639553,0.31028101104186034,-0.15601369830120318,-0.28493382464882194,1.6344721396886444,0.21479733639385795,0.3518802828618287
Monocyte non-classical,1.749233244283499,3.0112867824131646,0.8190008379721636,0.3247762065577093,0.8384133280999432,-0.5961255472736829,1.490681662062963,4.133869899498158,1.978495235908298,2.611190533484263,1.7114425124696726,0.5086511334768234,1.160976896845359,3.063378537527431,1.6390513449405932,1.0695211417476238,0.3457931507686909,0.35249419088793643,3.770749055471694,0.008931879355338092,-0.062235890245469314,1.678030379952313,2.0029164816658276,2.372653184478249,-1.5224103603094443,0.526877280330933,0.029818993498080395,2.7816261705403944,3.141627033689079,1.6575325065468238,-1.422181606473774,-0.7581665113464212,1.0075814540592767,0.5346411305896935,-0.2553530258651202,0.04447957958613705,1.2188545630031444,-0.4961390376825635,-0.33133654062399076,4.7552262637035305,2.019084974063694,1.3778931079470818,3.857225210072768,0.14600268007269826,4.671649389105854,-0.46816279793410415,1.4553635335839215,-0.6424285264667923,1.1176670481164106,5.509712789211642,6.29954740210999,-0.5165728247700203,0.7365461273499514,1.2997523105321938,-0.44239150726699467,3.7695082600934864,-0.6330169871361698,6.63720591703082,0.9733422278024771,0.20849501031640613,0.9938377596452543,0.6379771300979132,2.5410080767602947,1.196784451251214,1.31343460413409,1.5545998367640603,-1.6845719771181795,-0.027909390756185,0.2759909689422318,0.8426784206223153,2.4270832571461933,1.974490512461475,0.7908067914792756,1.4335633556311067,1.958043997453432,0.7097810066939744,0.37204654887791566,1.0288973900707936,1.3061745874861408,0.19096511699322197,-0.8214291762153563,-0.6757263346974443,-0.1642497911498955,1.2965101019498364,0.08369507773029157,-0.29281210480668685,-0.5426420453289706,-0.4438204240983613,0.39281352805395736,0.13302479645179044,-0.275413448142422,0.2744322128232,3.5361947279307753,0.48830347196540064,0.987022252446247,-0.49299564107186344,-0.5358684085737706,-0.191393891280142,1.0996444261648177,0.7928563327512659,-0.6705913988171973,1.2018113691402879,1.3552110793227836,1.7494713124174495,2.0303744863385282,0.8810118356044854,-0.013682851136394114,-0.21981946656768717,0.7905590842083009,2.621089015127994,2.8303205532327635,2.1607739897741145,0.26864016955136616,2.5914228073645282,1.0371877361889568,-0.1158939400804158,1.1250498831965612,0.4883647092459923,1.759713168391182,0.3816383964131872,-0.021331054565402654,-0.15395522148411564,-0.24125346800155045,-0.44175443144724413,2.5720789254652012,1.4019041038772,-0.2835492180352267,-0.07745984098224783,-0.689012384710286,-0.6161763778391699,2.638015047940366,0.0200308504280466,-0.06683050234844427,-0.8079314000979995,1.587362493071251,1.1269416185906616,1.6433988027776825,-0.5846740453348219,-0.633064770966144,1.0667090469907445,0.8373453028620343,1.9127807763400138,-0.0031151242202007074,-0.04642030167579048,11.537773677447738,0.23809429326650997,-0.7246076647167576,-0.46964975544290255,-0.2459106266267227,0.1850398173090061,-0.120227722700136,1.1559611292430643,1.229441509558383,-0.4742094255058963,0.9400803584370366,-0.14199373633505005,2.2019638076951917,0.276836791440062,3.9885796143213192,1.1178838348568085,5.367848374829253,5.111218911033318,1.1854563879003444,0.2400693417764982,-0.28409942845086816,3.0445295156793115,-0.6127028324953699,0.8980909529611368,0.23563679528520529,-0.1462579770165293,-0.1695865882217898,-0.576799673339456,-0.6866859776616708,0.8611119762497931,-0.41794319479963354,-0.3871820145838441,0.424793430870754,-0.1756466337627026,-0.4540221819724453,0.2849165204131068,-0.2120996179813459,-0.6634331187815622,-0.688447721984381,0.4363848307199859,-1.024617770480951,4.289061396481922,-0.3616972932792513,-1.382003606175734,0.3118131277528662,1.4151688222299101,-0.06878814276291687,-0.5937296162774728,-0.17159935149791952,0.5703399834587676,-0.17713898154292312,0.44167907079540564,1.0475582710571472,3.6142087806065404,1.0272373934416128,0.46958815951041905,-0.2783462568031725,-0.5412335954884518,9.29813910496476,2.5212517738795044,0.13969567529483945,0.7866616762215863,0.8816569400659208,-0.38997805481896425,-0.41197109959486367,-0.3575774133560148,-0.6151317293957979,-0.41869729807295614,1.8942103116240312,1.852625075914207,1.3838970742686787,1.0500609848711846,0.10119724072276236,0.7157546597911946,-0.5302068467196211,-0.49602139824742275,-0.7109579975675755,0.5729524622424038,-1.5097518457965082,0.15128681768816,0.8332849810800904,3.844424033388945,0.1531048262347741,0.9184722515864814,0.8334763832480488,6.049396943906436,-0.1204022751239643,-0.09730032603071108,-0.16959620646484172,5.195814493111021,4.321669231222579,1.040960257849884,4.0340050492834445,2.5710993065836316,0.09867096738811884,0.09982247565593196,2.749871428321506,0.2353797094427851,2.2773240492144726,0.4027682739662514,0.03368852800083312,0.6017288179999971,1.34283297458012,0.4235354244414278,-0.1824690545220099,1.554346246759628,-0.5502713031643504,0.4580066675289399,0.45781015105848083,0.598964005410127,-0.9642564953551995,-0.5678645655909675,2.3943791902594476,1.6997816093549822,0.9669848535359631,0.1238240440387131,2.303722531694059,-0.9967441243819768,0.5554180534383426,0.07077811214301949,3.6321434451365655,3.930292189067189,5.169834162800325,0.546347020087667,-0.24815769507160187,0.2052689473175997,3.8557303241329546,0.8456220411710056,3.5508496048068237,1.2040814307941317,-0.0666181287845035,1.088600798616469,2.3612173283899507,1.9611728163312332,0.6549025921179263,0.5308983033858299,1.2602256091617479,0.41216520493792036,0.25361052641481846,0.48241614082451,-0.10219305214700429,-1.0813074352959355,-0.48226309764202,0.5106653248433393,-0.04947945134786437,-0.2971453966921773,2.0659336068129384,0.36038924088853713,0.8966508340305808
