gene,bin,scaled,lineage
PIMREG,6,-0.8048499,Pre-B large
PIMREG,7,-1.0209147,Pre-B large
PIMREG,8,-0.7036832,Pre-B large
PIMREG,9,-0.729816,Pre-B large
PIMREG,10,-1.0209147,Pre-B large
PIMREG,11,-0.9213853,Pre-B large
PIMREG,12,0.17863126,Pre-B large
PIMREG,13,-0.44541657,Pre-B large
PIMREG,14,-0.65703744,Pre-B large
PIMREG,15,-0.38439354,Pre-B large
PIMREG,16,-0.35323492,Pre-B large
PIMREG,17,0.4303829,Pre-B large
PIMREG,18,-0.4613343,Pre-B large
PIMREG,19,0.02285855,Pre-B large
PIMREG,20,-0.8467223,Pre-B large
PIMREG,21,-0.4372288,Pre-B large
PIMREG,22,-0.6951645,Pre-B large
PIMREG,23,0.79119784,Pre-B large
PIMREG,24,-0.5344635,Pre-B large
PIMREG,25,0.29674476,Pre-B large
PIMREG,26,0.14045127,Pre-B large
PIMREG,27,1.3918425,Pre-B large
PIMREG,28,-0.6853108,Pre-B large
PIMREG,29,0.72122324,Pre-B large
PIMREG,30,-0.3083584,Pre-B large
PIMREG,31,1.4211364,Pre-B large
PIMREG,32,-0.25209346,Pre-B large
PIMREG,33,0.67863256,Pre-B large
PIMREG,34,0.5678897,Pre-B large
PIMREG,35,2.4776607,Pre-B large
PIMREG,36,0.6949496,Pre-B large
PIMREG,37,2.6040385,Pre-B large
PIMREG,38,2.3406491,Pre-B large
PIMREG,39,1.5286468,Pre-B large
NUSAP1,0,-1.6328236,Pre-B large
NUSAP1,1,-1.2625241,Pre-B large
NUSAP1,2,-1.2005724,Pre-B large
NUSAP1,3,-1.0919203,Pre-B large
NUSAP1,4,-0.9798963,Pre-B large
NUSAP1,5,-1.5138448,Pre-B large
NUSAP1,6,-1.0549538,Pre-B large
NUSAP1,7,-1.0581793,Pre-B large
NUSAP1,8,-0.3088205,Pre-B large
NUSAP1,9,-0.977487,Pre-B large
NUSAP1,10,-0.39521703,Pre-B large
NUSAP1,11,-1.1939021,Pre-B large
NUSAP1,12,0.17597772,Pre-B large
NUSAP1,13,-0.27589458,Pre-B large
NUSAP1,14,-0.5900134,Pre-B large
NUSAP1,15,-0.26018524,Pre-B large
NUSAP1,16,-0.6165857,Pre-B large
NUSAP1,17,-1.1390325,Pre-B large
NUSAP1,18,0.10563846,Pre-B large
NUSAP1,19,-0.52984333,Pre-B large
NUSAP1,20,-0.35139066,Pre-B large
NUSAP1,21,-0.032385677,Pre-B large
NUSAP1,22,-0.015052268,Pre-B large
NUSAP1,23,0.21165729,Pre-B large
NUSAP1,24,0.7525268,Pre-B large
NUSAP1,25,-0.3168839,Pre-B large
NUSAP1,26,0.6068479,Pre-B large
NUSAP1,27,0.65116036,Pre-B large
NUSAP1,28,-0.031206405,Pre-B large
NUSAP1,29,1.2327669,Pre-B large
NUSAP1,30,0.9284937,Pre-B large
NUSAP1,31,0.33812693,Pre-B large
NUSAP1,32,0.93588907,Pre-B large
NUSAP1,33,1.0292877,Pre-B large
NUSAP1,34,1.3158861,Pre-B large
NUSAP1,35,1.5468099,Pre-B large
NUSAP1,36,1.6162755,Pre-B large
NUSAP1,37,1.6383342,Pre-B large
NUSAP1,38,1.9436711,Pre-B large
NUSAP1,39,1.7992651,Pre-B large
TUBB,0,-1.824563,Pre-B large
TUBB,1,-1.148669,Pre-B large
TUBB,2,-2.13822,Pre-B large
TUBB,3,-0.8949935,Pre-B large
TUBB,4,-0.629731,Pre-B large
TUBB,5,-1.5265486,Pre-B large
TUBB,6,-0.84444493,Pre-B large
TUBB,7,-1.1530092,Pre-B large
TUBB,8,-0.7557222,Pre-B large
TUBB,9,-0.75897706,Pre-B large
TUBB,10,-1.1182511,Pre-B large
TUBB,11,-0.87045014,Pre-B large
TUBB,12,-0.26896566,Pre-B large
TUBB,13,-0.16246597,Pre-B large
TUBB,14,-0.77774256,Pre-B large
TUBB,15,-0.09520249,Pre-B large
TUBB,16,-0.14575595,Pre-B large
TUBB,17,-0.6199852,Pre-B large
TUBB,18,-0.48508883,Pre-B large
TUBB,19,-0.20818153,Pre-B large
TUBB,20,-0.23794116,Pre-B large
TUBB,21,-0.5406014,Pre-B large
TUBB,22,0.3612614,Pre-B large
TUBB,23,0.48955902,Pre-B large
TUBB,24,0.53799057,Pre-B large
TUBB,25,0.29560015,Pre-B large
TUBB,26,0.70744216,Pre-B large
TUBB,27,0.42271984,Pre-B large
TUBB,28,0.47585872,Pre-B large
TUBB,29,1.0228018,Pre-B large
TUBB,30,0.8777972,Pre-B large
TUBB,31,0.7594624,Pre-B large
TUBB,32,1.2617465,Pre-B large
TUBB,33,1.1590463,Pre-B large
TUBB,34,1.1552945,Pre-B large
TUBB,35,1.4694155,Pre-B large
TUBB,36,1.3045808,Pre-B large
TUBB,37,1.5845392,Pre-B large
TUBB,38,1.8919272,Pre-B large
TUBB,39,1.4284778,Pre-B large
TUBA1B,0,-2.5607626,Pre-B large
TUBA1B,1,-1.4866627,Pre-B large
TUBA1B,2,-1.2569687,Pre-B large
TUBA1B,3,-1.3221045,Pre-B large
TUBA1B,4,-1.3386555,Pre-B large
TUBA1B,5,-1.1225991,Pre-B large
TUBA1B,6,-0.7365569,Pre-B large
TUBA1B,7,-0.8348979,Pre-B large
TUBA1B,8,-0.4652202,Pre-B large
TUBA1B,9,-0.52375233,Pre-B large
TUBA1B,10,-0.47938856,Pre-B large
TUBA1B,11,-1.1348075,Pre-B large
TUBA1B,12,-0.00042833702,Pre-B large
TUBA1B,13,-0.09355867,Pre-B large
TUBA1B,14,-1.1863756,Pre-B large
TUBA1B,15,-0.2251303,Pre-B large
TUBA1B,16,-0.2686052,Pre-B large
TUBA1B,17,-0.5462003,Pre-B large
TUBA1B,18,-0.32473242,Pre-B large
TUBA1B,19,0.192166,Pre-B large
TUBA1B,20,-0.42524987,Pre-B large
TUBA1B,21,-0.45152795,Pre-B large
TUBA1B,22,0.44299185,Pre-B large
TUBA1B,23,0.44211546,Pre-B large
TUBA1B,24,0.49864763,Pre-B large
TUBA1B,25,0.42045665,Pre-B large
TUBA1B,26,0.91287285,Pre-B large
TUBA1B,27,0.4008466,Pre-B large
TUBA1B,28,0.20536657,Pre-B large
TUBA1B,29,0.86419404,Pre-B large
TUBA1B,30,0.82758033,Pre-B large
TUBA1B,31,0.44382465,Pre-B large
TUBA1B,32,1.1378126,Pre-B large
TUBA1B,33,1.2710457,Pre-B large
TUBA1B,34,1.3702267,Pre-B large
TUBA1B,35,1.3974721,Pre-B large
TUBA1B,36,1.233187,Pre-B large
TUBA1B,37,1.4964163,Pre-B large
TUBA1B,38,1.7722436,Pre-B large
TUBA1B,39,1.4547291,Pre-B large
MKI67,0,-1.9354604,Pre-B large
MKI67,1,-1.2392365,Pre-B large
MKI67,2,-1.3547649,Pre-B large
MKI67,3,-1.2338601,Pre-B large
MKI67,4,-0.5625845,Pre-B large
MKI67,5,-1.441862,Pre-B large
MKI67,6,-0.86002684,Pre-B large
MKI67,7,-0.9875154,Pre-B large
MKI67,8,-0.30660346,Pre-B large
MKI67,9,-1.2669138,Pre-B large
MKI67,10,-0.6407839,Pre-B large
MKI67,11,-0.8057869,Pre-B large
MKI67,12,-0.36933234,Pre-B large
MKI67,13,-0.41169238,Pre-B large
MKI67,14,-0.5470794,Pre-B large
MKI67,15,-0.4107878,Pre-B large
MKI67,16,-0.35372764,Pre-B large
MKI67,17,-1.0567003,Pre-B large
MKI67,18,1.1845179,Pre-B large
MKI67,19,0.32919717,Pre-B large
MKI67,20,-0.22104895,Pre-B large
MKI67,21,-0.49378803,Pre-B large
MKI67,22,0.39448756,Pre-B large
MKI67,23,0.18037505,Pre-B large
MKI67,24,0.34427148,Pre-B large
MKI67,25,-0.28001142,Pre-B large
MKI67,26,0.7093164,Pre-B large
MKI67,27,0.7248728,Pre-B large
MKI67,28,-0.35885072,Pre-B large
MKI67,29,0.37145817,Pre-B large
MKI67,30,1.8069576,Pre-B large
MKI67,31,1.0762908,Pre-B large
MKI67,32,0.49706537,Pre-B large
MKI67,33,1.5479039,Pre-B large
MKI67,34,0.40578753,Pre-B large
MKI67,35,1.2547703,Pre-B large
MKI67,36,1.4448612,Pre-B large
MKI67,37,1.4921107,Pre-B large
MKI67,38,1.3881255,Pre-B large
MKI67,39,1.9860457,Pre-B large
TOP2A,0,-1.5400995,Pre-B large
TOP2A,1,-1.2278078,Pre-B large
TOP2A,2,-1.3248818,Pre-B large
TOP2A,3,-1.4115895,Pre-B large
TOP2A,4,-1.2662127,Pre-B large
TOP2A,5,-1.314638,Pre-B large
TOP2A,6,-0.878861,Pre-B large
TOP2A,7,-0.8972341,Pre-B large
TOP2A,8,-0.58403766,Pre-B large
TOP2A,9,-0.98359334,Pre-B large
TOP2A,10,-0.40862915,Pre-B large
TOP2A,11,-0.8394309,Pre-B large
TOP2A,12,-0.43566474,Pre-B large
TOP2A,13,-0.09746912,Pre-B large
TOP2A,14,-0.71188277,Pre-B large
TOP2A,15,-0.016747355,Pre-B large
TOP2A,16,-0.7552671,Pre-B large
TOP2A,17,-0.8491175,Pre-B large
TOP2A,18,0.35913065,Pre-B large
TOP2A,19,0.22426246,Pre-B large
TOP2A,20,-0.1216518,Pre-B large
TOP2A,21,-0.59566015,Pre-B large
TOP2A,22,-0.35191008,Pre-B large
TOP2A,23,0.3109408,Pre-B large
TOP2A,24,0.30773926,Pre-B large
TOP2A,25,-0.049858484,Pre-B large
TOP2A,26,0.22634919,Pre-B large
TOP2A,27,0.09943927,Pre-B large
TOP2A,28,0.87691545,Pre-B large
TOP2A,29,1.4409662,Pre-B large
TOP2A,30,0.5290947,Pre-B large
TOP2A,31,0.90749246,Pre-B large
TOP2A,32,1.0548667,Pre-B large
TOP2A,33,0.493579,Pre-B large
TOP2A,34,1.1180385,Pre-B large
TOP2A,35,1.2734419,Pre-B large
TOP2A,36,1.8101844,Pre-B large
TOP2A,37,1.5197934,Pre-B large
TOP2A,38,1.7825005,Pre-B large
TOP2A,39,2.3275068,Pre-B large
UBE2C,0,-1.6281745,Pre-B large
UBE2C,1,-0.8879846,Pre-B large
UBE2C,2,-1.1728313,Pre-B large
UBE2C,3,-1.0854025,Pre-B large
UBE2C,4,-0.42269278,Pre-B large
UBE2C,5,-1.4642086,Pre-B large
UBE2C,6,-0.94452417,Pre-B large
UBE2C,7,-1.171037,Pre-B large
UBE2C,8,-0.3706754,Pre-B large
UBE2C,9,-0.885699,Pre-B large
UBE2C,10,-0.90303105,Pre-B large
UBE2C,11,-1.0784262,Pre-B large
UBE2C,12,-0.3084195,Pre-B large
UBE2C,13,-0.5086431,Pre-B large
UBE2C,14,-0.5311129,Pre-B large
UBE2C,15,-0.373729,Pre-B large
UBE2C,16,-0.29049534,Pre-B large
UBE2C,17,-0.91985404,Pre-B large
UBE2C,18,0.013424719,Pre-B large
UBE2C,19,0.20096946,Pre-B large
UBE2C,20,-0.2740081,Pre-B large
UBE2C,21,-0.7672962,Pre-B large
UBE2C,22,-0.47012556,Pre-B large
UBE2C,23,-0.22605342,Pre-B large
UBE2C,24,0.112477556,Pre-B large
UBE2C,25,0.1331424,Pre-B large
UBE2C,26,0.30595523,Pre-B large
UBE2C,27,0.67645836,Pre-B large
UBE2C,28,0.53149796,Pre-B large
UBE2C,29,0.85939825,Pre-B large
UBE2C,30,1.4268979,Pre-B large
UBE2C,31,0.7658379,Pre-B large
UBE2C,32,0.7846672,Pre-B large
UBE2C,33,0.8979747,Pre-B large
UBE2C,34,1.1074477,Pre-B large
UBE2C,35,1.338417,Pre-B large
UBE2C,36,1.2408677,Pre-B large
UBE2C,37,1.5930908,Pre-B large
UBE2C,38,2.1616635,Pre-B large
UBE2C,39,2.5342438,Pre-B large
CD24,0,-2.200013,Pre-B large
CD24,1,-1.5720036,Pre-B large
CD24,2,-0.8113535,Pre-B large
CD24,3,-1.3623588,Pre-B large
CD24,4,-0.96401286,Pre-B large
CD24,5,0.06258644,Pre-B large
CD24,6,-1.739562,Pre-B large
CD24,7,-1.234789,Pre-B large
CD24,8,0.8041811,Pre-B large
CD24,9,1.124404,Pre-B large
CD24,10,1.0939554,Pre-B large
CD24,11,-0.16788971,Pre-B large
CD24,12,0.3635574,Pre-B large
CD24,13,-0.15214984,Pre-B large
CD24,14,0.78622925,Pre-B large
CD24,15,-0.2861025,Pre-B large
CD24,16,-0.040415898,Pre-B large
CD24,17,0.9811566,Pre-B large
CD24,18,0.7974205,Pre-B large
CD24,19,-1.1689203,Pre-B large
CD24,20,-0.7949976,Pre-B large
CD24,21,-0.5135236,Pre-B large
CD24,22,-0.6448498,Pre-B large
CD24,23,0.9094557,Pre-B large
CD24,24,-0.5402316,Pre-B large
CD24,25,0.6924748,Pre-B large
CD24,26,-0.096955486,Pre-B large
CD24,27,0.42856777,Pre-B large
CD24,28,0.2886956,Pre-B large
CD24,29,-0.5736615,Pre-B large
CD24,30,-0.51807857,Pre-B large
CD24,31,0.60273176,Pre-B large
CD24,32,-0.78812313,Pre-B large
CD24,33,-0.48550263,Pre-B large
CD24,34,1.5949306,Pre-B large
CD24,35,-0.042845216,Pre-B large
CD24,36,1.1289822,Pre-B large
CD24,37,1.1906706,Pre-B large
CD24,38,1.7171711,Pre-B large
CD24,39,2.131176,Pre-B large
SMC4,0,-1.8365744,Pre-B large
SMC4,1,-2.204681,Pre-B large
SMC4,2,-1.4024731,Pre-B large
SMC4,3,-1.4847175,Pre-B large
SMC4,4,-0.62925905,Pre-B large
SMC4,5,-1.0855389,Pre-B large
SMC4,6,0.017785864,Pre-B large
SMC4,7,-1.0114968,Pre-B large
SMC4,8,-0.8107457,Pre-B large
SMC4,9,-0.3691406,Pre-B large
SMC4,10,-0.08219671,Pre-B large
SMC4,11,-0.86601007,Pre-B large
SMC4,12,-0.4263481,Pre-B large
SMC4,13,-0.4819462,Pre-B large
SMC4,14,-0.48092255,Pre-B large
SMC4,15,-0.17387371,Pre-B large
SMC4,16,0.26872805,Pre-B large
SMC4,17,-1.3857502,Pre-B large
SMC4,18,-0.38430446,Pre-B large
SMC4,19,-0.09323012,Pre-B large
SMC4,20,0.16017972,Pre-B large
SMC4,21,0.58523595,Pre-B large
SMC4,22,-0.18813217,Pre-B large
SMC4,23,0.4788653,Pre-B large
SMC4,24,-0.19284447,Pre-B large
SMC4,25,0.46527165,Pre-B large
SMC4,26,0.11225132,Pre-B large
SMC4,27,0.5694194,Pre-B large
SMC4,28,1.4617747,Pre-B large
SMC4,29,1.4470958,Pre-B large
SMC4,30,1.3619008,Pre-B large
SMC4,31,0.83416474,Pre-B large
SMC4,32,0.74161845,Pre-B large
SMC4,33,-0.1445043,Pre-B large
SMC4,34,1.1176226,Pre-B large
SMC4,35,-0.13701233,Pre-B large
SMC4,36,1.535315,Pre-B large
SMC4,37,0.8696615,Pre-B large
SMC4,38,1.5521599,Pre-B large
SMC4,39,2.2926416,Pre-B large
CENPF,0,-1.775426,Pre-B large
CENPF,1,-1.1538267,Pre-B large
CENPF,2,-0.574781,Pre-B large
CENPF,3,-0.9653756,Pre-B large
CENPF,4,-1.0404757,Pre-B large
CENPF,5,-1.1371121,Pre-B large
CENPF,6,0.20689361,Pre-B large
CENPF,7,-1.1116467,Pre-B large
CENPF,8,-0.66394573,Pre-B large
CENPF,9,0.05131333,Pre-B large
CENPF,10,0.3549984,Pre-B large
CENPF,11,-1.2710346,Pre-B large
CENPF,12,-0.49406582,Pre-B large
CENPF,13,-0.11105918,Pre-B large
CENPF,14,-0.45592546,Pre-B large
CENPF,15,-0.6166441,Pre-B large
CENPF,16,-1.1745205,Pre-B large
CENPF,17,-0.2658159,Pre-B large
CENPF,18,-0.92315876,Pre-B large
CENPF,19,-0.43923303,Pre-B large
CENPF,20,-0.9993133,Pre-B large
CENPF,21,-0.58732074,Pre-B large
CENPF,22,0.5545248,Pre-B large
CENPF,23,0.5394771,Pre-B large
CENPF,24,1.0187737,Pre-B large
CENPF,25,-0.5703341,Pre-B large
CENPF,26,0.06924861,Pre-B large
CENPF,27,0.6686064,Pre-B large
CENPF,28,0.2894977,Pre-B large
CENPF,29,1.1235061,Pre-B large
CENPF,30,0.36858732,Pre-B large
CENPF,31,-0.08843341,Pre-B large
CENPF,32,0.31151834,Pre-B large
CENPF,33,0.4873616,Pre-B large
CENPF,34,0.79712987,Pre-B large
CENPF,35,1.5380479,Pre-B large
CENPF,36,1.8822197,Pre-B large
CENPF,37,2.159666,Pre-B large
CENPF,38,1.6159487,Pre-B large
CENPF,39,2.3821292,Pre-B large
BIRC5,0,-2.1132934,Pre-B large
BIRC5,1,-1.3190082,Pre-B large
BIRC5,2,-0.9037358,Pre-B large
BIRC5,3,-0.5803561,Pre-B large
BIRC5,4,-1.7997766,Pre-B large
BIRC5,5,-1.3695579,Pre-B large
BIRC5,6,-0.7214352,Pre-B large
BIRC5,7,-0.44820148,Pre-B large
BIRC5,8,-0.55707777,Pre-B large
BIRC5,9,-0.21206829,Pre-B large
BIRC5,10,-0.09624825,Pre-B large
BIRC5,11,-0.7950198,Pre-B large
BIRC5,12,-0.4608454,Pre-B large
BIRC5,13,-0.5818181,Pre-B large
BIRC5,14,-0.46052173,Pre-B large
BIRC5,15,-0.5807169,Pre-B large
BIRC5,16,-0.39919397,Pre-B large
BIRC5,17,0.11455191,Pre-B large
BIRC5,18,0.32112923,Pre-B large
BIRC5,19,0.040191486,Pre-B large
BIRC5,20,-0.8020361,Pre-B large
BIRC5,21,-0.22299089,Pre-B large
BIRC5,22,-0.09882741,Pre-B large
BIRC5,23,0.17144577,Pre-B large
BIRC5,24,-0.044135697,Pre-B large
BIRC5,25,0.039509203,Pre-B large
BIRC5,26,0.529836,Pre-B large
BIRC5,27,-0.08544898,Pre-B large
BIRC5,28,0.5676007,Pre-B large
BIRC5,29,1.0833017,Pre-B large
BIRC5,30,1.1863252,Pre-B large
BIRC5,31,-0.19181058,Pre-B large
BIRC5,32,0.44603506,Pre-B large
BIRC5,33,0.08423415,Pre-B large
BIRC5,34,1.3652897,Pre-B large
BIRC5,35,1.8941395,Pre-B large
BIRC5,36,0.6791953,Pre-B large
BIRC5,37,1.578457,Pre-B large
BIRC5,38,1.8197784,Pre-B large
BIRC5,39,2.9231083,Pre-B large
PCLAF,0,1.0567026,Erythroid late
PCLAF,1,0.49282068,Erythroid late
PCLAF,2,2.0105743,Erythroid late
PCLAF,3,0.7175004,Erythroid late
PCLAF,4,0.41440895,Erythroid late
PCLAF,5,1.6441739,Erythroid late
PCLAF,6,0.38177314,Erythroid late
PCLAF,7,0.22175744,Erythroid late
PCLAF,8,0.5716224,Erythroid late
PCLAF,9,1.8071293,Erythroid late
PCLAF,10,0.43485624,Erythroid late
PCLAF,11,0.714916,Erythroid late
PCLAF,12,1.1485865,Erythroid late
PCLAF,13,0.087834544,Erythroid late
PCLAF,14,0.22229019,Erythroid late
PCLAF,15,0.14037973,Erythroid late
PCLAF,16,0.6809561,Erythroid late
PCLAF,17,0.8120192,Erythroid late
PCLAF,18,0.20620951,Erythroid late
PCLAF,19,-0.45691952,Erythroid late
PCLAF,20,0.47766098,Erythroid late
PCLAF,21,-0.785368,Erythroid late
PCLAF,22,-1.8096876,Erythroid late
PCLAF,23,-0.37565467,Erythroid late
PCLAF,24,-1.3358512,Erythroid late
PCLAF,25,-0.32375512,Erythroid late
PCLAF,26,-1.7739834,Erythroid late
PCLAF,27,0.5939872,Erythroid late
PCLAF,28,1.0676439,Erythroid late
PCLAF,29,0.29718712,Erythroid late
PCLAF,30,-1.8137267,Erythroid late
PCLAF,31,-1.1291262,Erythroid late
PCLAF,32,-0.13022016,Erythroid late
PCLAF,33,-0.37875775,Erythroid late
PCLAF,34,-0.2526224,Erythroid late
PCLAF,35,-0.24930742,Erythroid late
PCLAF,36,-1.7639804,Erythroid late
PCLAF,37,-1.6092515,Erythroid late
PCLAF,38,-1.5023171,Erythroid late
PCLAF,39,-0.51245934,Erythroid late
APOC1,0,1.6260349,Erythroid late
APOC1,1,1.2004184,Erythroid late
APOC1,2,1.3236715,Erythroid late
APOC1,3,1.5716258,Erythroid late
APOC1,4,2.2548885,Erythroid late
APOC1,5,0.50775856,Erythroid late
APOC1,6,0.40144747,Erythroid late
APOC1,7,0.91468376,Erythroid late
APOC1,8,1.0729529,Erythroid late
APOC1,9,0.56916463,Erythroid late
APOC1,10,0.6587938,Erythroid late
APOC1,11,1.2159796,Erythroid late
APOC1,12,0.8569505,Erythroid late
APOC1,13,-0.41664785,Erythroid late
APOC1,14,0.06300912,Erythroid late
APOC1,15,0.32683885,Erythroid late
APOC1,16,0.3018099,Erythroid late
APOC1,17,-0.04799833,Erythroid late
APOC1,18,0.04901147,Erythroid late
APOC1,19,0.61568594,Erythroid late
APOC1,20,-0.8905426,Erythroid late
APOC1,21,0.2519122,Erythroid late
APOC1,22,-1.5917666,Erythroid late
APOC1,23,-0.7419475,Erythroid late
APOC1,24,-0.790044,Erythroid late
APOC1,25,0.5218379,Erythroid late
APOC1,26,-0.6305175,Erythroid late
APOC1,27,0.39389452,Erythroid late
APOC1,28,-0.5404232,Erythroid late
APOC1,29,0.19832268,Erythroid late
APOC1,30,-0.938552,Erythroid late
APOC1,31,-1.4985378,Erythroid late
APOC1,32,-0.4475728,Erythroid late
APOC1,33,-0.978629,Erythroid late
APOC1,34,-2.0105274,Erythroid late
APOC1,35,-0.9892371,Erythroid late
APOC1,36,-1.0889379,Erythroid late
APOC1,37,-0.44574264,Erythroid late
APOC1,38,-1.3962709,Erythroid late
APOC1,39,-1.4528059,Erythroid late
SYNGR1,0,-1.5103201,Erythroid late
SYNGR1,1,-0.7521641,Erythroid late
SYNGR1,2,1.0044992,Erythroid late
SYNGR1,3,0.6605878,Erythroid late
SYNGR1,4,0.19378044,Erythroid late
SYNGR1,5,1.6313767,Erythroid late
SYNGR1,6,0.43290806,Erythroid late
SYNGR1,7,0.028425202,Erythroid late
SYNGR1,8,0.7869794,Erythroid late
SYNGR1,9,0.104533345,Erythroid late
SYNGR1,10,-0.019584704,Erythroid late
SYNGR1,11,1.4347516,Erythroid late
SYNGR1,12,0.7055326,Erythroid late
SYNGR1,13,-0.00037162966,Erythroid late
SYNGR1,14,1.3587337,Erythroid late
SYNGR1,15,0.4663169,Erythroid late
SYNGR1,16,1.4895039,Erythroid late
SYNGR1,17,0.92111593,Erythroid late
SYNGR1,18,0.98375666,Erythroid late
SYNGR1,19,-0.37721005,Erythroid late
SYNGR1,20,0.10651597,Erythroid late
SYNGR1,21,0.8137153,Erythroid late
SYNGR1,22,-0.56135225,Erythroid late
SYNGR1,23,0.69175553,Erythroid late
SYNGR1,24,-0.24569425,Erythroid late
SYNGR1,25,0.38238427,Erythroid late
SYNGR1,26,-1.7093194,Erythroid late
SYNGR1,27,0.24413002,Erythroid late
SYNGR1,28,0.45790103,Erythroid late
SYNGR1,29,-1.8703614,Erythroid late
SYNGR1,30,-2.446139,Erythroid late
SYNGR1,31,-0.37136492,Erythroid late
SYNGR1,32,-0.34402364,Erythroid late
SYNGR1,33,-1.2470728,Erythroid late
SYNGR1,34,0.985424,Erythroid late
SYNGR1,35,-0.90990126,Erythroid late
SYNGR1,36,-1.3412291,Erythroid late
SYNGR1,37,-0.20802327,Erythroid late
SYNGR1,38,-1.8941787,Erythroid late
SYNGR1,39,-0.076327905,Erythroid late
EPCAM,0,-0.18804477,Erythroid late
EPCAM,1,0.84275633,Erythroid late
EPCAM,2,-0.19530448,Erythroid late
EPCAM,3,0.8158323,Erythroid late
EPCAM,4,1.6653947,Erythroid late
EPCAM,5,0.015789261,Erythroid late
EPCAM,6,2.7871091,Erythroid late
EPCAM,7,0.36628056,Erythroid late
EPCAM,8,0.93864113,Erythroid late
EPCAM,9,1.2753364,Erythroid late
EPCAM,10,1.9390321,Erythroid late
EPCAM,11,1.3921026,Erythroid late
EPCAM,12,0.5384442,Erythroid late
EPCAM,13,1.0689192,Erythroid late
EPCAM,14,0.43683094,Erythroid late
EPCAM,15,-0.8105446,Erythroid late
EPCAM,16,0.67546725,Erythroid late
EPCAM,17,0.941452,Erythroid late
EPCAM,18,-0.3824839,Erythroid late
EPCAM,19,-1.1274709,Erythroid late
EPCAM,20,0.48223767,Erythroid late
EPCAM,21,-1.2290524,Erythroid late
EPCAM,22,-0.80941135,Erythroid late
EPCAM,23,-0.27195165,Erythroid late
EPCAM,24,-1.6898807,Erythroid late
EPCAM,25,-1.0791388,Erythroid late
EPCAM,26,-0.99295455,Erythroid late
EPCAM,27,-0.90892094,Erythroid late
EPCAM,28,-0.63744164,Erythroid late
EPCAM,29,-1.6898807,Erythroid late
EPCAM,30,-0.16767985,Erythroid late
EPCAM,31,-0.37234387,Erythroid late
EPCAM,32,-0.8157492,Erythroid late
EPCAM,33,0.15802358,Erythroid late
EPCAM,34,-0.716994,Erythroid late
EPCAM,35,-0.1338783,Erythroid late
EPCAM,36,-0.7020036,Erythroid late
EPCAM,37,0.10994499,Erythroid late
EPCAM,38,-0.77588034,Erythroid late
EPCAM,39,-0.75258034,Erythroid late
FECH,0,-0.10428934,Erythroid late
FECH,1,-0.059265714,Erythroid late
FECH,2,-0.4549186,Erythroid late
FECH,3,0.24971521,Erythroid late
FECH,4,-0.40046766,Erythroid late
FECH,5,1.0631781,Erythroid late
FECH,6,0.5458334,Erythroid late
FECH,7,1.8752679,Erythroid late
FECH,8,1.4056838,Erythroid late
FECH,9,-0.67258805,Erythroid late
FECH,10,1.315883,Erythroid late
FECH,11,0.5638513,Erythroid late
FECH,12,0.6765236,Erythroid late
FECH,13,1.4576052,Erythroid late
FECH,14,-0.08419489,Erythroid late
FECH,15,0.07169686,Erythroid late
FECH,16,0.98758376,Erythroid late
FECH,17,-0.5561694,Erythroid late
FECH,18,-0.44146693,Erythroid late
FECH,19,-1.8039399,Erythroid late
FECH,20,-1.17052,Erythroid late
FECH,21,1.4668727,Erythroid late
FECH,22,1.2855572,Erythroid late
FECH,23,-0.53257215,Erythroid late
FECH,24,-1.0409105,Erythroid late
FECH,25,1.5130757,Erythroid late
FECH,26,0.76629615,Erythroid late
FECH,27,0.44895226,Erythroid late
FECH,28,-1.4256141,Erythroid late
FECH,29,0.48622435,Erythroid late
FECH,30,0.40343192,Erythroid late
FECH,31,-0.5145641,Erythroid late
FECH,32,-1.4723293,Erythroid late
FECH,33,-0.7893872,Erythroid late
FECH,34,-1.5966341,Erythroid late
FECH,35,0.5943244,Erythroid late
FECH,36,-0.60777456,Erythroid late
FECH,37,-0.599002,Erythroid late
FECH,38,-1.384525,Erythroid late
FECH,39,-1.4664216,Erythroid late
TUBB,0,1.5260333,Erythroid late
TUBB,1,0.24401936,Erythroid late
TUBB,2,1.2222583,Erythroid late
TUBB,3,0.36527237,Erythroid late
TUBB,4,-0.249525,Erythroid late
TUBB,5,-0.010795736,Erythroid late
TUBB,6,-0.47922683,Erythroid late
TUBB,7,1.2931076,Erythroid late
TUBB,8,1.9420943,Erythroid late
TUBB,9,0.213295,Erythroid late
TUBB,10,-0.90233266,Erythroid late
TUBB,11,1.1091158,Erythroid late
TUBB,12,0.26939115,Erythroid late
TUBB,13,1.5734338,Erythroid late
TUBB,14,-0.8008089,Erythroid late
TUBB,15,0.7433663,Erythroid late
TUBB,16,0.37262055,Erythroid late
TUBB,17,0.7396945,Erythroid late
TUBB,18,-0.5822484,Erythroid late
TUBB,19,-0.3466221,Erythroid late
TUBB,20,0.050360646,Erythroid late
TUBB,21,0.4218257,Erythroid late
TUBB,22,0.38968524,Erythroid late
TUBB,23,-0.5352144,Erythroid late
TUBB,24,-2.8506894,Erythroid late
TUBB,25,-0.07445612,Erythroid late
TUBB,26,-0.016174404,Erythroid late
TUBB,27,-1.9243605,Erythroid late
TUBB,28,-0.24036907,Erythroid late
TUBB,29,1.0300499,Erythroid late
