gene,bin,scaled,lineage
LGALS1,0,-3.000968,Monocyte classical
LGALS1,1,0.032829836,Monocyte classical
LGALS1,2,1.1871387,Monocyte classical
LGALS1,3,1.715696,Monocyte classical
LGALS1,4,0.7403364,Monocyte classical
LGALS1,5,0.7254128,Monocyte classical
LGALS1,6,0.57957554,Monocyte classical
LGALS1,7,1.7422544,Monocyte classical
LGALS1,8,2.0205095,Monocyte classical
LGALS1,9,2.0435023,Monocyte classical
LGALS1,10,1.5242375,Monocyte classical
LGALS1,11,1.1305618,Monocyte classical
LGALS1,12,0.4481403,Monocyte classical
LGALS1,13,0.12406729,Monocyte classical
LGALS1,14,0.05355844,Monocyte classical
LGALS1,15,0.07381985,Monocyte classical
LGALS1,16,0.37529963,Monocyte classical
LGALS1,17,-0.13700835,Monocyte classical
LGALS1,18,0.44950595,Monocyte classical
LGALS1,19,-0.20540832,Monocyte classical
LGALS1,20,-0.92232347,Monocyte classical
LGALS1,21,-0.24230342,Monocyte classical
LGALS1,22,-0.18370119,Monocyte classical
LGALS1,23,0.15131369,Monocyte classical
LGALS1,24,0.047687933,Monocyte classical
LGALS1,25,-0.5249109,Monocyte classical
LGALS1,26,-0.3916138,Monocyte classical
LGALS1,27,-0.69913316,Monocyte classical
LGALS1,28,-0.37078378,Monocyte classical
LGALS1,29,-0.28398076,Monocyte classical
LGALS1,30,-0.79214346,Monocyte classical
LGALS1,31,-0.60709727,Monocyte classical
LGALS1,32,-0.6767912,Monocyte classical
LGALS1,33,-0.1369214,Monocyte classical
LGALS1,34,-1.1096324,Monocyte classical
LGALS1,35,-0.91048586,Monocyte classical
LGALS1,36,-0.94605875,Monocyte classical
LGALS1,37,-0.7727964,Monocyte classical
LGALS1,38,-1.2712048,Monocyte classical
LGALS1,39,-0.98022664,Monocyte classical
AC020656.1,0,-0.49517792,Monocyte classical
AC020656.1,1,-0.11463848,Monocyte classical
AC020656.1,2,0.4860583,Monocyte classical
AC020656.1,3,0.90991855,Monocyte classical
AC020656.1,4,0.497284,Monocyte classical
AC020656.1,5,0.8621692,Monocyte classical
AC020656.1,6,0.4910029,Monocyte classical
AC020656.1,7,1.3721435,Monocyte classical
AC020656.1,8,0.9916058,Monocyte classical
AC020656.1,9,1.0156947,Monocyte classical
AC020656.1,10,1.6389667,Monocyte classical
AC020656.1,11,1.5148607,Monocyte classical
AC020656.1,12,0.63094485,Monocyte classical
AC020656.1,13,0.418436,Monocyte classical
AC020656.1,14,-0.172367,Monocyte classical
AC020656.1,15,0.8691291,Monocyte classical
AC020656.1,16,0.9294173,Monocyte classical
AC020656.1,17,0.7127179,Monocyte classical
AC020656.1,18,0.46893176,Monocyte classical
AC020656.1,19,0.041589256,Monocyte classical
AC020656.1,20,-0.20695767,Monocyte classical
AC020656.1,21,-0.5593664,Monocyte classical
AC020656.1,22,0.03995708,Monocyte classical
AC020656.1,23,0.2959053,Monocyte classical
AC020656.1,24,0.98034906,Monocyte classical
AC020656.1,25,0.41479212,Monocyte classical
AC020656.1,26,-0.38023707,Monocyte classical
AC020656.1,27,0.11411038,Monocyte classical
AC020656.1,28,0.098846555,Monocyte classical
AC020656.1,29,-0.27535892,Monocyte classical
AC020656.1,30,-0.01459939,Monocyte classical
AC020656.1,31,-0.5835442,Monocyte classical
AC020656.1,32,-0.640624,Monocyte classical
AC020656.1,33,-1.4792722,Monocyte classical
AC020656.1,34,-1.3518819,Monocyte classical
AC020656.1,35,-2.0209122,Monocyte classical
AC020656.1,36,-1.7523243,Monocyte classical
AC020656.1,37,-1.163683,Monocyte classical
AC020656.1,38,-2.2135086,Monocyte classical
AC020656.1,39,-2.3703716,Monocyte classical
S100A9,0,-3.4254177,Monocyte classical
S100A9,1,-1.8049651,Monocyte classical
S100A9,2,-0.8174301,Monocyte classical
S100A9,3,-0.3621194,Monocyte classical
S100A9,4,-0.7195685,Monocyte classical
S100A9,5,-0.72515535,Monocyte classical
S100A9,6,-0.5685047,Monocyte classical
S100A9,7,0.20629907,Monocyte classical
S100A9,8,0.25326765,Monocyte classical
S100A9,9,0.6322385,Monocyte classical
S100A9,10,0.8163069,Monocyte classical
S100A9,11,0.82338834,Monocyte classical
S100A9,12,0.5905316,Monocyte classical
S100A9,13,0.47841847,Monocyte classical
S100A9,14,0.26928934,Monocyte classical
S100A9,15,0.8999949,Monocyte classical
S100A9,16,0.9824254,Monocyte classical
S100A9,17,0.66936886,Monocyte classical
S100A9,18,0.9249021,Monocyte classical
S100A9,19,0.467463,Monocyte classical
S100A9,20,-0.061733134,Monocyte classical
S100A9,21,0.3554654,Monocyte classical
S100A9,22,0.68056136,Monocyte classical
S100A9,23,0.7605426,Monocyte classical
S100A9,24,0.92313564,Monocyte classical
S100A9,25,0.74699485,Monocyte classical
S100A9,26,0.48011085,Monocyte classical
S100A9,27,0.65749824,Monocyte classical
S100A9,28,0.65928113,Monocyte classical
S100A9,29,0.4478841,Monocyte classical
S100A9,30,0.58395594,Monocyte classical
S100A9,31,0.39591986,Monocyte classical
S100A9,32,0.2755888,Monocyte classical
S100A9,33,0.15179347,Monocyte classical
S100A9,34,-0.04103659,Monocyte classical
S100A9,35,-0.241084,Monocyte classical
S100A9,36,-0.43975633,Monocyte classical
S100A9,37,-1.3467903,Monocyte classical
S100A9,38,-2.1980956,Monocyte classical
S100A9,39,-2.3809657,Monocyte classical
S100A8,0,-2.954914,Monocyte classical
S100A8,1,-1.6402171,Monocyte classical
S100A8,2,-0.6249915,Monocyte classical
S100A8,3,-0.10646007,Monocyte classical
S100A8,4,-0.6119255,Monocyte classical
S100A8,5,-0.64379114,Monocyte classical
S100A8,6,-0.37379807,Monocyte classical
S100A8,7,0.3767132,Monocyte classical
S100A8,8,0.46681628,Monocyte classical
S100A8,9,0.7104141,Monocyte classical
S100A8,10,0.8937812,Monocyte classical
S100A8,11,0.92943215,Monocyte classical
S100A8,12,0.6579817,Monocyte classical
S100A8,13,0.43463793,Monocyte classical
S100A8,14,0.2513387,Monocyte classical
S100A8,15,0.88033646,Monocyte classical
S100A8,16,0.96372944,Monocyte classical
S100A8,17,0.7565343,Monocyte classical
S100A8,18,0.8981136,Monocyte classical
S100A8,19,0.45705858,Monocyte classical
S100A8,20,-0.13950455,Monocyte classical
S100A8,21,0.24527715,Monocyte classical
S100A8,22,0.7338856,Monocyte classical
S100A8,23,0.70471877,Monocyte classical
S100A8,24,0.85603493,Monocyte classical
S100A8,25,0.7232889,Monocyte classical
S100A8,26,0.47856224,Monocyte classical
S100A8,27,0.6812667,Monocyte classical
S100A8,28,0.6459992,Monocyte classical
S100A8,29,0.2794049,Monocyte classical
S100A8,30,0.56715834,Monocyte classical
S100A8,31,0.280413,Monocyte classical
S100A8,32,0.21022606,Monocyte classical
S100A8,33,0.027765393,Monocyte classical
S100A8,34,-0.19570762,Monocyte classical
S100A8,35,-0.3854019,Monocyte classical
S100A8,36,-0.69036716,Monocyte classical
S100A8,37,-1.4711751,Monocyte classical
S100A8,38,-2.5621805,Monocyte classical
S100A8,39,-2.7104578,Monocyte classical
CSTA,0,-2.4053118,Monocyte classical
CSTA,1,-0.5087755,Monocyte classical
CSTA,2,0.08068906,Monocyte classical
CSTA,3,0.29782745,Monocyte classical
CSTA,4,-0.6168245,Monocyte classical
CSTA,5,-0.5006433,Monocyte classical
CSTA,6,-1.0331987,Monocyte classical
CSTA,7,0.4429334,Monocyte classical
CSTA,8,0.78191364,Monocyte classical
CSTA,9,0.95386255,Monocyte classical
CSTA,10,0.54273343,Monocyte classical
CSTA,11,0.6598222,Monocyte classical
CSTA,12,0.55422807,Monocyte classical
CSTA,13,0.7483536,Monocyte classical
CSTA,14,-0.5097535,Monocyte classical
CSTA,15,1.1618723,Monocyte classical
CSTA,16,1.3065842,Monocyte classical
CSTA,17,0.92271143,Monocyte classical
CSTA,18,0.56435144,Monocyte classical
CSTA,19,0.0012285317,Monocyte classical
CSTA,20,-0.42084438,Monocyte classical
CSTA,21,0.021992732,Monocyte classical
CSTA,22,0.4979424,Monocyte classical
CSTA,23,0.44628802,Monocyte classical
CSTA,24,1.0351645,Monocyte classical
CSTA,25,0.8415083,Monocyte classical
CSTA,26,0.2689145,Monocyte classical
CSTA,27,0.18030608,Monocyte classical
CSTA,28,0.74403054,Monocyte classical
CSTA,29,0.43557623,Monocyte classical
CSTA,30,0.48867893,Monocyte classical
CSTA,31,0.4110415,Monocyte classical
CSTA,32,0.10634199,Monocyte classical
CSTA,33,0.19043468,Monocyte classical
CSTA,34,-0.35368755,Monocyte classical
CSTA,35,-0.03699343,Monocyte classical
CSTA,36,-0.78717583,Monocyte classical
CSTA,37,-1.7996743,Monocyte classical
CSTA,38,-2.4448495,Monocyte classical
CSTA,39,-3.2695985,Monocyte classical
S100A12,0,-2.0025258,Monocyte classical
S100A12,1,-1.7466931,Monocyte classical
S100A12,2,-1.6200953,Monocyte classical
S100A12,3,-1.1737642,Monocyte classical
S100A12,4,-1.2028786,Monocyte classical
S100A12,5,-1.0687773,Monocyte classical
S100A12,6,-1.0013949,Monocyte classical
S100A12,7,-0.65564233,Monocyte classical
S100A12,8,-0.34686196,Monocyte classical
S100A12,9,0.33929506,Monocyte classical
S100A12,10,0.7228584,Monocyte classical
S100A12,11,0.8713079,Monocyte classical
S100A12,12,0.74918103,Monocyte classical
S100A12,13,0.5579416,Monocyte classical
S100A12,14,0.31021407,Monocyte classical
S100A12,15,1.1379548,Monocyte classical
S100A12,16,1.1749542,Monocyte classical
S100A12,17,1.013191,Monocyte classical
S100A12,18,1.1907618,Monocyte classical
S100A12,19,0.623164,Monocyte classical
S100A12,20,0.04540283,Monocyte classical
S100A12,21,0.42318478,Monocyte classical
S100A12,22,0.73741776,Monocyte classical
S100A12,23,0.98629785,Monocyte classical
S100A12,24,1.1513377,Monocyte classical
S100A12,25,0.8574973,Monocyte classical
S100A12,26,0.5631505,Monocyte classical
S100A12,27,0.8104001,Monocyte classical
S100A12,28,0.77556854,Monocyte classical
S100A12,29,0.4332908,Monocyte classical
S100A12,30,0.7124201,Monocyte classical
S100A12,31,0.4063948,Monocyte classical
S100A12,32,0.4535662,Monocyte classical
S100A12,33,0.18029259,Monocyte classical
S100A12,34,-0.19625974,Monocyte classical
S100A12,35,-0.280541,Monocyte classical
S100A12,36,-0.45217597,Monocyte classical
S100A12,37,-1.5018827,Monocyte classical
S100A12,38,-1.9875864,Monocyte classical
S100A12,39,-1.9899666,Monocyte classical
VCAN,0,-2.4032989,Monocyte classical
VCAN,1,-1.7910913,Monocyte classical
VCAN,2,-1.1322953,Monocyte classical
VCAN,3,-0.6531739,Monocyte classical
VCAN,4,-0.9295187,Monocyte classical
VCAN,5,-1.1501689,Monocyte classical
VCAN,6,-0.940936,Monocyte classical
VCAN,7,-0.5492034,Monocyte classical
VCAN,8,-0.17887124,Monocyte classical
VCAN,9,0.24171704,Monocyte classical
VCAN,10,0.28983372,Monocyte classical
VCAN,11,0.26635793,Monocyte classical
VCAN,12,0.45162264,Monocyte classical
VCAN,13,0.4061103,Monocyte classical
VCAN,14,0.21972334,Monocyte classical
VCAN,15,0.6075899,Monocyte classical
VCAN,16,1.2034599,Monocyte classical
VCAN,17,0.73314005,Monocyte classical
VCAN,18,1.1304879,Monocyte classical
VCAN,19,0.6207339,Monocyte classical
VCAN,20,0.2808506,Monocyte classical
VCAN,21,0.42941794,Monocyte classical
VCAN,22,0.6069552,Monocyte classical
VCAN,23,1.143313,Monocyte classical
VCAN,24,1.3065673,Monocyte classical
VCAN,25,0.835209,Monocyte classical
VCAN,26,0.8915487,Monocyte classical
VCAN,27,0.79170454,Monocyte classical
VCAN,28,0.8345814,Monocyte classical
VCAN,29,0.8995638,Monocyte classical
VCAN,30,0.89688545,Monocyte classical
VCAN,31,0.58248895,Monocyte classical
VCAN,32,0.4280314,Monocyte classical
VCAN,33,0.10218107,Monocyte classical
VCAN,34,0.23371807,Monocyte classical
VCAN,35,-0.19143288,Monocyte classical
VCAN,36,-0.5738094,Monocyte classical
VCAN,37,-1.438416,Monocyte classical
VCAN,38,-2.1440268,Monocyte classical
VCAN,39,-2.3575451,Monocyte classical
S100A6,0,-4.732366,Monocyte classical
S100A6,1,-2.1428998,Monocyte classical
S100A6,2,-1.7215892,Monocyte classical
S100A6,3,-0.88480705,Monocyte classical
S100A6,4,-1.0303106,Monocyte classical
S100A6,5,-0.8892695,Monocyte classical
S100A6,6,-0.7658412,Monocyte classical
S100A6,7,-0.3989854,Monocyte classical
S100A6,8,-0.013083963,Monocyte classical
S100A6,9,0.3785287,Monocyte classical
S100A6,10,0.50428045,Monocyte classical
S100A6,11,0.44852072,Monocyte classical
S100A6,12,0.3819227,Monocyte classical
S100A6,13,0.36735556,Monocyte classical
S100A6,14,0.3795766,Monocyte classical
S100A6,15,0.5856074,Monocyte classical
S100A6,16,0.5914938,Monocyte classical
S100A6,17,0.69493216,Monocyte classical
S100A6,18,0.65712434,Monocyte classical
S100A6,19,0.3785256,Monocyte classical
S100A6,20,0.22039601,Monocyte classical
S100A6,21,0.19307512,Monocyte classical
S100A6,22,0.6130231,Monocyte classical
S100A6,23,0.64898044,Monocyte classical
S100A6,24,0.6960295,Monocyte classical
S100A6,25,0.5570171,Monocyte classical
S100A6,26,0.52621156,Monocyte classical
S100A6,27,0.65554583,Monocyte classical
S100A6,28,0.57850415,Monocyte classical
S100A6,29,0.37215286,Monocyte classical
S100A6,30,0.59331447,Monocyte classical
S100A6,31,0.56919694,Monocyte classical
S100A6,32,0.2579545,Monocyte classical
S100A6,33,0.44602728,Monocyte classical
S100A6,34,0.25036594,Monocyte classical
S100A6,35,-0.003964291,Monocyte classical
S100A6,36,0.15838926,Monocyte classical
S100A6,37,-0.0063475017,Monocyte classical
S100A6,38,-0.05950506,Monocyte classical
S100A6,39,-0.055091534,Monocyte classical
MNDA,0,-1.0433532,Monocyte classical
MNDA,1,0.34840867,Monocyte classical
MNDA,2,0.13090901,Monocyte classical
MNDA,3,0.9055964,Monocyte classical
MNDA,4,0.5795903,Monocyte classical
MNDA,5,-0.60899925,Monocyte classical
MNDA,6,-0.50899255,Monocyte classical
MNDA,7,0.24115689,Monocyte classical
MNDA,8,0.20889129,Monocyte classical
MNDA,9,0.71240133,Monocyte classical
MNDA,10,0.22918296,Monocyte classical
MNDA,11,0.5390361,Monocyte classical
MNDA,12,0.24374644,Monocyte classical
MNDA,13,0.12544721,Monocyte classical
MNDA,14,-0.69024193,Monocyte classical
MNDA,15,1.3648032,Monocyte classical
MNDA,16,0.7718095,Monocyte classical
MNDA,17,0.6469078,Monocyte classical
MNDA,18,0.5323165,Monocyte classical
MNDA,19,0.39646208,Monocyte classical
MNDA,20,-0.41987485,Monocyte classical
MNDA,21,0.091094114,Monocyte classical
MNDA,22,0.7281521,Monocyte classical
MNDA,23,0.33574435,Monocyte classical
MNDA,24,1.1496509,Monocyte classical
MNDA,25,1.6514868,Monocyte classical
MNDA,26,-0.15298638,Monocyte classical
MNDA,27,0.7373151,Monocyte classical
MNDA,28,0.65962505,Monocyte classical
MNDA,29,-0.090323694,Monocyte classical
MNDA,30,1.4972531,Monocyte classical
MNDA,31,0.70400196,Monocyte classical
MNDA,32,0.3124817,Monocyte classical
MNDA,33,-0.98835087,Monocyte classical
MNDA,34,-1.1118463,Monocyte classical
MNDA,35,-1.7193807,Monocyte classical
MNDA,36,-2.1257112,Monocyte classical
MNDA,37,-2.4274385,Monocyte classical
MNDA,38,-2.1162503,Monocyte classical
MNDA,39,-1.8397355,Monocyte classical
FCN1,0,-3.3568628,Monocyte classical
FCN1,1,-2.6187327,Monocyte classical
FCN1,2,-2.3118927,Monocyte classical
FCN1,3,-1.5123858,Monocyte classical
FCN1,4,-1.2958188,Monocyte classical
FCN1,5,-1.235355,Monocyte classical
FCN1,6,-0.92596,Monocyte classical
FCN1,7,-0.70834464,Monocyte classical
FCN1,8,-0.4301984,Monocyte classical
FCN1,9,-0.043012593,Monocyte classical
FCN1,10,0.16918375,Monocyte classical
FCN1,11,0.27711228,Monocyte classical
FCN1,12,0.6618718,Monocyte classical
FCN1,13,0.5155708,Monocyte classical
FCN1,14,0.2442685,Monocyte classical
FCN1,15,0.64075655,Monocyte classical
FCN1,16,0.64128196,Monocyte classical
FCN1,17,0.5668218,Monocyte classical
FCN1,18,0.56434345,Monocyte classical
FCN1,19,0.5527394,Monocyte classical
FCN1,20,0.26877016,Monocyte classical
FCN1,21,0.63252664,Monocyte classical
FCN1,22,0.5213224,Monocyte classical
FCN1,23,0.5435574,Monocyte classical
FCN1,24,0.8274999,Monocyte classical
FCN1,25,0.8959978,Monocyte classical
FCN1,26,0.35105827,Monocyte classical
FCN1,27,0.6645752,Monocyte classical
FCN1,28,0.70649683,Monocyte classical
FCN1,29,0.73472255,Monocyte classical
FCN1,30,0.96712995,Monocyte classical
FCN1,31,0.830822,Monocyte classical
FCN1,32,0.5254196,Monocyte classical
FCN1,33,0.6626054,Monocyte classical
FCN1,34,0.33134946,Monocyte classical
FCN1,35,0.3994359,Monocyte classical
FCN1,36,0.05600303,Monocyte classical
FCN1,37,-0.040423088,Monocyte classical
FCN1,38,0.05091792,Monocyte classical
FCN1,39,-0.32518396,Monocyte classical
TYROBP,0,-3.4502156,Monocyte classical
TYROBP,1,-2.2257671,Monocyte classical
TYROBP,2,-2.002184,Monocyte classical
TYROBP,3,-1.4696372,Monocyte classical
TYROBP,4,-1.4735528,Monocyte classical
TYROBP,5,-1.2091324,Monocyte classical
TYROBP,6,-1.1191127,Monocyte classical
TYROBP,7,-0.9598156,Monocyte classical
TYROBP,8,-0.7381782,Monocyte classical
TYROBP,9,-0.42992675,Monocyte classical
TYROBP,10,-0.52986485,Monocyte classical
TYROBP,11,-0.1189142,Monocyte classical
TYROBP,12,-0.02378075,Monocyte classical
TYROBP,13,0.11489509,Monocyte classical
TYROBP,14,0.24187258,Monocyte classical
TYROBP,15,0.2979789,Monocyte classical
TYROBP,16,0.33478913,Monocyte classical
TYROBP,17,0.40398237,Monocyte classical
TYROBP,18,0.32368234,Monocyte classical
TYROBP,19,0.51814735,Monocyte classical
TYROBP,20,0.585061,Monocyte classical
TYROBP,21,0.48512155,Monocyte classical
TYROBP,22,0.5763919,Monocyte classical
TYROBP,23,0.5755994,Monocyte classical
TYROBP,24,0.5952942,Monocyte classical
TYROBP,25,0.7379101,Monocyte classical
TYROBP,26,0.73198503,Monocyte classical
TYROBP,27,0.69658285,Monocyte classical
TYROBP,28,0.80066293,Monocyte classical
TYROBP,29,0.5484297,Monocyte classical
TYROBP,30,0.86377025,Monocyte classical
TYROBP,31,0.7966456,Monocyte classical
TYROBP,32,0.7252814,Monocyte classical
TYROBP,33,0.83122563,Monocyte classical
TYROBP,34,0.70021373,Monocyte classical
TYROBP,35,0.71623236,Monocyte classical
TYROBP,36,0.6593395,Monocyte classical
TYROBP,37,0.6376322,Monocyte classical
TYROBP,38,0.6704122,Monocyte classical
TYROBP,39,0.58091027,Monocyte classical
CD14,0,-1.9917854,Monocyte classical
CD14,1,-1.8402333,Monocyte classical
CD14,2,-1.7592586,Monocyte classical
CD14,3,-1.3052068,Monocyte classical
CD14,4,-1.4252647,Monocyte classical
CD14,5,-1.44014,Monocyte classical
CD14,6,-1.2897787,Monocyte classical
CD14,7,-0.9030512,Monocyte classical
CD14,8,-0.6113869,Monocyte classical
CD14,9,-0.12970538,Monocyte classical
CD14,10,-0.18897055,Monocyte classical
CD14,11,0.062366392,Monocyte classical
CD14,12,0.14978848,Monocyte classical
CD14,13,0.47144374,Monocyte classical
CD14,14,0.25100526,Monocyte classical
CD14,15,0.52217793,Monocyte classical
CD14,16,0.9024284,Monocyte classical
CD14,17,0.42826787,Monocyte classical
CD14,18,0.8290827,Monocyte classical
CD14,19,0.8254488,Monocyte classical
CD14,20,0.20419715,Monocyte classical
CD14,21,0.50315416,Monocyte classical
CD14,22,0.51919866,Monocyte classical
CD14,23,1.0211093,Monocyte classical
CD14,24,1.0317286,Monocyte classical
CD14,25,1.2816647,Monocyte classical
CD14,26,0.9011479,Monocyte classical
CD14,27,0.6699064,Monocyte classical
CD14,28,1.091268,Monocyte classical
CD14,29,1.0860556,Monocyte classical
CD14,30,1.4182811,Monocyte classical
CD14,31,0.99501956,Monocyte classical
CD14,32,1.0787868,Monocyte classical
CD14,33,0.4001214,Monocyte classical
CD14,34,0.33809367,Monocyte classical
CD14,35,-0.078408495,Monocyte classical
CD14,36,-0.0887538,Monocyte classical
CD14,37,-0.8349227,Monocyte classical
CD14,38,-1.5670456,Monocyte classical
CD14,39,-1.5278302,Monocyte classical
MS4A6A,0,-2.5575283,Monocyte classical
MS4A6A,1,-1.7739083,Monocyte classical
MS4A6A,2,-0.6438511,Monocyte classical
MS4A6A,3,-0.40418336,Monocyte classical
MS4A6A,4,-0.27494717,Monocyte classical
MS4A6A,5,-0.18517968,Monocyte classical
MS4A6A,6,-0.015674982,Monocyte classical
MS4A6A,7,-0.2272789,Monocyte classical
MS4A6A,8,0.082803935,Monocyte classical
MS4A6A,9,0.36113876,Monocyte classical
MS4A6A,10,0.28637132,Monocyte classical
MS4A6A,11,0.028531132,Monocyte classical
MS4A6A,12,0.36825773,Monocyte classical
MS4A6A,13,0.7407687,Monocyte classical
MS4A6A,14,0.0098930895,Monocyte classical
MS4A6A,15,0.7575848,Monocyte classical
MS4A6A,16,0.27618232,Monocyte classical
MS4A6A,17,0.33693627,Monocyte classical
MS4A6A,18,0.7484602,Monocyte classical
MS4A6A,19,0.6561095,Monocyte classical
MS4A6A,20,-0.25083148,Monocyte classical
MS4A6A,21,0.030411376,Monocyte classical
MS4A6A,22,-0.14599529,Monocyte classical
MS4A6A,23,0.2721084,Monocyte classical
MS4A6A,24,1.109417,Monocyte classical
MS4A6A,25,1.1126204,Monocyte classical
MS4A6A,26,0.054559946,Monocyte classical
MS4A6A,27,0.35356605,Monocyte classical
MS4A6A,28,0.40858805,Monocyte classical
MS4A6A,29,0.7414881,Monocyte classical
MS4A6A,30,1.4578618,Monocyte classical
MS4A6A,31,0.747718,Monocyte classical
MS4A6A,32,1.1268933,Monocyte classical
MS4A6A,33,0.9350931,Monocyte classical
MS4A6A,34,0.29134747,Monocyte classical
MS4A6A,35,-0.15770265,Monocyte classical
MS4A6A,36,-0.06933338,Monocyte classical
MS4A6A,37,-0.58776796,Monocyte classical
MS4A6A,38,-2.7271943,Monocyte classical
MS4A6A,39,-3.2733197,Monocyte classical
SRGN,0,0.58914614,Monocyte classical
SRGN,1,-0.19528326,Monocyte classical
SRGN,2,1.0862101,Monocyte classical
SRGN,3,1.1655959,Monocyte classical
SRGN,4,-0.07970452,Monocyte classical
SRGN,5,-0.4092824,Monocyte classical
SRGN,6,-0.33665693,Monocyte classical
SRGN,7,-0.3151236,Monocyte classical
SRGN,8,-2.4980655,Monocyte classical
SRGN,9,-1.0206033,Monocyte classical
SRGN,10,-1.4648224,Monocyte classical
SRGN,11,-1.5394098,Monocyte classical
SRGN,12,-1.0660653,Monocyte classical
SRGN,13,-0.49790442,Monocyte classical
SRGN,14,-1.3721366,Monocyte classical
SRGN,15,-0.3398928,Monocyte classical
SRGN,16,-0.17532627,Monocyte classical
SRGN,17,-0.29773962,Monocyte classical
SRGN,18,0.5142211,Monocyte classical
SRGN,19,-0.41920796,Monocyte classical
SRGN,20,0.3226613,Monocyte classical
SRGN,21,0.33635074,Monocyte classical
SRGN,22,0.13451257,Monocyte classical
SRGN,23,0.59143317,Monocyte classical
SRGN,24,0.71080095,Monocyte classical
SRGN,25,0.6420565,Monocyte classical
SRGN,26,0.13167489,Monocyte classical
SRGN,27,0.9840814,Monocyte classical
SRGN,28,0.8942988,Monocyte classical
SRGN,29,0.13521191,Monocyte classical
SRGN,30,1.1782784,Monocyte classical
SRGN,31,0.7493579,Monocyte classical
SRGN,32,0.8396974,Monocyte classical
SRGN,33,1.8954126,Monocyte classical
SRGN,34,0.616336,Monocyte classical
SRGN,35,1.6144961,Monocyte classical
SRGN,36,1.1616216,Monocyte classical
SRGN,37,-0.60831815,Monocyte classical
SRGN,38,-1.8420599,Monocyte classical
SRGN,39,-1.8157861,Monocyte classical
CLEC7A,0,-2.2238908,Monocyte classical
CLEC7A,1,-1.7690802,Monocyte classical
CLEC7A,2,-1.9335911,Monocyte classical
CLEC7A,3,-1.4739397,Monocyte classical
CLEC7A,4,-1.5217106,Monocyte classical
CLEC7A,5,-1.184125,Monocyte classical
CLEC7A,6,-1.3069518,Monocyte classical
CLEC7A,7,-1.3716829,Monocyte classical
CLEC7A,8,-1.3422102,Monocyte classical
CLEC7A,9,-0.9386641,Monocyte classical
CLEC7A,10,-0.4679559,Monocyte classical
CLEC7A,11,-0.62200516,Monocyte classical
CLEC7A,12,-0.2844539,Monocyte classical
CLEC7A,13,-0.19597885,Monocyte classical
CLEC7A,14,0.06613021,Monocyte classical
CLEC7A,15,-0.051152088,Monocyte classical
CLEC7A,16,0.09427884,Monocyte classical
CLEC7A,17,-0.05996112,Monocyte classical
CLEC7A,18,0.46358094,Monocyte classical
CLEC7A,19,0.8932285,Monocyte classical
CLEC7A,20,0.8571583,Monocyte classical
CLEC7A,21,0.61256915,Monocyte classical
CLEC7A,22,0.1733413,Monocyte classical
CLEC7A,23,0.60915333,Monocyte classical
CLEC7A,24,0.49508655,Monocyte classical
CLEC7A,25,0.45000294,Monocyte classical
CLEC7A,26,0.30494648,Monocyte classical
CLEC7A,27,0.43828985,Monocyte classical
CLEC7A,28,0.5518288,Monocyte classical
CLEC7A,29,0.5097686,Monocyte classical
CLEC7A,30,0.5927249,Monocyte classical
CLEC7A,31,0.570969,Monocyte classical
CLEC7A,32,1.1504027,Monocyte classical
CLEC7A,33,0.96948034,Monocyte classical
CLEC7A,34,1.3186383,Monocyte classical
CLEC7A,35,1.5191818,Monocyte classical
CLEC7A,36,1.4413354,Monocyte classical
CLEC7A,37,1.0074455,Monocyte classical
CLEC7A,38,0.87272245,Monocyte classical
CLEC7A,39,0.78510463,Monocyte classical
NAMPT,0,-2.0355282,Monocyte classical
NAMPT,1,-1.7546173,Monocyte classical
NAMPT,2,-1.8034823,Monocyte classical
NAMPT,3,-1.666926,Monocyte classical
NAMPT,4,-1.3864717,Monocyte classical
NAMPT,5,-1.3518647,Monocyte classical
NAMPT,6,-1.0800407,Monocyte classical
NAMPT,7,-1.2923107,Monocyte classical
NAMPT,8,-1.2027507,Monocyte classical
NAMPT,9,-1.0185329,Monocyte classical
NAMPT,10,-0.70137817,Monocyte classical
NAMPT,11,-0.7878231,Monocyte classical
NAMPT,12,-0.5494275,Monocyte classical
NAMPT,13,-0.122858755,Monocyte classical
NAMPT,14,-0.008123526,Monocyte classical
NAMPT,15,-0.31276107,Monocyte classical
NAMPT,16,0.14608255,Monocyte classical
NAMPT,17,0.2194644,Monocyte classical
NAMPT,18,0.5034453,Monocyte classical
NAMPT,19,0.25786072,Monocyte classical
NAMPT,20,0.5447049,Monocyte classical
NAMPT,21,0.65798235,Monocyte classical
NAMPT,22,0.3938556,Monocyte classical
NAMPT,23,0.5389846,Monocyte classical
NAMPT,24,0.8404722,Monocyte classical
NAMPT,25,0.41564158,Monocyte classical
NAMPT,26,0.8077695,Monocyte classical
NAMPT,27,0.95111614,Monocyte classical
NAMPT,28,0.66125494,Monocyte classical
NAMPT,29,0.5691916,Monocyte classical
NAMPT,30,0.98757297,Monocyte classical
NAMPT,31,1.0121162,Monocyte classical
NAMPT,32,1.1580011,Monocyte classical
NAMPT,33,1.2286091,Monocyte classical
NAMPT,34,1.1738288,Monocyte classical
NAMPT,35,1.4044721,Monocyte classical
NAMPT,36,1.586283,Monocyte classical
NAMPT,37,0.7998722,Monocyte classical
NAMPT,38,0.16576642,Monocyte classical
NAMPT,39,0.050547738,Monocyte classical
