cell_type,library,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
Pre-B large,Reactome,Respiratory Electron Transport,0.7464577521362851,1.2606111137051506,0.0,0.04791388165734117,0.998,96/142,15.94%,NDUFA4;COX5A;MDH1;COX8A;NDUFB4;NDUFS6;COX6C;UQCRH;COX7B;COX6A1;NDUFAF3;NDUFB3;CYC1;UQCRC2;UQCRFS1;NDUFA6;SDHA;NDUFA2;NDUFS3;UQCRC1;NDUFB10;NDUFC2;NDUFAB1;NDUFS8;CYCS;NDUFB6;SLC25A11;NDUFA12;UQCRQ;UQCR10;NDUFV1;ETFA;SDHC;NDUFB11;NDUFA10;COX17;NDUFA11;NDUFV2;PNKD;NDUFA9;COX7A2L;COX6B1;NDUFB5;MDH2;NDUFA5;NDUFS7;TMEM126A;SDHB;NDUFA13;RAB5IF;NDUFB7;NDUFS4;COX7A2;PYURF;UQCC3;NDUFB1;HSPA9;NDUFA8;NDUFA1;COX20;NDUFB8;ETFB;HIGD1A;SDHD;COA1;GOT2;OXA1L;TMEM126B;COA3;NDUFB9;COX11;COX14;NDUFAF8;TIMMDC1;LYRM4;NDUFS2;NDUFAF1;NDUFA3;LETM1;SMIM20;NDUFA7;UQCC2;TRAP1;COX5B;PET100;COA5;FOXRED1;COX19;NDUFS1;LYRM2;NDUFC1;NDUFAF6;NDUFB2;NDUFAF4;COQ10A;ECSIT
Pre-B large,Reactome,Translation,0.7423673618229656,1.259390017737461,0.0,0.04900568162183615,0.999,142/186,19.23%,SRP9;MRPL51;SRP14;SPCS2;EIF4H;TRAM1;MRPS6;EIF3L;EIF2S2;EIF3I;MRPL28;SEC11A;MRPL37;MRPS18C;TUFM;AURKAIP1;MRPL16;EIF3D;EIF1AX;MRPL47;EIF3A;MRPS34;MRPS26;MRPS11;EIF4E;MRPL14;MRPL42;MRPS16;TRMT112;MRPL22;SRP72;MRPS15;SRP19;MRPL9;EIF3F;EIF5;MRPL48;MRPL12;MRPL13;MRPS21;EIF2S3;MRPL57;PPA1;MRPL18;SEC61B;MRPL23;EIF3M;MRPL52;MRPL11;CHCHD1;EIF3J;EIF5B;MRPL3;MRPS35;SEC61G;EEF1E1;MRPL27;MRPL55;MRPL15;SSR3;EIF3H;MRPL1;AIMP1;MRPS14;MRPS23;EIF2S1;MRPS27;EIF2B1;MRPS10;OXA1L;SPCS1;MRPL4;RPN2;MRPL36;MRPL19;SPCS3;SRP54;EIF4EBP1;MRPS36;MRPL21;MRPS7;MRPS33;MRPL34;MRPS18B;PPA2;DDOST;MRPS5;EEF1B2;MRPL43;MTIF3;FARSA;EIF4G1;FARSB;MRPS2;MRPL20;MRPL32;ETF1;MRPS9;GADD45GIP1;DAP3;MRPL2;MRPS25;MRPL44;MRPL40;MRPS22;ERAL1;MRPL33;MRPL50;EIF3K;GSPT1;MRPL10;MRPS18A;RPN1;MRPS30;TSFM;MRPL58;EIF2B2;MRPL54;AIMP2;MRPL41;MRPL49;MRPL46;MTIF2;SSR1;IARS2;APEH;MRPL45;EEF2;MRPS31;EIF3B;SRP68;MRPL24;MRPL39;MRPL30;EIF2B5;SRPRB;MTRF1L;MRPS28;MRPS17;MRPL17;PTCD3;YARS2
Pre-B large,Reactome,Loss of Nlp From Mitotic Centrosomes,0.7564435160970783,1.2572622118064438,0.001,0.049252410167233425,0.999,56/68,21.23%,TUBB;HSP90AA1;YWHAE;TUBB4B;HAUS1;DYNLL1;CDK1;MAPRE1;PPP2R1A;DCTN3;CEP57;TUBA1A;SSNA1;DCTN2;PCM1;TUBG1;CEP135;CNTRL;OFD1;ODF2;CEP78;PLK1;DYNC1I2;CCP110;CDK5RAP2;CETN2;ACTR1A;CKAP5;CEP41;CEP63;PAFAH1B1;HAUS8;PLK4;NEK2;DYNC1H1;HAUS2;AKAP9;CENPJ;SDCCAG8;YWHAG;CSNK1E;CEP152;PCNT;CEP70;HAUS5;HAUS6;HAUS4;CSNK1D;CEP131;TUBA4A;CEP76;CEP192;HAUS3;HAUS7;CEP290;DCTN1
Pre-B large,Reactome,Loss of Proteins Required for Interphase Microtubule Organization From the Centrosome,0.7564435160970783,1.2572622118064438,0.001,0.049252410167233425,0.999,56/68,21.23%,TUBB;HSP90AA1;YWHAE;TUBB4B;HAUS1;DYNLL1;CDK1;MAPRE1;PPP2R1A;DCTN3;CEP57;TUBA1A;SSNA1;DCTN2;PCM1;TUBG1;CEP135;CNTRL;OFD1;ODF2;CEP78;PLK1;DYNC1I2;CCP110;CDK5RAP2;CETN2;ACTR1A;CKAP5;CEP41;CEP63;PAFAH1B1;HAUS8;PLK4;NEK2;DYNC1H1;HAUS2;AKAP9;CENPJ;SDCCAG8;YWHAG;CSNK1E;CEP152;PCNT;CEP70;HAUS5;HAUS6;HAUS4;CSNK1D;CEP131;TUBA4A;CEP76;CEP192;HAUS3;HAUS7;CEP290;DCTN1
Pre-B large,Reactome,RHO GTPases Activate IQGAPs,0.785566163779888,1.2570562273823727,0.007042253521126761,0.04926861566813033,0.999,8/27,5.98%,TUBA1B;ACTG1;ACTB;TUBB4B;TUBA1A;RAC1;TUBA1C;IQGAP1
Pre-B large,Reactome,Dual Incision in GG-NER,0.7701228868599888,1.2577427253016045,0.003009027081243731,0.04953722863551077,0.999,26/39,15.10%,PCNA;UBB;PARP1;RPA3;RBX1;POLE3;RFC5;RPA1;RFC2;RFC4;POLD2;DDB1;RFC3;RFC1;RPA2;GTF2H5;POLD1;POLD3;DDB2;CHD1L;ERCC1;POLE4;POLE;XPA;PARP2;POLE2
Pre-B large,Reactome,Mitotic Spindle Checkpoint,0.7504786368299339,1.2575167100355358,0.0,0.049590311311537634,0.999,77/108,17.94%,BIRC5;ZWINT;MAD2L1;CENPU;CENPF;CENPM;UBE2C;CENPH;BUB3;AURKB;SKA2;CENPN;ITGB3BP;ANAPC11;PPP1CC;DYNLL1;NUDC;UBE2E1;MAPRE1;PPP2R1A;PPP2CA;CENPK;SPC25;NUF2;UBE2S;SPC24;SGO1;CDCA8;XPO1;CDC20;NDC80;NSL1;ANAPC15;ANAPC5;PMF1;KNL1;SEC13;SGO2;CENPE;NUP160;RCC2;CENPA;NUP107;ZWILCH;NUP37;PLK1;DYNC1I2;DSN1;CKAP5;PPP2R5E;CDC26;KIF2C;BUB1;PAFAH1B1;DYNC1LI1;NUP85;DYNC1H1;MAD1L1;CENPC;CENPP;KIF2A;SPDL1;MIS12;CDC27;SEH1L;ANAPC10;CENPT;CENPL;SKA1;ANAPC2;RANGAP1;ANAPC7;ANAPC4;CENPQ;CDC16;CDC23;KIF18A
Pre-B large,Reactome,GTP Hydrolysis and Joining of the 60S Ribosomal Subunit,0.7972907980226795,1.2580074154780487,0.014141414141414142,0.04972859140803555,0.999,18/25,12.32%,EIF4H;EIF3L;EIF2S2;EIF3I;EIF3D;EIF1AX;EIF3A;EIF4E;EIF3F;EIF5;EIF2S3;EIF3M;EIF3J;EIF5B;EIF3H;EIF2S1;EIF4G1;EIF3K
Pre-B large,Reactome,Transport of Mature Transcript to Cytoplasm,0.7569032111627405,1.25774708713207,0.0,0.04977645388564431,0.999,59/80,16.58%,SRSF3;SRSF2;EIF4A3;SLBP;DDX39A;SRSF9;MAGOH;RBM8A;TPR;SRSF1;MAGOHB;SRSF6;SRSF4;UPF3B;SRSF11;THOC7;RNPS1;EIF4E;FIP1L1;SRRM1;SRSF7;THOC2;THOC3;U2AF2;THOC6;SEC13;NUP93;NCBP2;CPSF3;NUP160;CHTOP;NUP88;SLU7;NUP107;CDC40;NUP50;RAE1;WDR33;NUP62;FYTTD1;NUP37;NXT1;ALYREF;NUP58;NUP85;CPSF4;NUP54;POLDIP3;NUP210;SEH1L;AAAS;SRSF5;NUP155;NCBP1;SYMPK;CPSF2;GLE1;DDX39B;NXF1
Pre-B large,Reactome,Sema3A PAK Dependent Axon Repulsion,0.8121276268018551,1.258134260049896,0.030333670374115267,0.04980145951005301,0.999,5/16,7.06%,HSP90AA1;CFL1;PAK2;RAC1;HSP90AB1
