,Platelet,Plasmacytoid DC,Pre-B large,Erythroid late,Erythroid early,B naive,Monocyte classical,NK
FNIP2,-0.007998063160399537,0.016339486713297314,0.02258243495811799,0.0065785032259020855,0.08879273344578446,-0.05356820645602749,0.07927809030819585,-0.05654741836085541
RAPGEF2,-0.008380721431243418,0.021779341467127334,0.0035639080521586296,-0.004675737929040627,0.06816902724638195,-0.012128896659984385,0.06917018606565481,-0.06820280204991538
NAF1,-0.007732589314045848,0.01108288282363484,0.02576857920284633,0.00980626600294201,0.07101100335791456,-0.015552900303087595,0.011963967664801477,-0.030953602333608676
TMA16,-0.006071103433324271,0.010196416285773034,0.06942935297193507,0.11630421300507036,0.21394742016578278,-0.018885765877348817,-0.018304810287205216,-0.09175420456605982
MARCH1,-0.027761873016956772,0.03621788705220204,-0.03274926043816892,-0.05531644026611882,-0.04933936003447955,0.34579787839021464,0.08531823728060282,-0.2963754558033653
TRIM61,-0.000842728588974104,0.009958101861001975,0.0026814890467300673,-0.003752597217623361,0.00815242163027127,0.006156993351962357,-0.029711903998907985,0.012627879850618796
TRIM60,-0.0018499833937497257,-0.0029373277076501403,0.013380385693614015,-0.0033676688822087864,-0.0014669538776243187,0.001835267570133716,-0.006232940972047285,0.0024030807267808388
TMEM192,-0.006249267259073734,0.009293344700901086,0.013032611596979009,-0.0031013908919048116,0.033277102551736056,0.03395815413278119,-0.009821708292373858,-0.033976534276801904
KLHL2,-0.005352510143417261,0.00664038077145014,-0.002938981294085286,-0.014219878646584243,-0.00485754009839179,0.004769011575446518,0.07459661081080333,-0.053203060155703384
MSMO1,-0.005013201056865364,-0.006076908180054622,0.007772004776214574,-0.012774442766601932,0.00019427415362116747,0.0009207257190205277,-0.041620523994709904,0.03271746358168394
SPOCK3,-0.000175517234003112,0.026769284454056862,0.037177876968836954,-0.0012504683475103107,-0.003529687325706526,-0.002950390015870087,0.025109447597425383,-0.027322194081731258
DDX60,-0.003429750333571651,-0.007260193776772794,0.006387045272310725,-0.003930274949203281,0.03084801212317816,-0.02537793358768112,-0.010851771992577341,0.017975589502747046
DDX60L,-0.0073042750305904874,-0.006390920318021197,0.005272386762879991,-0.014550695912663255,0.006356358952764139,-0.016084536016389126,0.06512437101149071,-0.03311025257348904
PALLD,0.01776137789265894,-0.002543766580447671,0.010186242997912999,-0.01060950184129656,-0.00986979281056101,-0.025431999605580204,0.017641633702085276,0.009719699305123623
CBR4,-0.0027910725981134575,-0.0008869949605612551,0.03689867640585531,0.03313688421173982,0.11720147080509848,0.04106018952857124,-0.053779110546020886,-0.0491025851149331
SH3RF1,-0.003531396391714286,0.03820437555022543,0.0658455377556286,-0.0034153851686234853,0.001215899487783211,0.004891026229483308,0.06414954725889235,-0.0709096381802347
NEK1,-0.006289717081664855,0.004910268871370139,0.03639201492083175,0.028202359705820225,0.11397223267453065,-0.008265504362974834,-0.025814437292228442,-0.02977611410555093
CLCN3,0.030426230774972373,0.009325870450167962,0.008876712021934758,0.013795746940141535,0.08852580389991789,-0.006640871699147146,-0.007284696775898297,-0.030245773377497606
HPF1,-0.008707483083028853,0.00175815355771359,0.1079757989462937,0.1308590932503791,0.25075965533138633,-0.06850829057670738,-0.0332231149671778,-0.06524229655199852
AC105285.1,-0.002040230212240024,0.005063773713693984,0.014885927215233722,-0.0023224435032553827,0.0034186538801587547,0.013966180823659323,0.006371133924672222,-0.019973037933510154
GALNT7,-0.007093717636646763,0.023564054977706146,0.06940998502397884,0.0012862236186611344,0.04818307158409193,0.0026550185317232074,0.05179006831775545,-0.07550934829703777
HMGB2,-0.03687839273503841,-0.00668684538254371,0.223980467134189,0.1488227854318941,0.2692170510337879,-0.07197831140810702,0.09494838298329987,-0.1873372491760601
AC097534.2,-0.0024113599854641175,-0.008207087399992012,0.006566023170069244,-0.009523549075236672,-0.0006917359236035388,-0.017570514559356532,-0.019189246380387413,0.030568366844448053
SAP30,-0.007907248664111731,0.0034421890065369377,0.03024422111102121,0.003441970067264615,0.07329204564808153,-0.03922690594104992,0.13537347343004658,-0.10155418989668785
SCRG1,-0.0012733448040122314,-0.0021136963101030183,0.005024659459751163,-0.0036388901836478652,0.004096494839839886,-0.002057334810109437,0.0022656327967560566,-0.001155688796474543
FBXO8,0.0033006852236443555,-0.015319402698430434,-0.0053220079853639884,-0.0046900207454587065,0.03112293801556773,-0.010177049893278776,-0.027730658299569437,0.022058384841509748
CEP44,0.002984595388771237,-0.0007524101230082185,0.028320905507477987,0.008659564695410172,0.07559887637483759,0.0006561278772578277,-0.0066546674685527595,-0.03038828837662758
HPGD,0.03256942635253306,-0.005314179097486312,0.02714397861827709,-0.012058475391260095,-0.015193052565023712,-0.03689440568929082,-0.03749648812068988,0.05686034256302919
GPM6A,-0.004599048789401113,-0.008086779061921153,0.011627436495684396,-0.009435736717191464,-0.008017200084542167,0.0853409374698944,-0.019559324856484567,-0.047026068157465094
SPCS3,-0.0140848241983674,0.11835481921343437,0.040832597168944114,-0.019217271289425884,0.05220252260234532,-0.0887262297638264,0.17219794736194308,-0.10070677437637926
NEIL3,-0.0021853397446230426,0.002116849722655075,0.10258021305612665,0.020410386415980513,0.08962437714024826,-0.01359485947222507,0.014953886215749354,-0.058563016879881864
AGA,-0.0064670665333886315,0.026130278548122655,0.013461892112575398,-0.011906332402214137,0.021348282259652875,-0.019646095354193288,-0.0015859800144830015,0.0045246354125646
DCTD,-0.0014625707027839606,0.017034572240743836,0.04717176583152703,0.01905085786297898,0.08993937242153466,0.002044145615493766,-0.030627786721698802,-0.028465823904801957
WWC2,-0.0014277341437435157,0.0011698702953232452,0.00010421344969417315,-0.0049752792825376755,-0.003111182207237902,-0.01891889851400664,0.030046673211944257,-0.005146487993431474
CDKN2AIP,0.005617448353386488,-0.009973666292153805,0.058593983229214754,0.019189242190869572,0.08632077839664533,-0.02381639117915737,-0.08038376686054045,0.031270422314297164
ING2,0.00512647123885051,0.008724753443667698,0.10743514926504052,0.08518759465295152,0.22934521926321727,-0.050996657719581104,-0.0022796101912782624,-0.08501207000911991
RWDD4,-0.00852281560575565,0.02980404313125143,0.07172880095314926,0.03928293145852729,0.11003769199146353,-0.034601497622415725,-0.012110419098621615,-0.032661383670306174
TRAPPC11,-0.004518317775862891,0.0087453929494296,0.010939687064551404,-0.004950959194380583,0.050450915473699925,-0.008692817951730547,0.03580683051107024,-0.03955839095369848
IRF2,0.01182079294560776,-0.015613456405509256,0.030135471190593996,-0.014353061052390068,0.032740818550302,0.03713532823977933,-0.029453514556094396,-0.01948323490289319
CASP3,0.05306204529022294,-0.0031216489174731078,0.03471925379234245,0.10186041108539476,0.25588157467905315,-0.05421919832794761,-0.028910084326582965,-0.06309378299950116
PRIMPOL,-0.006810323702693549,0.018346817266540114,0.04168035761311926,0.03289224425178345,0.0923803523209446,-0.01361445279849422,-0.015399285721779878,-0.030405856094007675
CENPU,-0.006212770511877947,-0.00021111647866285248,0.29662996107739525,0.24627926485585475,0.5592048038492271,-0.1000908551330348,-0.021890184547320606,-0.22513389221056085
ACSL1,-0.012320458204782787,0.008357345319187531,-8.223825089661897e-05,0.004250237845618274,0.04703867193390221,-0.04087188843438255,0.19506892076558371,-0.12910966792341852
SLC25A4,-0.00623773305842575,0.007421696820367122,0.031667812227911686,0.008748822997308907,0.02359770590161462,0.006947202766488764,-0.058302625390264005,0.01930159776909672
CFAP97,-0.0059464663631064035,0.002697651867791382,0.033557685325611604,0.013366646020286524,0.043776062513958484,-0.0034898195610375124,-0.08911609697337329,0.042125317023304555
SNX25,-0.003906406724305427,-0.0062649906185294965,0.01907173520609153,-0.008290401471645434,-0.005220197593170355,0.045750790281129085,-0.025809565794617576,-0.015083051822647815
LRP2BP,-0.0033483791323484302,-0.008685564321904623,0.004112468885016638,-0.015361110499889124,-0.015517809384159606,0.02754861767533385,-0.038936904557378416,0.017462854995251954
ANKRD37,-0.005358663425237657,-0.0035630247659412403,0.0012126094479412385,-0.010518140572556883,-0.002666277218183615,0.013270712177437463,-0.01045428725960172,0.0017706652103350036
UFSP2,-0.0026775865754111294,0.006868652024308567,0.020837616726821537,0.02359723775016696,0.07667163844128641,-0.019136451693205315,-0.03297377627968647,0.0006857686220187912
C4orf47,-0.00088465366101557,-0.005821390149587684,-0.00057232319127018,-0.00607015416340485,-0.0078005529585303745,0.011752487807726841,-0.016876388831277258,0.008781429536886402
TLR3,-0.0012972415757464791,-0.000924439650533461,0.0021320562631292873,-0.0014159438747407195,0.007341413647840013,-0.016878326397987673,-0.008598699704656883,0.016928581113994996
CYP4V2,-0.003065226088149422,0.025193855180095804,0.0007980422311778014,-0.00013586043209061832,0.013617740987276574,-0.022409868034943235,-0.00836984714657717,0.013985931200588433
FRG1,-0.01516273060461572,0.01696759467857446,0.08214489090174973,0.04585482481236071,0.1390565656379576,-0.03356728430312645,-0.0020114129766331578,-0.05185169059588155
PLEKHG4B,-0.0023561651405576162,0.026237156869767405,0.09306798280356447,-0.0050016863623033505,-0.004866741655687312,0.007858682672538853,-0.0059006151596813225,-0.022980511733384345
CCDC127,0.010061320291551287,0.003760170865570826,0.013019131069096388,0.0025940699261441146,0.03129881558353414,-0.008888963036298176,-0.028223239494029866,0.01157605410063356
SDHA,0.0012121050555212686,-0.002653483376444511,0.10633849906472698,0.060634512147051116,0.19631917652832206,-0.05581112528720084,-0.056860454127513206,-0.021047414722387303
PDCD6,-0.006254252677185596,0.03661646305713498,0.09471945128198488,0.04015777788987256,0.1487191861938117,-0.019586792921024908,0.003951260430630916,-0.07610391477910651
EXOC3-AS1,-0.0013447819468743701,-0.004750836536673089,0.0023493620808423717,0.006630940098379682,0.025205766852624142,-0.016642426568956585,-0.02745931485006352,0.022950312163695395
EXOC3,0.0028523000712889018,-0.002642999003887377,0.018115435741472074,-0.002430963641461504,0.024886580630152654,-0.02573750093907055,0.028000919434204227,-0.012248310114443186
SLC9A3,-0.0009151921240271999,-0.016192536209328676,-0.0014219298394730902,-0.006537418950435926,0.005705477231936518,-0.016972539096510496,-0.06076883190139375,0.06055914471357071
CEP72,0.0007240590304806376,-0.005874858655766666,0.020233745772923434,0.014347959964315617,0.05604593020771877,-0.007012282734623948,-0.01655701692162259,-0.008892536460013941
BRD9,-0.006573108362703084,-0.0005114437900523381,0.02294855013345305,-0.002424800283945048,0.03711161991163727,-0.01995079443243057,-0.023451269905720478,0.01594788045609014
TRIP13,-0.005123226068480561,0.002973069703436784,0.1375075456358078,0.08144445512142479,0.3239650483507471,-0.0526483609782176,-0.011021021124502773,-0.11406402238969619
SLC12A7,-0.005176274460295434,0.0075242416959741595,0.005591655952249502,-0.007161180631897492,0.011851881824616247,-0.021488434331971305,0.04520418448517198,-0.021005180330993786
CLPTM1L,-0.00878169535446447,0.03856164010244601,0.03258077391407272,-0.0027144994821561306,0.03889500936409547,-0.02380687307441795,0.07961842081694945,-0.06617784381517555
LPCAT1,-0.015058644708530546,-0.012972059356688409,-0.005535278615242785,-0.03661856641768911,-0.03600952832540856,-0.01729517181083924,0.03483115522216641,0.014433949551236294
MRPL36,-0.01052246200215632,0.049648953287511996,0.06398320986758077,0.06475719433520633,0.18771261200847222,-0.04858165425205496,-0.013179388275393021,-0.05665250008836821
NDUFS6,-0.01654141532072587,0.07638390945340139,0.11319648414383379,0.0836876355119228,0.2050887780056457,-0.1187650322574804,0.19661206735498543,-0.18129832015547148
AC091891.2,-0.001846613886322914,-0.0030345823811476946,-0.0002615165250670214,-0.005586540949238907,-0.005125022542214364,0.0025448155246182253,0.0026492213842146495,5.4936191933699854e-05
ICE1,-0.006394493106767651,-0.000197171160299286,0.02819603517822173,0.0011074384383917982,0.05856397004611208,-0.019588530151313847,-0.01696718503441741,0.0013432911690131589
MED10,-0.010645667392728717,-0.011687417417626808,0.026364568667674608,-0.031186676711360068,0.02602601875195154,-0.008335769092237783,-0.1435226135687051,0.10741619426871923
NSUN2,-0.005872910201545589,0.025434750497229364,0.029053686809827645,0.026640661346688875,0.10505598899148837,-0.011653551571799807,0.008002757948325116,-0.05074549718048656
SRD5A1,-0.009206817824240154,0.029576846790791155,0.006995921794710502,-0.00017635221870769988,0.04369057884702506,-0.017818056785455907,0.09872436714238411,-0.08001189663518986
TENT4A,-0.005530138350775499,0.056847792775596595,-0.00045108754687422426,-0.010670545645110314,0.00988156401198576,-0.013406624275061823,0.055863055824358306,-0.04154819800250731
MTRR,-0.0009339817170879825,-0.003059363023093007,0.010477437666736348,0.0019906800953196848,0.027122223667176665,-0.022904070977339618,0.002023820075900033,0.004659126467555927
FASTKD3,-0.00608135144198781,0.008560131630411664,0.020552037327981054,0.032826898208193976,0.078193614323395,-0.027960309614143208,0.012345496586175756,-0.028388953865580865
MIR4458HG,-0.001901909537367892,0.025897044851291462,0.04379000574999548,-0.004723428630458604,0.004351306517137062,-0.006168702730378947,0.0017613624133968361,-0.010764769409096207
FAM173B,-0.0024998965035446566,0.004210504265218245,0.04160148064798914,0.010139442343239399,0.06685216217626454,-0.019672744080961143,8.218494386944912e-05,-0.020134612379455564
CCT5,-0.011561763700445685,0.008778407076020019,0.15318944935392545,0.16223236045207368,0.35796405703874645,-0.07693123139615636,0.036382918483156355,-0.16554426257461702
CMBL,0.004014700754631635,-0.0038306733727963417,0.0387356833468174,0.2068095928531483,0.4797855149176183,-0.06322524592571326,-0.0510431615797571,-0.1411394606920093
AC012640.2,-0.0017635379889067739,0.0033952685810388844,0.009320039193301244,0.0038808324082282137,0.019710642628667376,-0.009423336818050406,0.005939630543301007,-0.007387357281953085
MARCH6,-0.0005191425462801766,-0.006255574961791579,0.031817536043823445,-0.003983641714609911,0.07702098780073915,0.004449980564023781,-0.028606954722242263,-0.014072939534677222
ANKRD33B,0.020025706910832577,8.749529335579385e-05,0.047429031924574656,-0.0028447386944859296,0.00240301730518058,0.04480930215629674,-0.00747623475855651,-0.04087431437899935
DAP,0.017596486818252304,0.043310939764006046,0.08789193213950315,-0.0024647171850098975,0.0475578965560128,-0.010032124964746305,0.04714164699264061,-0.07081670287450907
TRIO,-0.007569326422736961,0.009514078886185419,0.008206879332321369,-0.012181324035891793,-0.00917667890592615,0.04004877952437576,0.061598097140154046,-0.07262785910280677
OTULINL,-0.011636212208119459,0.0735228736893155,-0.02642364448590559,-0.03856518141973482,-0.047231154470254555,-0.10684608569075627,0.1353744490340917,0.002258838739288996
OTULIN,-0.007608791089414985,0.01298980673398983,0.01398647595135551,-0.007165473944098506,0.03559519707549366,-0.025612752608490014,0.006694114897916267,-0.0006164661933774995
ANKH,0.0025077047237997787,-0.022459635959832188,-0.0004583231635571398,0.02725034889653643,0.12588966297923537,-0.046449961998182666,-0.06425344092632818,0.03598915878704143
ZNF622,-0.007402383238003455,0.005890231973670095,0.006556116975723806,-0.00389283089085479,0.05116015854135429,-0.028210412271484464,-0.04457747602104727,0.03545179496207933
RETREG1,0.0028489225773573987,-0.006331327572434407,0.02267067033045402,-0.01761871804236689,-0.028445721302566642,-0.033185241991327656,-0.040780830823068694,0.0660216347896048
MYO10,-0.0005685110570978038,-0.0015134625775197778,-0.004569903938151874,-0.0061917609715958135,-0.005348166752333955,-0.015268716963048098,0.0256246039812912,-0.0022396403757944635
BASP1,-0.013722307930395762,0.02487531585230515,-0.005556194073510215,-0.03263878799622135,-0.03361117530378773,-0.008447271030598549,0.3357953993965572,-0.22144054792164744
DROSHA,-0.0016183938385649838,0.014546833188414902,0.021742237771005115,0.020565373494263656,0.08449117036224159,-0.01621733082953736,0.0019525996778122447,-0.03083513512582021
C5orf22,-0.0013706149533197994,-0.0009137563009423489,0.0262283372743459,0.009881894294968368,0.05830683562838394,-0.015356459567851201,0.018839203118534983,-0.030026318656191972
PDZD2,-0.0014770414953992456,-0.001087726646903634,0.004926047583573628,-0.0003223379703956766,0.009074574481816007,0.0009719880932732743,-0.006399165604472167,0.00011248512849084716
GOLPH3,-0.009790502089828639,0.04584381295079377,0.05286125232070852,0.005722929828262058,0.0780306058699202,-0.04914912649658942,0.06717978549524607,-0.0588716767545716
AC025181.2,-0.0019308986101110532,0.007624286280974902,0.024844091938789014,0.007324572628270191,0.03069184415490362,-0.013727437060973777,0.02802489864389399,-0.028931467005557387
MTMR12,-0.005886707640563964,0.015725123115854767,0.013406743914902075,0.0019584266456132075,0.06361082700236079,-0.010617773821623624,0.009802680526587317,-0.027117903403529913
ZFR,-0.0012582684938435436,0.0108584697271048,0.05063046873558614,0.017622922101544626,0.08698943176054826,-0.0018263865513244543,-0.007633285831738486,-0.040456321103321445
SUB1,-0.03047704162779181,0.09017583921533358,0.07769216779147213,0.022489293934952585,0.11684730415940218,-0.13033899525301149,0.17428442693563,-0.10402709578677896
NPR3,0.007529579251794362,0.04396763586547761,0.1252016338582396,0.08054304305931156,0.24583287917971078,-0.02777160025211286,-0.014865228104584882,-0.1090105555643132
AC034231.1,-0.0014054660863653252,0.0004375526866606341,0.006980102426316971,-0.0011259305664266406,0.00592929591092537,-0.003963411095612041,0.004235529688271326,-0.0032634781684657195
TARS,-0.005994428520210627,0.010105789897019862,0.09021607671155582,0.07192157249129495,0.24358194501643393,-0.03878468568463557,-0.0022149440546362083,-0.09200708470597643
AMACR,-0.0015316336963455913,0.0005832807306548462,0.004302074288761588,0.007040464049479875,0.010828210344711793,0.0032986113029543932,-0.016767868230638878,0.003287088936809764
C1QTNF3,-0.00045079821105678444,0.012839724800682866,0.021763743060585726,-0.004019700036449524,0.001815572230790031,0.008182907753425919,-0.014951560835080034,-0.001980246710259814
AC026801.2,-0.0010146141705963988,-0.0018550461573188135,0.01201579713365034,-0.002977793433328449,-0.00032996187920729554,0.004812323319277094,-0.017298241056083605,0.007702055748211833
RAD1,-0.008423996049428076,-0.007566266267896698,0.0519190791377246,0.03357939743624643,0.1218365554731536,-0.024614463684514826,-0.041089937213037275,-0.010756701347165746
BRIX1,-0.010113910029676567,-0.0065086660559655835,0.04149159504304278,0.07472422241837216,0.21469548927799217,-0.03383184930472083,-0.07872497193364442,-0.016800429188030572
DNAJC21,-0.009183454934472146,0.015485505700833494,0.04529016930709995,-0.0017618122416143537,0.04680299810678849,-0.022258431214578777,0.04959095820991671,-0.0466881066871796
PRLR,-0.004850483475420811,0.005006488522639688,-0.007854348177498386,-0.008299742251215608,-0.009841398159268681,-0.016941571034486378,0.10208951007086169,-0.0549212619502631
SPEF2,-0.001513531225214194,-0.006331026470074813,0.019151200794133932,0.010226522407256489,0.01708280115843465,-0.03554448259715303,-0.0237811030569999,0.03366281802130168
IL7R,0.012728549619842437,-0.06261828708661822,-0.033780645126375,-0.05715760963790052,-0.09866548030488154,-0.21683228675232702,-0.2476335767123364,0.415119578971853
UGT3A2,-0.0028878444772306444,0.010848875202074252,0.13523760294863202,-0.005129647856165194,-0.005883147118293563,0.01602168963053265,0.0028010054837107963,-0.041078763805576436
LMBRD2,-0.0032364526299111813,0.007808071753547966,0.01365726522365687,-0.0054835270279624815,0.022145490305748916,-0.0059596914603302735,0.004314183003844076,-0.00905502520253463
SKP2,-0.009153198515233538,0.006071554710219782,0.1331361967845979,0.029691588802804238,0.14352659917107,-0.0038251524386677394,-0.016038190648435906,-0.07125136605909536
NADK2,0.0034139739942362513,-0.00496649519515648,0.022531555256890597,0.10212002676723951,0.22548662008170917,-0.039273533895517826,-0.013225375160460618,-0.06844544984553784
SLC1A3,-0.0033532360518653175,0.008328931699924257,0.002785585871700511,-0.006465284170711085,-0.00852767732281156,-0.01573275984343641,0.07286846955570049,-0.0383842168987578
NIPBL,-0.013591791120566984,0.0149927661924759,0.04419890231730215,-0.01353501172476033,0.07631388915411778,0.007004450212788089,0.005760400786134413,-0.04408888929620862
CPLANE1,-0.005070173602524461,0.014331912799171898,0.030135814122422718,-0.00822745192745275,0.015788470759747986,0.004845020770542888,-0.01832730164861989,-0.0024637008590013077
NUP155,-0.0076426764421304305,-0.0027193009689462024,0.05354733855982469,0.020443991636847875,0.1383902849280635,-0.01857992737284135,-0.007338728658151314,-0.04401595303536255
WDR70,-0.0047969242374856615,0.015009724258830171,0.04907998622414622,0.028867149779439247,0.09412034421284302,-0.017279610285531252,-0.009260206879084772,-0.03276182346204361
RICTOR,-0.011819777537329166,-0.0019829446700097447,-0.009848804677889556,-0.046901455701550826,-0.025025906744354367,-0.017978939127254213,-0.08275882632280064,0.09809073627043338
FYB1,0.04153471454169878,-0.017456229264134936,-0.08002409221885476,-0.08037560308101113,-0.11761032307124394,-0.2731712478090918,0.002550967715106267,0.28686405814412563
DAB2,0.2551379221212244,0.2160000623904059,0.010837122986283821,-0.014977614651140444,-0.015152873841446333,-0.03318005543832791,0.005899422341365039,-0.03411237776142247
TTC33,0.03153195819696101,-0.005378948954940428,0.023394162208490134,0.0018186557032850554,0.019785194247799665,-0.008755094067405354,-0.01736843987749701,0.005568122105750852
PTGER4,-0.006351643990535903,-0.01426332544568768,-0.01738968271518251,-0.0430309476421794,-0.057373141566030426,-0.08807001602429701,-0.01539133614379405,0.11690906902439556
PRKAA1,-0.00839207100999264,-0.005520020727833293,0.0017808160562591702,-0.016713732028125355,0.02310098131585253,-0.022378488756216224,-0.03227661221646905,0.038218207846116056
RPL37,-0.15837361604118733,0.002222767291365538,0.006069446853112231,-0.003079466134528679,0.008430019390046355,0.06635641680202474,-0.264549729414413,0.15133230161583197
CARD6,-0.0010874119529255277,0.01564869681822249,0.00397005738303925,0.0010995986122835184,0.007152549806335777,-0.012279536816889114,0.05513236585491063,-0.03729009601974518
OXCT1,-0.004666807623594782,0.002512106255904125,0.09123294449640106,0.014735585028720207,0.1072640072255924,-0.026480604987400055,-0.05974997068623471,0.0036608511403566687
C5orf51,-0.00426490157446763,0.008003232855716884,0.030653263787085366,0.015193102674003348,0.06385693847101842,0.007581503268873677,0.009092365615135399,-0.04625678574695738
FBXO4,-0.00456921446496474,0.01471991422564013,0.06435575409280334,0.04581694173563528,0.10707020007875023,-0.016624492852321288,-0.025287337645912556,-0.03341569687094952
CCDC152,-0.001357612355400458,0.01598977667954075,0.051861890491744604,0.014888185707840713,0.03922788213523796,0.0011821795297023625,-0.05250797128322785,0.0062775826412271455
SELENOP,0.00018257014539435938,0.02091763409158528,0.042724272729243534,0.05217298430477277,0.08102271230106652,-0.016970332106237968,0.013866428744806633,-0.05121349012113095
AC025171.3,-0.00547479326670386,-0.00027128534967590066,-0.0006904386732055872,-0.02452658602661516,-0.024927947595824194,-0.034055744452273926,-0.02866399480992661,0.06270470838548245
AC025171.5,-0.0001118512778860223,0.009900420581713622,-0.0024800037589648456,-0.004400926555251364,-0.0033876800937932983,-0.011200476474169689,-0.016735684504263056,0.021805835034827088
ANXA2R,-0.0028016363096119655,-0.03358649206456118,-0.015834752944279353,-0.04078043476963371,-0.05022215135139532,-0.06125735501467362,-0.1185823158055076,0.17157122843003475
AC025171.2,-0.002196109048509343,0.012349727042018761,0.00962690257984096,-0.008143308438824588,-0.0017197629953234106,-0.004708947381466928,0.003284247848295444,-0.0003224392430060879
AC025171.4,-0.0015846219716981493,-0.006451694289102809,0.0024639596403469273,-0.004699784105807883,0.009180330129511262,0.0060486008811215285,-0.028352701057463715,0.014806452972077729
ZNF131,-0.008139000624952937,0.0028562984357049675,0.031131287806718463,-0.015754415405366127,0.045359200550019595,-0.010451005246839375,-0.07219809074145077,0.04238052321123721
HMGCS1,-0.006712030325299832,0.004486790223514083,0.0243456229288371,-0.0015465581146600106,0.04250541000849873,0.0033987230501878584,-0.0002536853965930893,-0.02238936171894122
CCL28,-0.004737411902014525,-0.017261325530449338,0.03301370058348036,-0.017373307471788307,-0.019134799605935872,0.029836045359635056,-0.06520209212207329,0.03237833870852477
TMEM267,-0.004125754018662089,-0.004277030581440513,0.012894307897917151,0.0017378308888090336,0.02896155914431721,0.012553989686468934,-0.052745714241369715,0.01668915380877247
C5orf34,-0.00234309811533687,0.032571045068845464,0.06058915665192522,0.005195354364937706,0.015383200999380908,-0.00028135090911833235,-0.008099982717690926,-0.01915044044235256
PAIP1,-0.010274468638506158,0.06117744786660924,0.05103523306249862,0.033821967268664585,0.12562474311387936,-0.01539012695696885,0.011227736235926298,-0.07020408133781735
NNT-AS1,0.005775144419306153,0.0108657752849157,0.07034326675734436,0.004663219957791182,0.06782796110724816,-0.00024296164244353162,-0.03857712428987221,-0.013836221243542555
NNT,-0.0037761138880123384,0.013214038401703147,0.06706898130268142,0.007136145944878645,0.1116577991750909,-0.01835601430054738,0.018313093745197056,-0.0564182925703288
MRPS30-DT,0.0010949460160053727,0.002655847472046294,0.017167295802013375,0.01541046711774861,0.03569413382775301,-0.003381004284818267,-0.007675024128849109,-0.012293552354730388
MRPS30,-0.009449661132793713,0.00413471017199028,0.041123978836952416,0.0209015454962558,0.11749156937856493,-0.034372784024612614,-0.04708210855664973,0.005916059186364339
AC093297.2,-0.001274747313580515,-0.0035700815285356824,0.004978842938590585,-0.0006928141413159195,0.020643077686848275,-0.0014712339072228706,-0.006536290367729872,-0.0014389785764165046
EMB,-0.016946132863302318,0.041252017220825395,0.03954697833270124,-0.05848569854527843,-0.06907830902672854,-0.05805195754618896,0.08299228702889341,0.00822772085057968
PARP8,-0.009859423191901978,-0.020780728215974747,-0.029097235527277027,-0.03777361538907748,-0.044596079570831094,-0.06269997601026972,-0.033021364744873945,0.10836613794491487
ITGA1,-0.0007573269104041522,-0.005514975358786704,-0.004956735542628592,-0.006118885708867127,-0.005884997309873408,-0.002977054898093613,-0.015310332014063545,0.01920156296433623
PELO,0.006083187224897496,-0.009480924318019005,0.015483133994607781,0.000732808696862079,0.04680348979714253,-0.03330236005586413,-0.020894469687851126,0.022411940437075593
MOCS2,-0.004379241632560321,0.014078632639326235,0.020977321463649844,0.022808537849330686,0.06518120354927344,-0.033368561191650846,-0.036233871866854214,0.017051232244915046
AC008966.1,0.003753251597669677,-0.0036732559708724816,0.012115225395642467,0.041938329828650034,0.057555195051058355,-0.011424253616336694,-0.017900450606791365,-0.010774913785267229
NDUFS4,-0.007590552946728987,0.044723294497465337,0.08145581721384655,0.056698013932759375,0.16933462414713163,-0.05143101034801048,0.025940641638099234,-0.07754117037809656
ARL15,0.006942877791547605,-0.006693499815167789,-0.003002137731590718,-0.002026802499307575,0.019308257147927277,-0.005027283491696813,0.013311872930308806,-0.010828280324180118
SNX18,-0.016144435395892526,0.05958885868331455,-0.01692376237513054,-0.03191863770069617,-0.026811384079225273,-0.03689664225863986,0.2531250362500845,-0.14562524207484184
GZMK,-0.006854497421535537,-0.04989193557507702,-0.04189039156191659,-0.04480979244159163,-0.05486350253380751,-0.13828990060539217,-0.13810730383277706,0.2568465865340288
GZMA,-0.02607011888743826,-0.09136424834356915,-0.06287168691060628,-0.07799704770389164,-0.07997484467167236,-0.21718974228364624,-0.2069965889856832,0.3989721647607604
DHX29,-0.008110987195699127,0.016100597402286514,0.025351690809443425,0.02846589488119445,0.133572767816115,-0.0263360893653935,0.014439878613382398,-0.05186425900986734
MTREX,-0.006891816570816329,0.01090152302155183,0.0400865752678415,0.04924608790445565,0.13279547127438457,-0.011286818728426698,-0.03098536782738225,-0.03730353240928279
PLPP1,-0.0007356568070078151,0.01789485901460706,0.005987937392542096,-0.00994200884622726,-0.013115261513065433,-0.01303197400959643,-0.025465100462749888,0.031156511024051155
SLC38A9,-0.005832281803179337,0.010904759525050791,0.03215970482337256,-0.0004476213288692327,0.024993009135959848,-0.0002791166313377859,0.015843138738988877,-0.028330869268940247
IL6ST,0.00623624535853871,0.012327207143223474,-0.020268101268388045,-0.02048446776062748,-0.0265361224926196,-0.06789953365159485,0.013562219476255293,0.05828905348098318
AC008914.1,0.0013328830755386975,-0.005666110005186558,-0.001131182070261524,-0.004054850022961959,-0.00926546786247706,-0.018168394185287567,-0.021419323411706048,0.03514737204941625
