resource,source,target,ligand_complex,receptor_complex,donor_significant,significant_full
consensus,B naive,Monocyte non-classical,HLA-B,LILRB2,3,False
consensus,T activated,CD8 T cytotoxic,HLA-B,KLRD1,3,False
consensus,Monocyte classical,T activated,LGALS1,CD69,3,True
consensus,T activated,CD8 T memory,HLA-B,CD8A,3,False
consensus,Granulocyte precursor,CD4 T naive,LGALS1,CD69,2,False
consensus,Granulocyte precursor,CD4 T naive,LGALS1,PTPRC,2,False
consensus,T proliferating,CD8 T memory,HLA-B,CD8A,2,False
consensus,T proliferating,CD8 T memory,HLA-B,CD3D,2,False
consensus,T proliferating,CD8 T memory,HLA-B,CD8B,2,False
consensus,B naive,Plasmacytoid DC,HLA-DPB1,CD4,2,False
consensus,CD8 T memory,Monocyte classical,HLA-A,APLP2,2,False
consensus,Platelet,Plasmacytoid DC,CCL5,CXCR3,2,False
consensus,Platelet,Pre-B small,APP,CD74,2,False
consensus,Pre-B large,CD8 T memory,HMGB1,CXCR4,2,True
consensus,Platelet,Plasmacytoid DC,APP,CD74,2,False
consensus,Granulocyte precursor,Platelet,S100A8,CD68,2,True
consensus,Granulocyte precursor,HSPC,S100A8,CD69,2,False
consensus,Granulocyte precursor,Monocyte non-classical,LGALS1,ITGB1,2,False
consensus,Granulocyte precursor,Plasmacytoid DC,S100A9,CD36,2,False
consensus,Granulocyte precursor,Platelet,S100A9,CD68,2,True
consensus,Granulocyte precursor,Pre-B large,S100A8,CD69,2,False
consensus,Granulocyte precursor,CD4 T memory,S100A9,ITGB2,2,False
consensus,Pre-B small,CD8 T cytotoxic,HLA-A,CD8A,2,False
consensus,Granulocyte precursor,Granulocyte precursor,S100A9,ITGB2,2,False
consensus,Dendritic cell,T proliferating,LGALS1,PTPRC,2,False
consensus,Dendritic cell,T proliferating,LGALS1,CD69,2,False
consensus,Erythroid early,Erythroid early,CDH1,IGF1R,2,False
consensus,Erythroid early,Erythroid early,CDH1,LRP5,2,True
consensus,Pre-B small,CD8 T cytotoxic,HLA-B,CD8B,2,False
consensus,Erythroid early,Erythroid early,TGM2,SDC4,2,False
consensus,Pre-B small,CD8 T memory,HLA-B,CD3D,2,False
consensus,Pre-B small,Dendritic cell,B2M,CD1C,2,False
consensus,Pre-B small,CD8 T memory,HLA-A,CD8A,2,False
consensus,Pre-B small,CD8 T memory,HLA-A,CD8B,2,False
consensus,CD8 T cytotoxic,Monocyte classical,HLA-A,APLP2,2,False
consensus,B naive,Plasmacytoid DC,HLA-DRB1,CD4,2,False
consensus,B naive,T proliferating,HLA-B,CD8A,2,False
consensus,T proliferating,CD8 T memory,HLA-A,CD8B,2,False
consensus,T proliferating,CD8 T memory,HLA-C,CD8A,2,False
consensus,T proliferating,T proliferating,CCL5,CXCR3,2,True
consensus,T proliferating,T proliferating,HLA-A,CD8A,2,True
consensus,T proliferating,T proliferating,HLA-B,CD8A,2,False
consensus,T proliferating,T proliferating,HLA-C,CD8A,2,True
consensus,T proliferating,CD8 T memory,HLA-C,CD8B,2,False
consensus,T proliferating,Dendritic cell,B2M,CD1C,2,True
consensus,T proliferating,Monocyte non-classical,HLA-A,LILRB2,2,True
consensus,T proliferating,NK,B2M,KLRD1,2,True
consensus,T proliferating,CD8 T cytotoxic,HLA-A,CD8A,2,False
consensus,T proliferating,NK,HLA-B,KLRD1,2,True
consensus,T proliferating,CD8 T cytotoxic,B2M,KLRD1,2,False
consensus,T proliferating,NK,B2M,KLRC1,2,True
consensus,T proliferating,Monocyte non-classical,HLA-C,LILRB2,2,True
consensus,T proliferating,Monocyte non-classical,HLA-B,LILRB2,2,True
consensus,Pre-B small,T proliferating,HLA-A,CD8A,2,False
consensus,CD8 T memory,T proliferating,CCL5,CXCR3,2,True
consensus,CD8 T memory,T proliferating,HLA-A,CD8A,2,True
consensus,CD8 T memory,T proliferating,HLA-A,CD8B,2,False
consensus,CD8 T memory,T proliferating,HLA-B,CD3D,2,False
consensus,Plasmacytoid DC,Dendritic cell,COPA,CD74,2,False
consensus,Plasmacytoid DC,CD8 T memory,HLA-B,CD3D,2,False
consensus,CD8 T cytotoxic,CD4 T naive,HLA-C,CD8B,2,False
consensus,Plasmacytoid DC,Granulocyte precursor,APP,CD74,2,False
consensus,Plasmacytoid DC,NK,B2M,KLRC2,2,False
consensus,Dendritic cell,NK,S100A9,ITGB2,2,False
consensus,Dendritic cell,NK,B2M,KLRC2,2,False
consensus,CD8 T cytotoxic,CD4 T naive,HLA-A,CD8B,2,False
consensus,Platelet,B naive,APP,CD74,2,False
consensus,Plasmacytoid DC,T proliferating,HLA-B,CD8A,2,False
consensus,Plasmacytoid DC,T proliferating,APP,CD74,2,True
consensus,Plasmacytoid DC,Plasmacytoid DC,HLA-DRA,CD4,2,False
consensus,Platelet,CD8 T memory,HLA-C,CD8A,2,False
consensus,Platelet,CD8 T memory,HLA-A,CD8A,2,False
consensus,CD8 T cytotoxic,CD4 T naive,HLA-B,CD8B,2,False
consensus,Dendritic cell,T proliferating,HLA-B,CD8A,2,False
consensus,Dendritic cell,T proliferating,HLA-A,CD8A,2,False
consensus,CD8 T memory,CD8 T memory,HLA-B,KLRD1,2,False
consensus,CD8 T memory,Monocyte classical,RPS19,C5AR1,2,False
consensus,Platelet,Monocyte non-classical,HLA-C,LILRB2,2,False
consensus,Granulocyte precursor,T proliferating,S100A8,ITGB2,2,True
consensus,Granulocyte precursor,T proliferating,S100A9,ITGB2,2,True
consensus,Granulocyte precursor,T proliferating,LGALS1,PTPRC,2,False
consensus,Granulocyte precursor,T proliferating,S100A8,CD69,2,True
consensus,Granulocyte precursor,T proliferating,LGALS1,CD69,2,False
consensus,Granulocyte precursor,T activated,LGALS1,PTPRC,2,False
consensus,Platelet,Dendritic cell,B2M,CD1C,2,True
consensus,Platelet,Dendritic cell,APP,CD74,2,False
consensus,Pre-B large,Monocyte non-classical,RPS19,C5AR1,2,False
consensus,CD8 T cytotoxic,T proliferating,HLA-C,CD8B,2,True
consensus,NK,CD8 T memory,HLA-B,KLRD1,2,False
consensus,CD8 T cytotoxic,T proliferating,HLA-C,CD8A,2,True
consensus,Monocyte classical,Dendritic cell,VCAN,SELL,2,False
consensus,Dendritic cell,Monocyte non-classical,LGALS1,ITGB1,2,False
consensus,Dendritic cell,Monocyte non-classical,HLA-DRB1,CD4,2,False
consensus,CD4 T memory,CD8 T cytotoxic,HLA-C,CD8B,2,False
consensus,CD4 T naive,CD8 T cytotoxic,HLA-C,CD8A,2,False
consensus,CD4 T naive,CD8 T cytotoxic,HLA-B,CD3D,2,False
consensus,Dendritic cell,B naive,TNFSF13B,HLA-DPB1,2,False
consensus,Dendritic cell,CD8 T cytotoxic,HLA-B,CD3D,2,False
consensus,CD8 T memory,T proliferating,HLA-C,CD8B,2,False
consensus,Monocyte classical,Monocyte classical,LGALS1,PTPRC,2,False
consensus,CD4 T naive,CD8 T memory,HLA-C,CD8A,2,False
consensus,CD8 T memory,CD4 T naive,HLA-A,CD8B,2,False
consensus,NK,T proliferating,HLA-B,CD8A,2,True
consensus,NK,T proliferating,HLA-B,CD8B,2,False
consensus,NK,T proliferating,HLA-C,CD8A,2,True
consensus,NK,T proliferating,HLA-C,CD8B,2,True
consensus,Plasmacytoid DC,CD4 T memory,HLA-B,CD3D,2,False
consensus,NK,T proliferating,HLA-B,CD3D,2,False
consensus,NK,T proliferating,HLA-A,CD8B,2,False
consensus,NK,T proliferating,HLA-A,CD8A,2,True
consensus,CD4 T naive,Monocyte non-classical,HLA-C,LILRB2,2,False
consensus,CD4 T naive,NK,B2M,KLRC2,2,False
consensus,Monocyte classical,CD8 T memory,HLA-B,CD8A,2,False
consensus,CD8 T memory,NK,CLEC2D,KLRB1,2,False
consensus,CD4 T naive,T proliferating,HLA-A,CD8A,2,False
consensus,CD4 T naive,NK,CLEC2D,KLRB1,2,False
consensus,CD8 T cytotoxic,T proliferating,HLA-B,CD8B,2,False
consensus,CD4 T naive,T proliferating,HLA-C,CD8A,2,False
consensus,Monocyte non-classical,Monocyte non-classical,TIMP1,CD63,2,False
consensus,Monocyte non-classical,Plasmacytoid DC,APP,CD74,2,False
consensus,Monocyte non-classical,NK,TIMP1,CD63,2,False
consensus,Monocyte non-classical,NK,S100A9,ITGB2,2,False
consensus,Monocyte classical,NK,B2M,KLRC2,2,False
consensus,Monocyte classical,Monocyte non-classical,S100A9,CD36,2,False
consensus,Monocyte classical,Monocyte non-classical,S100A8,CD36,2,False
consensus,Monocyte classical,Monocyte non-classical,LGALS1,ITGB1,2,False
consensus,Monocyte non-classical,Plasmacytoid DC,TIMP1,CD63,2,False
consensus,Monocyte non-classical,T proliferating,HLA-B,CD8A,2,False
consensus,CD8 T memory,T proliferating,HLA-C,CD8A,2,True
consensus,CD8 T memory,T proliferating,HLA-B,CD8B,2,False
consensus,CD8 T memory,T proliferating,HLA-B,CD8A,2,True
consensus,NK,CD4 T naive,HLA-C,CD8B,2,False
consensus,NK,CD4 T naive,HLA-B,CD8B,2,False
consensus,NK,CD4 T naive,HLA-A,CD8B,2,False
consensus,CD4 T naive,CD8 T memory,HLA-A,CD8A,2,False
consensus,Monocyte non-classical,CD8 T memory,HLA-C,CD8A,2,False
consensus,Monocyte non-classical,Monocyte classical,RPS19,C5AR1,2,False
consensus,Monocyte non-classical,Granulocyte precursor,TIMP1,CD63,2,False
consensus,Monocyte non-classical,CD4 T memory,LGALS1,PTPRC,2,False
consensus,Monocyte non-classical,CD8 T cytotoxic,LGALS1,ITGB1,2,False
consensus,Monocyte non-classical,B naive,TNFSF13B,HLA-DPB1,2,False
consensus,Monocyte non-classical,CD8 T memory,HLA-A,CD8A,2,False
consensus,Monocyte classical,Platelet,S100A8,CD36,2,True
consensus,Monocyte non-classical,Dendritic cell,APP,CD74,2,False
consensus,Dendritic cell,CD8 T cytotoxic,HLA-B,CD8B,2,False
consensus,Monocyte non-classical,Monocyte non-classical,HLA-A,LILRB2,2,False
consensus,CD4 T memory,T proliferating,HLA-B,CD8A,2,False
consensus,CD4 T memory,T proliferating,HLA-A,CD8A,2,False
consensus,CD4 T memory,T proliferating,HLA-C,CD8A,2,True
consensus,Monocyte non-classical,Monocyte non-classical,HLA-C,LILRB2,2,False
consensus,CD8 T cytotoxic,T proliferating,CCL5,CXCR3,2,True
consensus,CD8 T cytotoxic,T proliferating,HLA-A,CD8A,2,True
consensus,CD8 T cytotoxic,T proliferating,HLA-A,CD8B,2,False
consensus,CD8 T cytotoxic,T proliferating,HLA-B,CD3D,2,False
consensus,CD8 T cytotoxic,T proliferating,HLA-B,CD8A,2,True
consensus,Monocyte classical,Plasmacytoid DC,S100A8,ITGB2,2,False
consensus,Monocyte classical,Plasmacytoid DC,S100A9,ITGB2,2,False
consensus,Dendritic cell,Monocyte non-classical,HLA-DPB1,CD4,2,False
consensus,Monocyte classical,T proliferating,S100A8,CD69,2,True
consensus,Monocyte classical,T proliferating,S100A8,ITGB2,2,True
consensus,Monocyte classical,T proliferating,S100A9,ITGB2,2,True
consensus,Monocyte non-classical,B naive,APP,CD74,2,False
consensus,Monocyte classical,T proliferating,LGALS1,PTPRC,2,False
consensus,Dendritic cell,Monocyte non-classical,HLA-DPA1,CD4,2,False
consensus,Dendritic cell,Monocyte non-classical,HLA-C,LILRB2,2,False
consensus,Dendritic cell,Monocyte non-classical,HLA-A,LILRB2,2,False
consensus,T activated,NK,B2M,KLRC1,2,True
consensus,Monocyte classical,Platelet,S100A9,CD36,2,True
consensus,Monocyte classical,T proliferating,LGALS1,CD69,2,False
consensus,T activated,CD8 T cytotoxic,B2M,KLRD1,2,False
consensus,Pre-B small,T proliferating,HLA-B,CD8A,2,False
consensus,T proliferating,CD8 T memory,HLA-A,CD8A,2,False
consensus,T proliferating,CD8 T cytotoxic,HLA-C,CD8B,2,False
consensus,T activated,CD4 T memory,HLA-B,CD3D,2,False
consensus,T proliferating,CD8 T cytotoxic,HLA-C,CD8A,2,False
consensus,T proliferating,CD8 T cytotoxic,HLA-B,KLRD1,2,False
consensus,T proliferating,CD8 T cytotoxic,HLA-B,CD8A,2,False
consensus,T proliferating,CD8 T cytotoxic,HLA-B,CD8B,2,False
consensus,T proliferating,CD8 T cytotoxic,HLA-B,CD3D,2,False
consensus,T proliferating,CD8 T cytotoxic,HLA-A,CD8B,2,False
consensus,B naive,Monocyte non-classical,CD52,SIGLEC10,2,False
consensus,B naive,Dendritic cell,B2M,CD1C,2,False
consensus,B naive,CD8 T cytotoxic,HLA-A,CD8A,1,False
consensus,B naive,CD8 T cytotoxic,HLA-B,CD8B,1,False
consensus,B naive,CD8 T memory,HLA-A,CD8A,1,False
consensus,B naive,Monocyte non-classical,HLA-A,LILRB2,1,False
consensus,B naive,Monocyte non-classical,HLA-C,LILRB2,1,False
consensus,B naive,Monocyte non-classical,HLA-DPA1,CD4,1,False
consensus,Pre-B small,T proliferating,HLA-B,CD8B,1,False
consensus,Pre-B small,T proliferating,HLA-C,CD8A,1,False
consensus,CD8 T cytotoxic,Platelet,CCL5,SDC4,1,False
consensus,CD8 T cytotoxic,Monocyte non-classical,HLA-C,LILRB1,1,False
consensus,CD8 T cytotoxic,Monocyte non-classical,HLA-C,LILRA1,1,False
consensus,CD8 T cytotoxic,Monocyte non-classical,HLA-B,LILRB1,1,False
consensus,CD8 T cytotoxic,Monocyte non-classical,HLA-B,LILRA1,1,False
consensus,T proliferating,T proliferating,HLA-C,CD8B,1,False
consensus,T proliferating,T proliferating,HLA-B,CD8B,1,False
consensus,T proliferating,T proliferating,HLA-B,CD3D,1,False
consensus,T proliferating,T proliferating,HLA-A,CD8B,1,False
consensus,Pre-B small,Monocyte non-classical,HLA-C,LILRB2,1,False
consensus,Pre-B small,Monocyte non-classical,HLA-C,LILRA1,1,False
consensus,Pre-B small,Monocyte non-classical,HLA-B,LILRB1,1,False
consensus,Pre-B small,Monocyte non-classical,HLA-B,LILRA1,1,False
consensus,B naive,T proliferating,HLA-DRA,LAG3,1,False
consensus,B naive,T proliferating,HLA-B,CD8B,1,False
consensus,B naive,T proliferating,HLA-B,CD3D,1,False
consensus,Dendritic cell,CD8 T cytotoxic,S100A9,ITGB2,1,False
consensus,Dendritic cell,CD8 T cytotoxic,LGALS1,CD69,1,False
consensus,Dendritic cell,CD8 T cytotoxic,HLA-C,CD8B,1,False
consensus,Dendritic cell,CD8 T cytotoxic,HLA-C,CD8A,1,False
consensus,Monocyte non-classical,Monocyte classical,S100A9,ITGB2,1,False
consensus,Monocyte non-classical,Erythroid early,LGALS1,ITGB1,1,False
consensus,Monocyte non-classical,CD8 T memory,TGFB1,CXCR4,1,False
consensus,Monocyte non-classical,CD8 T memory,HLA-C,CD8B,1,False
consensus,Monocyte non-classical,CD8 T memory,HLA-A,CD8B,1,False
consensus,Monocyte non-classical,CD8 T memory,CXCL12,CXCR4,1,False
consensus,Monocyte non-classical,CD8 T cytotoxic,HLA-C,CD8B,1,False
consensus,Monocyte non-classical,CD8 T cytotoxic,HLA-C,CD8A,1,False
consensus,Monocyte non-classical,CD8 T cytotoxic,HLA-A,CD8B,1,False
consensus,Monocyte non-classical,CD8 T cytotoxic,HLA-A,CD8A,1,False
consensus,Monocyte non-classical,CD8 T cytotoxic,CXCL12,CXCR4,1,False
consensus,Monocyte non-classical,CD8 T cytotoxic,B2M,KLRC2,1,False
consensus,CD4 T memory,T proliferating,HLA-A,CD8B,1,False
consensus,CD4 T memory,T proliferating,B2M,KLRC1,1,False
consensus,CD4 T memory,Monocyte non-classical,HLA-C,LILRB1,1,False
consensus,CD4 T memory,Monocyte non-classical,HLA-C,LILRA1,1,False
consensus,CD4 T memory,Monocyte non-classical,HLA-B,LILRB1,1,False
consensus,CD4 T memory,Monocyte non-classical,HLA-B,LILRA1,1,False
consensus,CD4 T memory,Monocyte non-classical,HLA-A,LILRB1,1,False
consensus,CD4 T memory,Monocyte non-classical,HLA-A,LILRA1,1,False
consensus,CD4 T memory,Monocyte non-classical,CD52,SIGLEC10,1,False
consensus,Dendritic cell,Erythroid early,EFNB1,EPHB4,1,False
consensus,Dendritic cell,Dendritic cell,VIM,CD44,1,False
consensus,Dendritic cell,Dendritic cell,S100A9,ITGB2,1,False
consensus,Dendritic cell,Dendritic cell,LGALS1,PTPRC,1,False
consensus,Dendritic cell,CD8 T memory,HLA-B,CD3D,1,False
consensus,Dendritic cell,CD8 T memory,HLA-A,CD8B,1,False
consensus,Dendritic cell,CD8 T memory,HLA-A,CD8A,1,False
consensus,Monocyte non-classical,NK,LGALS1,PTPRC,1,False
consensus,Monocyte non-classical,Monocyte non-classical,S100A9,CD68,1,False
consensus,Monocyte non-classical,Monocyte non-classical,HLA-C,LILRB1,1,False
consensus,Monocyte non-classical,Monocyte non-classical,HLA-C,LILRA1,1,False
consensus,Monocyte non-classical,Monocyte non-classical,HLA-B,LILRB1,1,False
consensus,Monocyte non-classical,Monocyte non-classical,HLA-B,LILRA1,1,False
consensus,Dendritic cell,Monocyte classical,LGALS1,PTPRC,1,False
consensus,Dendritic cell,HSPC,LGALS1,CD69,1,False
consensus,Monocyte classical,Plasmacytoid DC,HLA-DRA,CD4,1,False
consensus,Monocyte classical,NK,VCAN,SELL,1,False
consensus,Monocyte classical,NK,CD14,ITGB2,1,False
consensus,CD4 T naive,CD8 T cytotoxic,HLA-A,CD8A,1,False
consensus,CD4 T naive,CD8 T cytotoxic,B2M,KLRC2,1,False
consensus,CD4 T memory,T proliferating,HLA-C,CD8B,1,False
consensus,CD4 T memory,T proliferating,HLA-B,CD8B,1,False
consensus,CD4 T memory,T proliferating,HLA-B,CD3D,1,False
consensus,Monocyte non-classical,Pre-B large,CXCL12,CXCR4,1,False
consensus,Monocyte non-classical,Platelet,TIMP1,CD63,1,False
consensus,Monocyte non-classical,Platelet,LGALS1,ITGB1,1,False
consensus,Monocyte non-classical,Plasmacytoid DC,TNFSF13B,HLA-DPB1,1,False
consensus,Monocyte non-classical,Plasmacytoid DC,HLA-DRB1,CD4,1,False
consensus,CD4 T memory,NK,CLEC2D,KLRB1,1,False
consensus,Monocyte classical,Monocyte non-classical,VIM,CD44,1,False
consensus,Monocyte classical,Monocyte non-classical,VCAN,CD44,1,False
consensus,Monocyte classical,Monocyte non-classical,TNFSF13B,HLA-DPB1,1,False
consensus,Monocyte classical,Monocyte non-classical,S100A9,TLR4,1,False
consensus,Monocyte classical,Monocyte non-classical,S100A8,TLR4,1,False
consensus,Monocyte classical,Monocyte non-classical,RPS19,C5AR1,1,False
consensus,Monocyte classical,Monocyte non-classical,HLA-A,LILRB2,1,False
consensus,Monocyte classical,Monocyte classical,VIM,CD44,1,False
consensus,Monocyte classical,Monocyte classical,VCAN,SELL,1,False
consensus,Monocyte non-classical,Plasmacytoid DC,HLA-DRA,CD4,1,False
consensus,NK,CD8 T memory,B2M,KLRD1,1,False
consensus,NK,CD8 T cytotoxic,HLA-E,CD8B,1,False
consensus,NK,CD8 T cytotoxic,HLA-E,CD8A,1,False
consensus,NK,CD8 T cytotoxic,B2M,KLRC2,1,False
consensus,Monocyte non-classical,T proliferating,LGALS1,PTPRC,1,False
consensus,Monocyte non-classical,T proliferating,LGALS1,CD69,1,False
consensus,Monocyte non-classical,T proliferating,HLA-DRA,LAG3,1,False
consensus,Monocyte non-classical,T proliferating,HLA-C,CD8B,1,False
consensus,Monocyte non-classical,T proliferating,HLA-C,CD8A,1,False
consensus,Monocyte non-classical,T proliferating,HLA-B,CD8B,1,False
consensus,Monocyte non-classical,T proliferating,HLA-B,CD3D,1,False
consensus,Monocyte non-classical,T proliferating,HLA-A,CD8B,1,False
consensus,Monocyte non-classical,T proliferating,HLA-A,CD8A,1,False
consensus,Monocyte non-classical,T proliferating,B2M,KLRC1,1,False
consensus,Monocyte non-classical,Pre-B small,CXCL12,CXCR4,1,False
consensus,Monocyte non-classical,Pre-B small,APP,CD74,1,False
consensus,Dendritic cell,CD8 T cytotoxic,HLA-A,CD8B,1,False
consensus,Dendritic cell,CD8 T cytotoxic,HLA-A,CD8A,1,False
consensus,Dendritic cell,CD8 T cytotoxic,B2M,KLRC2,1,False
consensus,Dendritic cell,CD4 T memory,HLA-B,CD3D,1,False
consensus,Monocyte classical,Monocyte classical,VCAN,CD44,1,False
consensus,Monocyte classical,HSPC,VCAN,SELL,1,False
consensus,Monocyte classical,HSPC,VCAN,CD44,1,False
consensus,CD4 T naive,Monocyte non-classical,HLA-A,LILRB2,1,False
consensus,CD4 T naive,CD8 T memory,HLA-C,CD8B,1,False
consensus,CD4 T naive,CD8 T memory,HLA-B,CD8B,1,False
consensus,CD4 T naive,CD8 T memory,HLA-A,CD8B,1,False
consensus,CD4 T naive,CD8 T cytotoxic,HLA-B,CD8B,1,False
consensus,CD4 T naive,CD8 T cytotoxic,HLA-B,CD8A,1,False
consensus,CD4 T naive,CD8 T cytotoxic,HLA-A,CD8B,1,False
consensus,CD8 T memory,T proliferating,HLA-B,KLRD1,1,False
consensus,CD4 T memory,CD4 T naive,HLA-B,CD8B,1,False
consensus,NK,Monocyte non-classical,HLA-A,LILRB1,1,False
consensus,NK,Monocyte non-classical,HLA-A,LILRA1,1,False
consensus,NK,Granulocyte precursor,HLA-A,APLP2,1,False
consensus,NK,CD8 T memory,TGFB1,CXCR4,1,False
consensus,Monocyte classical,HSPC,LGALS1,CD69,1,False
consensus,Monocyte classical,Granulocyte precursor,VCAN,CD44,1,False
consensus,Monocyte classical,Erythroid late,LGALS1,ITGB1,1,False
consensus,Monocyte classical,Erythroid early,VCAN,ITGB1,1,False
consensus,Monocyte classical,Dendritic cell,VCAN,CD44,1,False
consensus,Dendritic cell,Monocyte non-classical,S100A9,CD68,1,False
consensus,CD8 T memory,CD8 T cytotoxic,B2M,KLRC2,1,False
consensus,CD8 T memory,CD4 T naive,HLA-C,CD8B,1,False
consensus,CD8 T memory,CD4 T naive,HLA-B,CD8B,1,False
consensus,CD8 T cytotoxic,T proliferating,HLA-B,KLRD1,1,False
consensus,NK,CD8 T memory,HLA-E,CD8A,1,False
consensus,CD4 T memory,CD8 T cytotoxic,B2M,KLRC2,1,False
consensus,CD8 T memory,Monocyte non-classical,HLA-C,LILRA1,1,False
consensus,CD8 T memory,Monocyte non-classical,HLA-B,LILRB1,1,False
consensus,CD8 T memory,Monocyte non-classical,HLA-B,LILRA1,1,False
consensus,Plasmacytoid DC,CD8 T memory,HLA-A,CD8A,1,False
consensus,Plasmacytoid DC,CD8 T cytotoxic,HLA-A,CD8B,1,False
consensus,Plasmacytoid DC,CD8 T cytotoxic,HLA-A,CD8A,1,False
consensus,Plasmacytoid DC,CD8 T cytotoxic,B2M,KLRC2,1,False
consensus,Plasmacytoid DC,CD4 T naive,HLA-B,CD8B,1,False
consensus,NK,T proliferating,HLA-B,KLRD1,1,False
consensus,NK,T proliferating,B2M,KLRD1,1,False
consensus,NK,T proliferating,B2M,KLRC1,1,False
consensus,NK,Platelet,CCL5,SDC4,1,False
consensus,NK,Monocyte non-classical,HLA-C,LILRB1,1,False
consensus,NK,Monocyte non-classical,HLA-C,LILRA1,1,False
consensus,NK,Monocyte non-classical,HLA-B,LILRB1,1,False
consensus,NK,Monocyte non-classical,HLA-B,LILRA1,1,False
consensus,CD8 T cytotoxic,CD8 T cytotoxic,HLA-E,CD8A,1,False
consensus,CD8 T cytotoxic,CD8 T cytotoxic,B2M,KLRC2,1,False
consensus,Plasmacytoid DC,Monocyte non-classical,HLA-B,LILRA1,1,False
consensus,Plasmacytoid DC,CD8 T memory,HLA-A,CD8B,1,False
consensus,CD8 T memory,T proliferating,B2M,KLRD1,1,False
consensus,CD8 T memory,T proliferating,B2M,KLRC1,1,False
consensus,CD8 T memory,Platelet,CCL5,SDC4,1,False
consensus,Monocyte classical,CD8 T memory,VCAN,CD44,1,False
consensus,CD4 T naive,T proliferating,HLA-B,CD8B,1,False
consensus,CD4 T naive,T proliferating,HLA-B,CD8A,1,False
consensus,CD4 T naive,T proliferating,HLA-B,CD3D,1,False
consensus,CD4 T naive,T proliferating,HLA-A,CD8B,1,False
consensus,CD4 T naive,T proliferating,B2M,KLRC1,1,False
consensus,CD4 T naive,Monocyte non-classical,HLA-C,LILRA1,1,False
consensus,Monocyte classical,CD8 T memory,HLA-A,CD8A,1,False
consensus,CD8 T memory,Monocyte non-classical,HLA-C,LILRB1,1,False
consensus,Plasmacytoid DC,T proliferating,HLA-A,CD8A,1,False
consensus,Plasmacytoid DC,T proliferating,B2M,KLRC1,1,False
consensus,Plasmacytoid DC,Plasmacytoid DC,COPA,CD74,1,False
consensus,Plasmacytoid DC,Monocyte non-classical,HLA-DRA,CD4,1,False
consensus,Plasmacytoid DC,Monocyte non-classical,HLA-C,LILRB2,1,False
consensus,Plasmacytoid DC,Monocyte non-classical,HLA-C,LILRA1,1,False
consensus,Plasmacytoid DC,Monocyte non-classical,HLA-B,LILRB1,1,False
consensus,Monocyte classical,CD8 T cytotoxic,LGALS1,CD69,1,False
consensus,Monocyte classical,CD8 T cytotoxic,HLA-B,CD8B,1,False
consensus,Monocyte classical,CD8 T cytotoxic,HLA-B,CD8A,1,False
consensus,Monocyte classical,CD8 T cytotoxic,HLA-A,CD8B,1,False
consensus,Monocyte classical,CD8 T cytotoxic,HLA-A,CD8A,1,False
consensus,Monocyte classical,CD8 T cytotoxic,B2M,KLRC2,1,False
consensus,Monocyte classical,CD4 T memory,VCAN,ITGB1,1,False
consensus,Monocyte classical,CD4 T memory,VCAN,CD44,1,False
consensus,CD8 T cytotoxic,CD8 T cytotoxic,HLA-E,CD8B,1,False
consensus,Platelet,CD8 T memory,HLA-B,CD8B,1,False
consensus,Platelet,CD8 T memory,HLA-B,CD8A,1,False
consensus,Platelet,CD8 T memory,HLA-A,CD8B,1,False
consensus,Platelet,CD8 T cytotoxic,HLA-E,CD8B,1,False
consensus,Platelet,CD8 T cytotoxic,HLA-E,CD8A,1,False
consensus,Platelet,CD8 T cytotoxic,HLA-B,KLRD1,1,False
consensus,Dendritic cell,T proliferating,HLA-DRA,LAG3,1,False
consensus,Dendritic cell,T proliferating,HLA-B,CD8B,1,False
consensus,Dendritic cell,T proliferating,HLA-B,CD3D,1,False
consensus,Dendritic cell,T activated,LGALS1,PTPRC,1,False
consensus,Dendritic cell,Plasmacytoid DC,LGALS1,ITGB1,1,False
consensus,Dendritic cell,Plasmacytoid DC,HLA-DQB1,CD4,1,False
consensus,Platelet,CD8 T cytotoxic,HLA-A,CD8B,1,False
consensus,Platelet,CD8 T cytotoxic,HLA-A,CD8A,1,False
consensus,Plasmacytoid DC,T proliferating,HLA-B,CD8B,1,False
consensus,Plasmacytoid DC,T proliferating,HLA-B,CD3D,1,False
consensus,CD8 T memory,CD8 T cytotoxic,HLA-E,CD8B,1,False
consensus,CD8 T memory,CD8 T cytotoxic,HLA-E,CD8A,1,False
consensus,Platelet,Monocyte non-classical,HLA-B,LILRB2,1,False
consensus,HSPC,T proliferating,CCL28,CCR3,1,False
consensus,HSPC,NK,B2M,KLRC1,1,False
consensus,HSPC,Erythroid early,DBP,ACKR1,1,False
consensus,HSPC,CD8 T cytotoxic,HLA-B,KLRD1,1,False
consensus,HSPC,CD8 T cytotoxic,HLA-A,CD8A,1,False
consensus,HSPC,CD8 T cytotoxic,B2M,KLRD1,1,False
consensus,Granulocyte precursor,T proliferating,LGALS1,ITGB1,1,False
consensus,Platelet,Monocyte non-classical,HLA-A,LILRB2,1,False
consensus,Platelet,Monocyte non-classical,APP,CD74,1,False
consensus,Platelet,Granulocyte precursor,TIMP1,CD63,1,False
consensus,Platelet,CD8 T memory,HLA-E,CD8B,1,False
consensus,Platelet,CD8 T memory,HLA-E,CD8A,1,False
consensus,Platelet,CD8 T memory,HLA-C,CD8B,1,False
consensus,Pre-B large,CD8 T cytotoxic,HLA-A,CD8A,1,False
