donor,resource,source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
MantonBM8,consensus,Pre-B large,CD8 T memory,HMGB1,CXCR4,3.5618176,0.0,12.395974,1.5506402429572834,2.2095387370045607,0.011069299,0.97691214,0.025841884749027797,3.577545407575062e-07
MantonBM8,consensus,Pre-B large,Pre-B large,HMGB1,CXCR4,3.4729743,0.0,11.667306,1.4843521993207036,1.8675321326505328,0.010418615,0.976219,0.03317822754140541,4.808105894737999e-06
MantonBM8,consensus,Monocyte classical,CD8 T memory,S100A8,CD69,3.5650315,0.0,9.193123,1.394873125804105,3.276643469187672,0.045074437,0.9732897,0.004529336032292532,5.7217897197044575e-06
MantonBM8,consensus,Monocyte classical,NK,S100A9,ITGB2,3.5782032,0.0,9.046112,1.761296646190547,3.7716626443576606,0.05429625,0.9730794,0.0017466178446535704,7.78730104633621e-06
MantonBM8,consensus,Pre-B large,Pre-B small,HMGB1,CXCR4,3.4253414,0.0,11.276634,1.4488125243106045,1.9664461611612631,0.010069756,0.9758205,0.03866883203267446,1.0170266814356058e-05
MantonBM8,consensus,Monocyte classical,NK,S100A8,ITGB2,3.540007,0.0,8.920845,1.75692518190281,3.65865621636552,0.058836635,0.9728961,0.0012031961034808917,1.1480769873526036e-05
MantonBM8,consensus,Monocyte classical,CD4 T memory,S100A8,CD69,3.5380104,0.0,8.89912,1.3717616110724298,3.1052633474581617,0.043632925,0.972864,0.005211227581126096,1.2870602470711564e-05
MantonBM8,consensus,Monocyte classical,Dendritic cell,S100A9,ITGB2,3.5441794,0.0,8.670721,1.7217599241204367,3.428817450001207,0.052043088,0.9725186,0.0023607673097158417,1.58882234623503e-05
MantonBM8,consensus,Monocyte classical,Dendritic cell,S100A8,ITGB2,3.5059834,0.0,8.550652,1.7173884598326998,3.315811022009066,0.056395058,0.9723317,0.0014519756441130197,2.1009381592833763e-05
MantonBM8,consensus,Monocyte classical,Pre-B small,S100A8,CD69,3.4901016,0.0,8.377851,1.3307850823566751,3.2635953733495167,0.041077107,0.97205573,0.00694323532871722,2.2874983239267736e-05
MantonBM8,consensus,Monocyte classical,B naive,S100A8,CD69,3.480995,0.0,8.278768,1.3229963586999882,3.2141907080471035,0.0405913,0.97189367,0.007373025112188849,2.684395291844157e-05
MantonBM8,consensus,Monocyte classical,NK,S100A8,CD69,3.4718103,0.0,8.178833,1.3151404703668261,3.1194270573585614,0.040101316,0.9717273,0.007725300891355244,3.1129869720688906e-05
MantonBM8,consensus,Monocyte classical,T proliferating,S100A9,ITGB2,3.4921036,0.0,8.096157,1.6612459624094313,3.3431695254552167,0.048594467,0.9715874,0.003206795519284127,3.8152833665763345e-05
MantonBM8,consensus,Monocyte classical,T proliferating,S100A8,ITGB2,3.4539075,0.0,7.9840446,1.6568744981216943,3.230163097463076,0.05265805,0.97139436,0.0021916265420477967,4.5888462059871096e-05
MantonBM8,consensus,CD8 T cytotoxic,NK,B2M,KLRD1,3.4526508,0.0,7.6763787,1.918695198880982,1.7544868649695247,0.029040469,0.97084326,0.005307009893451461,5.731070650013583e-05
MantonBM8,consensus,NK,NK,B2M,KLRD1,3.4168267,0.0,7.576612,1.8701374380624725,1.6885699946613422,0.028663043,0.9706575,0.0067388657031398624,6.999871015914006e-05
MantonBM8,consensus,Monocyte classical,T proliferating,S100A8,CD69,3.4025707,0.0,7.425476,1.2559195140930999,2.607711499148718,0.03640756,0.9703692,0.008757655966390667,8.034495735489424e-05
MantonBM8,consensus,Monocyte classical,Erythroid early,S100A9,CD36,3.4260902,0.0,7.367817,2.13937251373034,3.6752500378827486,0.10589274,0.970257,7.96332483689506e-05,8.395179661246428e-05
MantonBM8,consensus,Monocyte classical,T activated,S100A8,CD69,3.397045,0.0,7.3653545,1.2511933886971425,2.839786703367312,0.03611278,0.97025216,0.008757655966390667,8.763766140657289e-05
MantonBM8,consensus,CD8 T memory,NK,B2M,KLRD1,3.323971,0.0,7.318018,1.7442804969488346,1.6186686243259787,0.027684754,0.97015893,0.008757655966390667,9.140252784067021e-05
MantonBM8,consensus,Monocyte classical,Erythroid early,S100A8,CD36,3.3878942,0.0,7.26579,2.135001049442603,3.562243609890608,0.11474775,0.9700551,5.151299353955202e-05,9.916928943568906e-05
MantonBM8,consensus,T proliferating,NK,B2M,KLRD1,3.2586324,0.0,7.136056,1.6557217265260746,1.4444249070434683,0.026996376,0.9697923,0.008757655966390667,0.00010725196963630538
MantonBM8,consensus,CD4 T memory,NK,B2M,KLRD1,3.1969829,0.0,6.964368,1.572162470600405,1.38704599883017,0.026346862,0.96943355,0.008757655966390667,0.00012884034119188683
MantonBM8,consensus,Monocyte classical,CD8 T cytotoxic,S100A9,ITGB2,3.3823645,0.0,6.8853817,1.5337253216568332,3.5211024486666243,0.041327193,0.9692641,0.006597830539370287,0.00014274036864976792
MantonBM8,consensus,T activated,NK,B2M,KLRD1,3.1434095,0.0,6.8151712,1.4995489811127762,1.271072666095329,0.025782438,0.969111,0.008757655966390667,0.00014753148036477897
MantonBM8,consensus,Monocyte classical,CD8 T cytotoxic,S100A8,ITGB2,3.3441684,0.0,6.7900352,1.5293538573690963,3.4080960206744835,0.04478307,0.9690557,0.0046229408312606695,0.00015240142468209597
MantonBM8,consensus,Plasmacytoid DC,Dendritic cell,APP,CD74,3.0375156,0.0,6.9405065,2.816292328355134,2.5849532750831945,0.056342464,0.96938264,0.0004184298387346518,0.00016237793972693874
MantonBM8,consensus,Monocyte non-classical,NK,B2M,KLRD1,3.0947192,0.0,6.6795735,1.4335539900720198,1.2151926897430767,0.025269458,0.9688088,0.008757655966390667,0.000188698659986235
MantonBM8,consensus,Plasmacytoid DC,NK,B2M,KLRD1,3.0870678,0.0,6.658265,1.4231831717828352,1.213364752580514,0.025188847,0.9687605,0.008757655966390667,0.00019419915483837329
MantonBM8,consensus,Plasmacytoid DC,B naive,APP,CD74,2.9704456,0.0,6.7358675,2.7748021454544296,2.8258289874403926,0.05468122,0.9689354,0.0002964005557683058,0.0002288561930226615
MantonBM8,consensus,CD4 T naive,NK,B2M,KLRD1,2.9899905,0.0,6.387914,1.2916050397656706,1.0295541976280445,0.024166085,0.96812713,0.008757655966390667,0.0002535351509781552
MantonBM8,consensus,Plasmacytoid DC,Plasmacytoid DC,APP,CD74,2.9436278,0.0,6.654042,2.758212299808877,2.500766678835605,0.054016966,0.9687509,0.0004730824323346308,0.0003066684028772299
