donor,resource,source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
MantonBM4,consensus,NK,NK,B2M,KLRD1,3.802256,0.0,11.690316,1.5486314343400167,2.1417765554892156,0.029124884,0.9750942,0.001947760607029335,5.4005108169334176e-08
MantonBM4,consensus,CD8 T cytotoxic,NK,B2M,KLRD1,3.735634,0.0,11.405324,1.4713193608476214,1.9887076007481284,0.028414866,0.9747927,0.0036262925165580382,4.859958295067748e-07
MantonBM4,consensus,CD8 T memory,NK,B2M,KLRD1,3.7122693,0.0,11.305375,1.4442053568346123,1.9659718769997196,0.028165855,0.97468436,0.004732441890625297,8.639478510410531e-07
MantonBM4,consensus,CD4 T memory,NK,B2M,KLRD1,3.5707965,0.0,10.70019,1.2800319009697951,1.7398244350078715,0.026658116,0.97399664,0.014617568560715381,1.3498488896726521e-06
MantonBM4,consensus,T proliferating,NK,B2M,KLRD1,3.5211663,0.0,10.4878845,1.222437896580694,1.659208112723492,0.026129182,0.97374165,0.017348973898973476,2.645430429287943e-06
MantonBM4,consensus,Monocyte non-classical,NK,B2M,KLRD1,3.4876251,0.0,10.344403,1.1835153855469984,1.6072584825261367,0.025771718,0.973565,0.017348973898973476,4.372606933664865e-06
MantonBM4,consensus,Pre-B large,CD8 T memory,HMGB1,CXCR4,3.4710758,0.0,11.472339,1.4939980247617977,2.2916692842747204,0.012515727,0.9748646,0.0029828841826352484,5.398000978655367e-06
MantonBM4,consensus,Plasmacytoid DC,NK,B2M,KLRD1,3.4443483,0.0,10.159276,1.1332931008069562,1.5444283664052367,0.0253105,0.97333163,0.017348973898973476,7.77231852038544e-06
MantonBM4,consensus,Monocyte classical,CD8 T memory,S100A8,CD69,3.5425072,0.0,9.541125,1.3481180300982323,3.413590641076467,0.06544094,0.9725046,0.0004895900548632152,9.121207655177956e-06
MantonBM4,consensus,CD4 T naive,NK,B2M,KLRD1,3.3974276,0.0,9.958561,1.0788444720528578,1.482570137043226,0.024810445,0.9730714,0.017348973898973476,1.559458159765561e-05
MantonBM4,consensus,NK,CD8 T cytotoxic,B2M,KLRD1,3.5511074,0.0,8.9449415,1.2661831368065055,1.4800451740966338,0.022285143,0.9716287,0.017348973898973476,2.3791653589870874e-05
MantonBM4,consensus,Pre-B large,Pre-B small,HMGB1,CXCR4,3.350348,0.0,10.450973,1.4068854878518833,1.9861184327801653,0.01140147,0.97369653,0.006097873013348618,2.6110124225472047e-05
MantonBM4,consensus,Pre-B large,B naive,HMGB1,CXCR4,3.3484774,0.0,10.435147,1.4055354895594832,2.1280063713110504,0.011384205,0.97367716,0.006273079071241286,2.8536246173056765e-05
